维度模式,Sheet名称,w值,排序标准,星数,CV_R2,OOT_SMOOTH_R2,OOT_RAW_R2,alpha,完整文件名
3D,整库_w=5,5,合平均面积,48,0.7159,-1.207,-0.8827,0.5232,48星_Ridge_CV-R2_0.7159_OOT-SMOOTH-R2_-1.2070_OOT-RAW-R2_-0.8827_Params_alpha_0.5232.png
3D_V,整库_w=5,5,合平均面积,36,0.735,-1.2249,-0.8864,1.8445,36星_Ridge_CV-R2_0.7350_OOT-SMOOTH-R2_-1.2249_OOT-RAW-R2_-0.8864_Params_alpha_1.8445.png
3D_V,整库_w=4,4,合平均面积,27,0.7465,-1.237,-0.887,0.4798,27星_Ridge_CV-R2_0.7465_OOT-SMOOTH-R2_-1.2370_OOT-RAW-R2_-0.8870_Params_alpha_0.4798.png
6D,整库_w=5,5,合数,26,0.8328,-1.235,-0.899,0.1,26星_Ridge_CV-R2_0.8328_OOT-SMOOTH-R2_-1.2350_OOT-RAW-R2_-0.8990_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合数,17,0.7207,-1.2324,-0.9119,5.2694,17星_Ridge_CV-R2_0.7207_OOT-SMOOTH-R2_-1.2324_OOT-RAW-R2_-0.9119_Params_alpha_5.2694.png
6D,整库_w=4,4,合面积,34,0.7543,-1.2896,-0.9383,0.1,34星_Ridge_CV-R2_0.7543_OOT-SMOOTH-R2_-1.2896_OOT-RAW-R2_-0.9383_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合平均面积,53,0.6582,-1.2909,-0.9422,2.7138,53星_Ridge_CV-R2_0.6582_OOT-SMOOTH-R2_-1.2909_OOT-RAW-R2_-0.9422_Params_alpha_2.7138.png
3D_V,整库_w=4,4,合面积,33,0.774,-1.3142,-0.9426,0.1,33星_Ridge_CV-R2_0.7740_OOT-SMOOTH-R2_-1.3142_OOT-RAW-R2_-0.9426_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,31,0.746,-1.317,-0.9461,0.5638,31星_Ridge_CV-R2_0.7460_OOT-SMOOTH-R2_-1.3170_OOT-RAW-R2_-0.9461_Params_alpha_0.5638.png
6D,整库_w=4,4,合面积,36,0.7361,-1.3016,-0.9485,0.1,36星_Ridge_CV-R2_0.7361_OOT-SMOOTH-R2_-1.3016_OOT-RAW-R2_-0.9485_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合平均面积,37,0.7359,-1.3129,-0.9513,1.1182,37星_Ridge_CV-R2_0.7359_OOT-SMOOTH-R2_-1.3129_OOT-RAW-R2_-0.9513_Params_alpha_1.1182.png
3D_V,整库_w=5,5,合平均面积,39,0.7351,-1.3122,-0.9523,1.1827,39星_Ridge_CV-R2_0.7351_OOT-SMOOTH-R2_-1.3122_OOT-RAW-R2_-0.9523_Params_alpha_1.1827.png
6D,整库_w=5,5,合面积,18,0.7561,-1.3225,-0.9527,0.8713,18星_Ridge_CV-R2_0.7561_OOT-SMOOTH-R2_-1.3225_OOT-RAW-R2_-0.9527_Params_alpha_0.8713.png
6D,整库_w=4,4,合面积,18,0.7699,-1.3284,-0.9538,0.5233,18星_Ridge_CV-R2_0.7699_OOT-SMOOTH-R2_-1.3284_OOT-RAW-R2_-0.9538_Params_alpha_0.5233.png
3D_V,整库_w=4,4,合面积,11,0.5581,-1.3197,-0.9579,0.1,11星_Ridge_CV-R2_0.5581_OOT-SMOOTH-R2_-1.3197_OOT-RAW-R2_-0.9579_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,28,0.7445,-1.3365,-0.9602,0.8173,28星_Ridge_CV-R2_0.7445_OOT-SMOOTH-R2_-1.3365_OOT-RAW-R2_-0.9602_Params_alpha_0.8173.png
3D_V,整库_w=4,4,合平均面积,29,0.74,-1.3454,-0.9665,0.7896,29星_Ridge_CV-R2_0.7400_OOT-SMOOTH-R2_-1.3454_OOT-RAW-R2_-0.9665_Params_alpha_0.7896.png
3D_V,整库_w=5,5,合平均面积,42,0.7425,-1.3175,-0.9676,1.0538,42星_Ridge_CV-R2_0.7425_OOT-SMOOTH-R2_-1.3175_OOT-RAW-R2_-0.9676_Params_alpha_1.0538.png
3D_V,整库_w=5,5,合平均面积,38,0.7372,-1.3331,-0.968,1.13,38星_Ridge_CV-R2_0.7372_OOT-SMOOTH-R2_-1.3331_OOT-RAW-R2_-0.9680_Params_alpha_1.1300.png
3D,整库_w=4,4,合面积,15,0.7427,-1.349,-0.9692,0.1,15星_Ridge_CV-R2_0.7427_OOT-SMOOTH-R2_-1.3490_OOT-RAW-R2_-0.9692_Params_alpha_0.1000.png
6D,整库_w=4,4,合面积,38,0.7165,-1.3293,-0.9712,0.1,38星_Ridge_CV-R2_0.7165_OOT-SMOOTH-R2_-1.3293_OOT-RAW-R2_-0.9712_Params_alpha_0.1000.png
3D,整库_w=4,4,合面积,17,0.733,-1.3516,-0.9713,0.1,17星_Ridge_CV-R2_0.7330_OOT-SMOOTH-R2_-1.3516_OOT-RAW-R2_-0.9713_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合平均面积,52,0.6662,-1.3315,-0.9739,2.7796,52星_Ridge_CV-R2_0.6662_OOT-SMOOTH-R2_-1.3315_OOT-RAW-R2_-0.9739_Params_alpha_2.7796.png
3D,整库_w=4,4,合面积,16,0.7371,-1.3577,-0.9755,0.1,16星_Ridge_CV-R2_0.7371_OOT-SMOOTH-R2_-1.3577_OOT-RAW-R2_-0.9755_Params_alpha_0.1000.png
6D,整库_w=4,4,合面积,35,0.742,-1.3635,-0.9938,0.1,35星_Ridge_CV-R2_0.7420_OOT-SMOOTH-R2_-1.3635_OOT-RAW-R2_-0.9938_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合平均面积,43,0.7268,-1.3538,-0.9946,1.0912,43星_Ridge_CV-R2_0.7268_OOT-SMOOTH-R2_-1.3538_OOT-RAW-R2_-0.9946_Params_alpha_1.0912.png
6D,整库_w=4,4,合面积,19,0.7702,-1.3903,-0.999,0.6158,19星_Ridge_CV-R2_0.7702_OOT-SMOOTH-R2_-1.3903_OOT-RAW-R2_-0.9990_Params_alpha_0.6158.png
6D,整库_w=5,5,合平均面积,35,0.7148,-1.3561,-0.9991,0.1,35星_Ridge_CV-R2_0.7148_OOT-SMOOTH-R2_-1.3561_OOT-RAW-R2_-0.9991_Params_alpha_0.1000.png
3D,整库_w=5,5,合平均面积,12,0.5,-1.3896,-1.0063,0.1,12星_Ridge_CV-R2_0.5000_OOT-SMOOTH-R2_-1.3896_OOT-RAW-R2_-1.0063_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合面积,22,0.7933,-1.3929,-1.0071,0.1966,22星_Ridge_CV-R2_0.7933_OOT-SMOOTH-R2_-1.3929_OOT-RAW-R2_-1.0071_Params_alpha_0.1966.png
3D_V,整库_w=4,4,合面积,36,0.7483,-1.4028,-1.0075,0.1,36星_Ridge_CV-R2_0.7483_OOT-SMOOTH-R2_-1.4028_OOT-RAW-R2_-1.0075_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,18,0.5574,-1.3967,-1.0083,0.1,18星_Ridge_CV-R2_0.5574_OOT-SMOOTH-R2_-1.3967_OOT-RAW-R2_-1.0083_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合面积,38,0.7354,-1.4048,-1.0092,0.1,38星_Ridge_CV-R2_0.7354_OOT-SMOOTH-R2_-1.4048_OOT-RAW-R2_-1.0092_Params_alpha_0.1000.png
3D,整库_w=4,4,合面积,21,0.78,-1.4126,-1.0153,0.2549,21星_Ridge_CV-R2_0.7800_OOT-SMOOTH-R2_-1.4126_OOT-RAW-R2_-1.0153_Params_alpha_0.2549.png
3D_V,整库_w=4,4,合面积,35,0.7516,-1.425,-1.0237,0.1,35星_Ridge_CV-R2_0.7516_OOT-SMOOTH-R2_-1.4250_OOT-RAW-R2_-1.0237_Params_alpha_0.1000.png
3D,整库_w=5,5,合面积,11,0.5743,-1.4205,-1.029,0.1,11星_Ridge_CV-R2_0.5743_OOT-SMOOTH-R2_-1.4205_OOT-RAW-R2_-1.0290_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合面积,34,0.7633,-1.4423,-1.0363,0.1,34星_Ridge_CV-R2_0.7633_OOT-SMOOTH-R2_-1.4423_OOT-RAW-R2_-1.0363_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,32,0.7453,-1.4491,-1.0421,0.4533,32星_Ridge_CV-R2_0.7453_OOT-SMOOTH-R2_-1.4491_OOT-RAW-R2_-1.0421_Params_alpha_0.4533.png
3D_V,整库_w=4,4,合平均面积,34,0.7295,-1.4533,-1.0453,0.428,34星_Ridge_CV-R2_0.7295_OOT-SMOOTH-R2_-1.4533_OOT-RAW-R2_-1.0453_Params_alpha_0.4280.png
3D_V,整库_w=4,4,合平均面积,33,0.7419,-1.4544,-1.046,0.4101,33星_Ridge_CV-R2_0.7419_OOT-SMOOTH-R2_-1.4544_OOT-RAW-R2_-1.0460_Params_alpha_0.4101.png
6D,整库_w=5,5,合面积,16,0.7832,-1.4787,-1.0662,0.626,16星_Ridge_CV-R2_0.7832_OOT-SMOOTH-R2_-1.4787_OOT-RAW-R2_-1.0662_Params_alpha_0.6260.png
3D_V,整库_w=4,4,合数,18,0.7273,-1.4618,-1.0809,2.9716,18星_Ridge_CV-R2_0.7273_OOT-SMOOTH-R2_-1.4618_OOT-RAW-R2_-1.0809_Params_alpha_2.9716.png
6D,整库_w=4,4,合面积,14,0.7692,-1.5064,-1.0847,0.1,14星_Ridge_CV-R2_0.7692_OOT-SMOOTH-R2_-1.5064_OOT-RAW-R2_-1.0847_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,9,0.4003,-1.4982,-1.0878,0.1,9星_Ridge_CV-R2_0.4003_OOT-SMOOTH-R2_-1.4982_OOT-RAW-R2_-1.0878_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合面积,26,0.8027,-1.5078,-1.0916,0.1985,26星_Ridge_CV-R2_0.8027_OOT-SMOOTH-R2_-1.5078_OOT-RAW-R2_-1.0916_Params_alpha_0.1985.png
6D,整库_w=5,5,合面积,31,0.8328,-1.5013,-1.0917,0.1,31星_Ridge_CV-R2_0.8328_OOT-SMOOTH-R2_-1.5013_OOT-RAW-R2_-1.0917_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合面积,23,0.7862,-1.5123,-1.0944,0.257,23星_Ridge_CV-R2_0.7862_OOT-SMOOTH-R2_-1.5123_OOT-RAW-R2_-1.0944_Params_alpha_0.2570.png
6D,整库_w=4,4,合面积,13,0.763,-1.5279,-1.0992,0.1,13星_Ridge_CV-R2_0.7630_OOT-SMOOTH-R2_-1.5279_OOT-RAW-R2_-1.0992_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,23,0.7879,-1.5364,-1.1113,2.7148,23星_Ridge_CV-R2_0.7879_OOT-SMOOTH-R2_-1.5364_OOT-RAW-R2_-1.1113_Params_alpha_2.7148.png
6D,整库_w=5,5,合面积,14,0.7711,-1.5482,-1.1154,0.1,14星_Ridge_CV-R2_0.7711_OOT-SMOOTH-R2_-1.5482_OOT-RAW-R2_-1.1154_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,22,0.7638,-1.5499,-1.1165,1.1163,22星_Ridge_CV-R2_0.7638_OOT-SMOOTH-R2_-1.5499_OOT-RAW-R2_-1.1165_Params_alpha_1.1163.png
3D_V,整库_w=4,4,合面积,39,0.7239,-1.565,-1.1249,0.1,39星_Ridge_CV-R2_0.7239_OOT-SMOOTH-R2_-1.5650_OOT-RAW-R2_-1.1249_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合平均面积,40,0.7319,-1.5516,-1.1277,1.1235,40星_Ridge_CV-R2_0.7319_OOT-SMOOTH-R2_-1.5516_OOT-RAW-R2_-1.1277_Params_alpha_1.1235.png
3D_V,整库_w=5,5,合平均面积,44,0.7256,-1.5437,-1.1343,1.0275,44星_Ridge_CV-R2_0.7256_OOT-SMOOTH-R2_-1.5437_OOT-RAW-R2_-1.1343_Params_alpha_1.0275.png
3D,整库_w=5,5,合平均面积,20,0.6409,-1.557,-1.1403,0.1,20星_Ridge_CV-R2_0.6409_OOT-SMOOTH-R2_-1.5570_OOT-RAW-R2_-1.1403_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合面积,19,0.78,-1.5896,-1.1506,0.2569,19星_Ridge_CV-R2_0.7800_OOT-SMOOTH-R2_-1.5896_OOT-RAW-R2_-1.1506_Params_alpha_0.2569.png
6D,整库_w=5,5,合面积,32,0.8424,-1.5856,-1.1579,0.1,32星_Ridge_CV-R2_0.8424_OOT-SMOOTH-R2_-1.5856_OOT-RAW-R2_-1.1579_Params_alpha_0.1000.png
3D,整库_w=5,5,合面积,41,0.8427,-1.6361,-1.1786,0.1,41星_Ridge_CV-R2_0.8427_OOT-SMOOTH-R2_-1.6361_OOT-RAW-R2_-1.1786_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,47,0.6367,-1.6292,-1.1817,1.3976,47星_Ridge_CV-R2_0.6367_OOT-SMOOTH-R2_-1.6292_OOT-RAW-R2_-1.1817_Params_alpha_1.3976.png
3D_V,整库_w=4,4,合平均面积,26,0.7471,-1.6533,-1.1914,0.5775,26星_Ridge_CV-R2_0.7471_OOT-SMOOTH-R2_-1.6533_OOT-RAW-R2_-1.1914_Params_alpha_0.5775.png
3D_V,整库_w=4,4,合平均面积,25,0.754,-1.6565,-1.1937,0.6187,25星_Ridge_CV-R2_0.7540_OOT-SMOOTH-R2_-1.6565_OOT-RAW-R2_-1.1937_Params_alpha_0.6187.png
3D_V,整库_w=5,5,合面积,21,0.7956,-1.6537,-1.197,0.1259,21星_Ridge_CV-R2_0.7956_OOT-SMOOTH-R2_-1.6537_OOT-RAW-R2_-1.1970_Params_alpha_0.1259.png
3D_V,整库_w=4,4,合平均面积,23,0.7675,-1.6674,-1.2015,0.5624,23星_Ridge_CV-R2_0.7675_OOT-SMOOTH-R2_-1.6674_OOT-RAW-R2_-1.2015_Params_alpha_0.5624.png
3D,整库_w=5,5,合平均面积,19,0.6461,-1.6392,-1.2016,0.1,19星_Ridge_CV-R2_0.6461_OOT-SMOOTH-R2_-1.6392_OOT-RAW-R2_-1.2016_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,33,0.8355,-1.6496,-1.2027,0.1,33星_Ridge_CV-R2_0.8355_OOT-SMOOTH-R2_-1.6496_OOT-RAW-R2_-1.2027_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合面积,37,0.7399,-1.6703,-1.2034,0.1,37星_Ridge_CV-R2_0.7399_OOT-SMOOTH-R2_-1.6703_OOT-RAW-R2_-1.2034_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合面积,24,0.7832,-1.6904,-1.2169,0.1,24星_Ridge_CV-R2_0.7832_OOT-SMOOTH-R2_-1.6904_OOT-RAW-R2_-1.2169_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,30,0.8334,-1.6769,-1.2192,0.1,30星_Ridge_CV-R2_0.8334_OOT-SMOOTH-R2_-1.6769_OOT-RAW-R2_-1.2192_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合面积,40,0.7252,-1.6929,-1.2197,0.1,40星_Ridge_CV-R2_0.7252_OOT-SMOOTH-R2_-1.6929_OOT-RAW-R2_-1.2197_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,24,0.7645,-1.6925,-1.2199,0.5223,24星_Ridge_CV-R2_0.7645_OOT-SMOOTH-R2_-1.6925_OOT-RAW-R2_-1.2199_Params_alpha_0.5223.png
3D_V,整库_w=4,4,合面积,25,0.774,-1.7048,-1.2277,0.1,25星_Ridge_CV-R2_0.7740_OOT-SMOOTH-R2_-1.7048_OOT-RAW-R2_-1.2277_Params_alpha_0.1000.png
6D,整库_w=5,5,合数,25,0.8327,-1.7107,-1.2295,0.1,25星_Ridge_CV-R2_0.8327_OOT-SMOOTH-R2_-1.7107_OOT-RAW-R2_-1.2295_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,34,0.8398,-1.6897,-1.2349,0.1,34星_Ridge_CV-R2_0.8398_OOT-SMOOTH-R2_-1.6897_OOT-RAW-R2_-1.2349_Params_alpha_0.1000.png
3D,整库_w=5,5,合平均面积,17,0.6429,-1.7145,-1.2432,0.1,17星_Ridge_CV-R2_0.6429_OOT-SMOOTH-R2_-1.7145_OOT-RAW-R2_-1.2432_Params_alpha_0.1000.png
3D,整库_w=4,4,合面积,22,0.7795,-1.7367,-1.2505,0.3355,22星_Ridge_CV-R2_0.7795_OOT-SMOOTH-R2_-1.7367_OOT-RAW-R2_-1.2505_Params_alpha_0.3355.png
3D,整库_w=5,5,合面积,44,0.8471,-1.7494,-1.262,0.1,44星_Ridge_CV-R2_0.8471_OOT-SMOOTH-R2_-1.7494_OOT-RAW-R2_-1.2620_Params_alpha_0.1000.png
3D,整库_w=5,5,合平均面积,16,0.6497,-1.7654,-1.2798,0.1,16星_Ridge_CV-R2_0.6497_OOT-SMOOTH-R2_-1.7654_OOT-RAW-R2_-1.2798_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合面积,25,0.808,-1.7664,-1.28,0.1204,25星_Ridge_CV-R2_0.8080_OOT-SMOOTH-R2_-1.7664_OOT-RAW-R2_-1.2800_Params_alpha_0.1204.png
6D,整库_w=5,5,合平均面积,46,0.6364,-1.7642,-1.2933,21.1696,46星_Ridge_CV-R2_0.6364_OOT-SMOOTH-R2_-1.7642_OOT-RAW-R2_-1.2933_Params_alpha_21.1696.png
6D,整库_w=4,4,合平均面积,20,0.7348,-1.7799,-1.2946,0.299,20星_Ridge_CV-R2_0.7348_OOT-SMOOTH-R2_-1.7799_OOT-RAW-R2_-1.2946_Params_alpha_0.2990.png
6D,整库_w=5,5,合面积,15,0.7725,-1.7961,-1.2955,0.1,15星_Ridge_CV-R2_0.7725_OOT-SMOOTH-R2_-1.7961_OOT-RAW-R2_-1.2955_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合面积,24,0.7997,-1.8122,-1.3129,0.2303,24星_Ridge_CV-R2_0.7997_OOT-SMOOTH-R2_-1.8122_OOT-RAW-R2_-1.3129_Params_alpha_0.2303.png
3D,整库_w=4,4,合面积,12,0.6314,-1.822,-1.3151,0.1,12星_Ridge_CV-R2_0.6314_OOT-SMOOTH-R2_-1.8220_OOT-RAW-R2_-1.3151_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,42,0.8463,-1.7982,-1.3166,0.1,42星_Ridge_CV-R2_0.8463_OOT-SMOOTH-R2_-1.7982_OOT-RAW-R2_-1.3166_Params_alpha_0.1000.png
3D,整库_w=5,5,合面积,42,0.8468,-1.829,-1.3201,0.1,42星_Ridge_CV-R2_0.8468_OOT-SMOOTH-R2_-1.8290_OOT-RAW-R2_-1.3201_Params_alpha_0.1000.png
3D,整库_w=5,5,合面积,17,0.7398,-1.837,-1.3226,0.5937,17星_Ridge_CV-R2_0.7398_OOT-SMOOTH-R2_-1.8370_OOT-RAW-R2_-1.3226_Params_alpha_0.5937.png
3D,整库_w=5,5,合平均面积,15,0.6591,-1.8325,-1.3284,0.1,15星_Ridge_CV-R2_0.6591_OOT-SMOOTH-R2_-1.8325_OOT-RAW-R2_-1.3284_Params_alpha_0.1000.png
3D,整库_w=4,4,合面积,18,0.7416,-1.8512,-1.333,0.1,18星_Ridge_CV-R2_0.7416_OOT-SMOOTH-R2_-1.8512_OOT-RAW-R2_-1.3330_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合平均面积,41,0.7301,-1.8344,-1.3345,1.1084,41星_Ridge_CV-R2_0.7301_OOT-SMOOTH-R2_-1.8344_OOT-RAW-R2_-1.3345_Params_alpha_1.1084.png
3D_V,整库_w=4,4,合数,22,0.7568,-1.817,-1.3382,0.1,22星_Ridge_CV-R2_0.7568_OOT-SMOOTH-R2_-1.8170_OOT-RAW-R2_-1.3382_Params_alpha_0.1000.png
6D,整库_w=5,5,合数,27,0.8458,-1.8542,-1.3385,0.1,27星_Ridge_CV-R2_0.8458_OOT-SMOOTH-R2_-1.8542_OOT-RAW-R2_-1.3385_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,21,0.8,-1.8636,-1.3435,0.1,21星_Ridge_CV-R2_0.8000_OOT-SMOOTH-R2_-1.8636_OOT-RAW-R2_-1.3435_Params_alpha_0.1000.png
6D,整库_w=5,5,合平均面积,45,0.6432,-1.8331,-1.3443,20.0889,45星_Ridge_CV-R2_0.6432_OOT-SMOOTH-R2_-1.8331_OOT-RAW-R2_-1.3443_Params_alpha_20.0889.png
3D,整库_w=5,5,合平均面积,35,0.7673,-1.8582,-1.355,0.1,35星_Ridge_CV-R2_0.7673_OOT-SMOOTH-R2_-1.8582_OOT-RAW-R2_-1.3550_Params_alpha_0.1000.png
3D,整库_w=5,5,合面积,16,0.7514,-1.8863,-1.3584,0.5196,16星_Ridge_CV-R2_0.7514_OOT-SMOOTH-R2_-1.8863_OOT-RAW-R2_-1.3584_Params_alpha_0.5196.png
3D,整库_w=5,5,合面积,43,0.8573,-1.9039,-1.374,0.1,43星_Ridge_CV-R2_0.8573_OOT-SMOOTH-R2_-1.9039_OOT-RAW-R2_-1.3740_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,29,0.8362,-1.8946,-1.3781,0.1,29星_Ridge_CV-R2_0.8362_OOT-SMOOTH-R2_-1.8946_OOT-RAW-R2_-1.3781_Params_alpha_0.1000.png
3D,整库_w=5,5,合平均面积,14,0.662,-1.9027,-1.3798,0.1,14星_Ridge_CV-R2_0.6620_OOT-SMOOTH-R2_-1.9027_OOT-RAW-R2_-1.3798_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,19,0.7635,-1.9217,-1.3891,1.6045,19星_Ridge_CV-R2_0.7635_OOT-SMOOTH-R2_-1.9217_OOT-RAW-R2_-1.3891_Params_alpha_1.6045.png
3D,整库_w=5,5,合平均面积,34,0.7531,-1.9245,-1.3992,0.1,34星_Ridge_CV-R2_0.7531_OOT-SMOOTH-R2_-1.9245_OOT-RAW-R2_-1.3992_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,48,0.613,-1.9285,-1.3994,1.2381,48星_Ridge_CV-R2_0.6130_OOT-SMOOTH-R2_-1.9285_OOT-RAW-R2_-1.3994_Params_alpha_1.2381.png
3D,整库_w=4,4,合面积,11,0.6119,-1.9352,-1.4004,0.1,11星_Ridge_CV-R2_0.6119_OOT-SMOOTH-R2_-1.9352_OOT-RAW-R2_-1.4004_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,41,0.8446,-1.9187,-1.4032,0.1,41星_Ridge_CV-R2_0.8446_OOT-SMOOTH-R2_-1.9187_OOT-RAW-R2_-1.4032_Params_alpha_0.1000.png
3D,整库_w=5,5,合平均面积,36,0.7645,-1.9239,-1.4041,0.1,36星_Ridge_CV-R2_0.7645_OOT-SMOOTH-R2_-1.9239_OOT-RAW-R2_-1.4041_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合数,21,0.7667,-1.91,-1.4072,0.1,21星_Ridge_CV-R2_0.7667_OOT-SMOOTH-R2_-1.9100_OOT-RAW-R2_-1.4072_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,50,0.6001,-1.9371,-1.4077,1.1414,50星_Ridge_CV-R2_0.6001_OOT-SMOOTH-R2_-1.9371_OOT-RAW-R2_-1.4077_Params_alpha_1.1414.png
3D_V,整库_w=4,4,合平均面积,49,0.603,-1.9619,-1.421,1.5289,49星_Ridge_CV-R2_0.6030_OOT-SMOOTH-R2_-1.9619_OOT-RAW-R2_-1.4210_Params_alpha_1.5289.png
3D_V,整库_w=5,5,合面积,20,0.7735,-1.9634,-1.4228,0.3479,20星_Ridge_CV-R2_0.7735_OOT-SMOOTH-R2_-1.9634_OOT-RAW-R2_-1.4228_Params_alpha_0.3479.png
3D_V,整库_w=4,4,合平均面积,14,0.5017,-1.9631,-1.4236,0.1,14星_Ridge_CV-R2_0.5017_OOT-SMOOTH-R2_-1.9631_OOT-RAW-R2_-1.4236_Params_alpha_0.1000.png
3D,整库_w=5,5,合面积,39,0.8441,-2.0042,-1.4469,0.1,39星_Ridge_CV-R2_0.8441_OOT-SMOOTH-R2_-2.0042_OOT-RAW-R2_-1.4469_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,35,0.8387,-1.9957,-1.4583,0.1,35星_Ridge_CV-R2_0.8387_OOT-SMOOTH-R2_-1.9957_OOT-RAW-R2_-1.4583_Params_alpha_0.1000.png
3D,整库_w=4,4,合平均面积,13,0.5144,-2.0359,-1.4691,0.1,13星_Ridge_CV-R2_0.5144_OOT-SMOOTH-R2_-2.0359_OOT-RAW-R2_-1.4691_Params_alpha_0.1000.png
6D,整库_w=4,4,合面积,32,0.7705,-1.9993,-1.4709,0.1,32星_Ridge_CV-R2_0.7705_OOT-SMOOTH-R2_-1.9993_OOT-RAW-R2_-1.4709_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,28,0.8489,-2.0347,-1.4811,0.1,28星_Ridge_CV-R2_0.8489_OOT-SMOOTH-R2_-2.0347_OOT-RAW-R2_-1.4811_Params_alpha_0.1000.png
6D,整库_w=4,4,合平均面积,33,0.7221,-2.0486,-1.4883,0.1,33星_Ridge_CV-R2_0.7221_OOT-SMOOTH-R2_-2.0486_OOT-RAW-R2_-1.4883_Params_alpha_0.1000.png
3D,整库_w=5,5,合面积,18,0.7469,-2.0716,-1.4936,0.4307,18星_Ridge_CV-R2_0.7469_OOT-SMOOTH-R2_-2.0716_OOT-RAW-R2_-1.4936_Params_alpha_0.4307.png
6D,整库_w=5,5,合面积,20,0.7647,-2.0734,-1.5005,2.032,20星_Ridge_CV-R2_0.7647_OOT-SMOOTH-R2_-2.0734_OOT-RAW-R2_-1.5005_Params_alpha_2.0320.png
6D,整库_w=4,4,合平均面积,18,0.7308,-2.0594,-1.5005,0.1,18星_Ridge_CV-R2_0.7308_OOT-SMOOTH-R2_-2.0594_OOT-RAW-R2_-1.5005_Params_alpha_0.1000.png
3D,整库_w=4,4,合平均面积,12,0.5257,-2.0795,-1.5006,0.1,12星_Ridge_CV-R2_0.5257_OOT-SMOOTH-R2_-2.0795_OOT-RAW-R2_-1.5006_Params_alpha_0.1000.png
3D,整库_w=5,5,合平均面积,37,0.77,-2.0802,-1.5068,0.1,37星_Ridge_CV-R2_0.7700_OOT-SMOOTH-R2_-2.0802_OOT-RAW-R2_-1.5068_Params_alpha_0.1000.png
6D,整库_w=5,5,合面积,27,0.8095,-2.0823,-1.5086,1.8078,27星_Ridge_CV-R2_0.8095_OOT-SMOOTH-R2_-2.0823_OOT-RAW-R2_-1.5086_Params_alpha_1.8078.png
3D,整库_w=4,4,合数,15,0.6591,-2.1097,-1.5577,0.1,15星_Ridge_CV-R2_0.6591_OOT-SMOOTH-R2_-2.1097_OOT-RAW-R2_-1.5577_Params_alpha_0.1000.png
3D,整库_w=5,5,合面积,40,0.833,-2.1679,-1.5648,0.1,40星_Ridge_CV-R2_0.8330_OOT-SMOOTH-R2_-2.1679_OOT-RAW-R2_-1.5648_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合面积,10,0.4484,-2.1519,-1.5656,0.1,10星_Ridge_CV-R2_0.4484_OOT-SMOOTH-R2_-2.1519_OOT-RAW-R2_-1.5656_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合平均面积,10,0.4484,-2.1519,-1.5656,0.1,10星_Ridge_CV-R2_0.4484_OOT-SMOOTH-R2_-2.1519_OOT-RAW-R2_-1.5656_Params_alpha_0.1000.png
