维度模式,Sheet名称,w值,排序标准,星数,CV_R2,OOT_SMOOTH_R2,OOT_RAW_R2,alpha,完整文件名
3D_V,整库_w=4,4,合平均面积,42,0.5474,0.075,0.0625,7.8788,42星_Ridge_CV-R2_0.5474_OOT-SMOOTH-R2_0.0750_OOT-RAW-R2_0.0625_Params_alpha_7.8788.png
6D,整库_w=5,5,合平均面积,52,0.4852,0.0788,0.0601,2875.7228,52星_Ridge_CV-R2_0.4852_OOT-SMOOTH-R2_0.0788_OOT-RAW-R2_0.0601_Params_alpha_2875.7228.png
3D_V,整库_w=5,5,合面积,40,0.4825,0.0743,0.0585,18.5866,40星_Ridge_CV-R2_0.4825_OOT-SMOOTH-R2_0.0743_OOT-RAW-R2_0.0585_Params_alpha_18.5866.png
3D,整库_w=4,4,合平均面积,38,0.6039,0.0726,0.0583,2.1083,38星_Ridge_CV-R2_0.6039_OOT-SMOOTH-R2_0.0726_OOT-RAW-R2_0.0583_Params_alpha_2.1083.png
3D_V,整库_w=4,4,合平均面积,39,0.5854,0.0663,0.0562,6.2928,39星_Ridge_CV-R2_0.5854_OOT-SMOOTH-R2_0.0663_OOT-RAW-R2_0.0562_Params_alpha_6.2928.png
3D_V,整库_w=5,5,合面积,41,0.4809,0.0715,0.0561,18.112,41星_Ridge_CV-R2_0.4809_OOT-SMOOTH-R2_0.0715_OOT-RAW-R2_0.0561_Params_alpha_18.1120.png
3D,整库_w=4,4,合面积,12,0.6217,0.065,0.0544,8.6724,12星_Ridge_CV-R2_0.6217_OOT-SMOOTH-R2_0.0650_OOT-RAW-R2_0.0544_Params_alpha_8.6724.png
3D,整库_w=5,5,合平均面积,18,0.6394,0.0771,0.0542,57.0244,18星_Ridge_CV-R2_0.6394_OOT-SMOOTH-R2_0.0771_OOT-RAW-R2_0.0542_Params_alpha_57.0244.png
3D,整库_w=5,5,合平均面积,16,0.6498,0.0756,0.0531,57.8176,16星_Ridge_CV-R2_0.6498_OOT-SMOOTH-R2_0.0756_OOT-RAW-R2_0.0531_Params_alpha_57.8176.png
6D,整库_w=5,5,合平均面积,54,0.463,0.0679,0.0522,3715.4859,54星_Ridge_CV-R2_0.4630_OOT-SMOOTH-R2_0.0679_OOT-RAW-R2_0.0522_Params_alpha_3715.4859.png
3D,整库_w=4,4,合平均面积,39,0.5981,0.0642,0.0521,2.04,39星_Ridge_CV-R2_0.5981_OOT-SMOOTH-R2_0.0642_OOT-RAW-R2_0.0521_Params_alpha_2.0400.png
3D_V,整库_w=5,5,合面积,10,0.5899,0.0669,0.0521,29.053,10星_Ridge_CV-R2_0.5899_OOT-SMOOTH-R2_0.0669_OOT-RAW-R2_0.0521_Params_alpha_29.0530.png
6D,整库_w=5,5,合平均面积,46,0.5055,0.0667,0.0509,1370.5194,46星_Ridge_CV-R2_0.5055_OOT-SMOOTH-R2_0.0667_OOT-RAW-R2_0.0509_Params_alpha_1370.5194.png
3D_V,整库_w=5,5,合面积,47,0.4396,0.0635,0.05,35.7771,47星_Ridge_CV-R2_0.4396_OOT-SMOOTH-R2_0.0635_OOT-RAW-R2_0.0500_Params_alpha_35.7771.png
6D,整库_w=5,5,合平均面积,50,0.4891,0.0652,0.05,2506.0477,50星_Ridge_CV-R2_0.4891_OOT-SMOOTH-R2_0.0652_OOT-RAW-R2_0.0500_Params_alpha_2506.0477.png
3D_V,整库_w=4,4,合平均面积,40,0.5787,0.0558,0.0482,5.9453,40星_Ridge_CV-R2_0.5787_OOT-SMOOTH-R2_0.0558_OOT-RAW-R2_0.0482_Params_alpha_5.9453.png
3D,整库_w=5,5,合平均面积,17,0.6396,0.0662,0.0459,54.4327,17星_Ridge_CV-R2_0.6396_OOT-SMOOTH-R2_0.0662_OOT-RAW-R2_0.0459_Params_alpha_54.4327.png
6D,整库_w=5,5,合平均面积,49,0.4947,0.0583,0.0447,2220.747,49星_Ridge_CV-R2_0.4947_OOT-SMOOTH-R2_0.0583_OOT-RAW-R2_0.0447_Params_alpha_2220.7470.png
3D_V,整库_w=5,5,合平均面积,25,0.6488,0.0609,0.0444,7.1364,25星_Ridge_CV-R2_0.6488_OOT-SMOOTH-R2_0.0609_OOT-RAW-R2_0.0444_Params_alpha_7.1364.png
3D,整库_w=5,5,合面积,9,0.6362,0.0507,0.0443,5.3909,9星_Ridge_CV-R2_0.6362_OOT-SMOOTH-R2_0.0507_OOT-RAW-R2_0.0443_Params_alpha_5.3909.png
3D_V,整库_w=5,5,合面积,11,0.583,0.0556,0.0437,44.6594,11星_Ridge_CV-R2_0.5830_OOT-SMOOTH-R2_0.0556_OOT-RAW-R2_0.0437_Params_alpha_44.6594.png
3D_V,整库_w=5,5,合面积,21,0.5751,0.0565,0.0434,0.4724,21星_Ridge_CV-R2_0.5751_OOT-SMOOTH-R2_0.0565_OOT-RAW-R2_0.0434_Params_alpha_0.4724.png
6D,整库_w=5,5,合平均面积,45,0.5072,0.0562,0.042,1278.245,45星_Ridge_CV-R2_0.5072_OOT-SMOOTH-R2_0.0562_OOT-RAW-R2_0.0420_Params_alpha_1278.2450.png
3D,整库_w=5,5,合面积,11,0.626,0.0478,0.042,7.2524,11星_Ridge_CV-R2_0.6260_OOT-SMOOTH-R2_0.0478_OOT-RAW-R2_0.0420_Params_alpha_7.2524.png
3D,整库_w=4,4,合面积,11,0.6205,0.0484,0.042,7.7915,11星_Ridge_CV-R2_0.6205_OOT-SMOOTH-R2_0.0484_OOT-RAW-R2_0.0420_Params_alpha_7.7915.png
3D,整库_w=5,5,合平均面积,19,0.6397,0.0604,0.041,49.0066,19星_Ridge_CV-R2_0.6397_OOT-SMOOTH-R2_0.0604_OOT-RAW-R2_0.0410_Params_alpha_49.0066.png
3D,整库_w=5,5,合面积,10,0.629,0.0464,0.041,6.0367,10星_Ridge_CV-R2_0.6290_OOT-SMOOTH-R2_0.0464_OOT-RAW-R2_0.0410_Params_alpha_6.0367.png
6D,整库_w=5,5,合平均面积,12,0.631,0.0497,0.0395,64.7391,12星_Ridge_CV-R2_0.6310_OOT-SMOOTH-R2_0.0497_OOT-RAW-R2_0.0395_Params_alpha_64.7391.png
3D_V,整库_w=5,5,合面积,42,0.4797,0.0474,0.0381,19.3731,42星_Ridge_CV-R2_0.4797_OOT-SMOOTH-R2_0.0474_OOT-RAW-R2_0.0381_Params_alpha_19.3731.png
6D,整库_w=5,5,合平均面积,13,0.6304,0.0464,0.0366,66.4624,13星_Ridge_CV-R2_0.6304_OOT-SMOOTH-R2_0.0464_OOT-RAW-R2_0.0366_Params_alpha_66.4624.png
6D,整库_w=5,5,合平均面积,14,0.6267,0.0462,0.0364,65.0097,14星_Ridge_CV-R2_0.6267_OOT-SMOOTH-R2_0.0462_OOT-RAW-R2_0.0364_Params_alpha_65.0097.png
6D,整库_w=4,4,合平均面积,24,0.6575,0.0462,0.0341,13.7312,24星_Ridge_CV-R2_0.6575_OOT-SMOOTH-R2_0.0462_OOT-RAW-R2_0.0341_Params_alpha_13.7312.png
3D_V,整库_w=5,5,合平均面积,26,0.6421,0.0479,0.0339,7.6039,26星_Ridge_CV-R2_0.6421_OOT-SMOOTH-R2_0.0479_OOT-RAW-R2_0.0339_Params_alpha_7.6039.png
6D,整库_w=5,5,合平均面积,10,0.6504,0.0416,0.0334,67.0195,10星_Ridge_CV-R2_0.6504_OOT-SMOOTH-R2_0.0416_OOT-RAW-R2_0.0334_Params_alpha_67.0195.png
3D_V,整库_w=5,5,合面积,43,0.4725,0.0387,0.0316,22.683,43星_Ridge_CV-R2_0.4725_OOT-SMOOTH-R2_0.0387_OOT-RAW-R2_0.0316_Params_alpha_22.6830.png
6D,整库_w=5,5,合平均面积,44,0.5436,0.0401,0.0299,1408.5581,44星_Ridge_CV-R2_0.5436_OOT-SMOOTH-R2_0.0401_OOT-RAW-R2_0.0299_Params_alpha_1408.5581.png
3D_V,整库_w=5,5,合面积,18,0.5404,0.0357,0.0287,21.1581,18星_Ridge_CV-R2_0.5404_OOT-SMOOTH-R2_0.0357_OOT-RAW-R2_0.0287_Params_alpha_21.1581.png
3D,整库_w=4,4,合面积,13,0.6448,0.0282,0.0265,0.3402,13星_Ridge_CV-R2_0.6448_OOT-SMOOTH-R2_0.0282_OOT-RAW-R2_0.0265_Params_alpha_0.3402.png
6D,整库_w=5,5,合平均面积,11,0.6374,0.0293,0.0245,68.8468,11星_Ridge_CV-R2_0.6374_OOT-SMOOTH-R2_0.0293_OOT-RAW-R2_0.0245_Params_alpha_68.8468.png
3D_V,整库_w=5,5,合面积,17,0.5537,0.0274,0.0231,12.3879,17星_Ridge_CV-R2_0.5537_OOT-SMOOTH-R2_0.0274_OOT-RAW-R2_0.0231_Params_alpha_12.3879.png
3D_V,整库_w=4,4,合面积,26,0.6798,0.0345,0.022,0.1,26星_Ridge_CV-R2_0.6798_OOT-SMOOTH-R2_0.0345_OOT-RAW-R2_0.0220_Params_alpha_0.1000.png
3D,整库_w=4,4,合平均面积,9,0.5469,0.0246,0.0211,0.1,9星_Ridge_CV-R2_0.5469_OOT-SMOOTH-R2_0.0246_OOT-RAW-R2_0.0211_Params_alpha_0.1000.png
6D,整库_w=4,4,合面积,13,0.6867,0.0193,0.0187,0.1,13星_Ridge_CV-R2_0.6867_OOT-SMOOTH-R2_0.0193_OOT-RAW-R2_0.0187_Params_alpha_0.1000.png
3D,整库_w=4,4,合面积,10,0.6208,0.018,0.0184,5.0117,10星_Ridge_CV-R2_0.6208_OOT-SMOOTH-R2_0.0180_OOT-RAW-R2_0.0184_Params_alpha_5.0117.png
3D_V,整库_w=4,4,合面积,19,0.6729,0.0286,0.0181,0.2796,19星_Ridge_CV-R2_0.6729_OOT-SMOOTH-R2_0.0286_OOT-RAW-R2_0.0181_Params_alpha_0.2796.png
3D,整库_w=4,4,合面积,9,0.6278,0.0152,0.0165,3.955,9星_Ridge_CV-R2_0.6278_OOT-SMOOTH-R2_0.0152_OOT-RAW-R2_0.0165_Params_alpha_3.9550.png
3D,整库_w=4,4,合平均面积,41,0.5723,0.009,0.0099,3.6277,41星_Ridge_CV-R2_0.5723_OOT-SMOOTH-R2_0.0090_OOT-RAW-R2_0.0099_Params_alpha_3.6277.png
6D,整库_w=5,5,合平均面积,15,0.6229,0.0179,0.0093,89.4927,15星_Ridge_CV-R2_0.6229_OOT-SMOOTH-R2_0.0179_OOT-RAW-R2_0.0093_Params_alpha_89.4927.png
3D_V,整库_w=5,5,合面积,44,0.4663,0.0096,0.0093,25.4931,44星_Ridge_CV-R2_0.4663_OOT-SMOOTH-R2_0.0096_OOT-RAW-R2_0.0093_Params_alpha_25.4931.png
3D_V,整库_w=5,5,合面积,45,0.4668,0.0093,0.0091,28.627,45星_Ridge_CV-R2_0.4668_OOT-SMOOTH-R2_0.0093_OOT-RAW-R2_0.0091_Params_alpha_28.6270.png
3D_V,整库_w=5,5,合面积,46,0.4659,0.0092,0.0091,29.123,46星_Ridge_CV-R2_0.4659_OOT-SMOOTH-R2_0.0092_OOT-RAW-R2_0.0091_Params_alpha_29.1230.png
3D_V,整库_w=4,4,合面积,33,0.5946,0.0039,0.0002,2.0266,33星_Ridge_CV-R2_0.5946_OOT-SMOOTH-R2_0.0039_OOT-RAW-R2_0.0002_Params_alpha_2.0266.png
3D,整库_w=4,4,合平均面积,32,0.6772,-0.0086,-0.002,2.7597,32星_Ridge_CV-R2_0.6772_OOT-SMOOTH-R2_-0.0086_OOT-RAW-R2_-0.0020_Params_alpha_2.7597.png
6D,整库_w=4,4,合平均面积,23,0.6553,-0.0061,-0.0051,12.442,23星_Ridge_CV-R2_0.6553_OOT-SMOOTH-R2_-0.0061_OOT-RAW-R2_-0.0051_Params_alpha_12.4420.png
3D,整库_w=5,5,合平均面积,9,0.576,-0.0206,-0.0118,34.9854,9星_Ridge_CV-R2_0.5760_OOT-SMOOTH-R2_-0.0206_OOT-RAW-R2_-0.0118_Params_alpha_34.9854.png
3D,整库_w=4,4,合平均面积,33,0.673,-0.0279,-0.0162,2.8702,33星_Ridge_CV-R2_0.6730_OOT-SMOOTH-R2_-0.0279_OOT-RAW-R2_-0.0162_Params_alpha_2.8702.png
3D_V,整库_w=5,5,合面积,14,0.5882,-0.0257,-0.0168,27.0378,14星_Ridge_CV-R2_0.5882_OOT-SMOOTH-R2_-0.0257_OOT-RAW-R2_-0.0168_Params_alpha_27.0378.png
3D,整库_w=4,4,合平均面积,40,0.5902,-0.0342,-0.0213,1.8926,40星_Ridge_CV-R2_0.5902_OOT-SMOOTH-R2_-0.0342_OOT-RAW-R2_-0.0213_Params_alpha_1.8926.png
3D_V,整库_w=5,5,合面积,13,0.5927,-0.0323,-0.0218,25.2298,13星_Ridge_CV-R2_0.5927_OOT-SMOOTH-R2_-0.0323_OOT-RAW-R2_-0.0218_Params_alpha_25.2298.png
3D,整库_w=4,4,合面积,19,0.7266,-0.0309,-0.0227,0.2421,19星_Ridge_CV-R2_0.7266_OOT-SMOOTH-R2_-0.0309_OOT-RAW-R2_-0.0227_Params_alpha_0.2421.png
3D_V,整库_w=5,5,合面积,15,0.5833,-0.044,-0.0305,29.4799,15星_Ridge_CV-R2_0.5833_OOT-SMOOTH-R2_-0.0440_OOT-RAW-R2_-0.0305_Params_alpha_29.4799.png
3D_V,整库_w=5,5,合面积,16,0.5676,-0.0445,-0.0309,26.5288,16星_Ridge_CV-R2_0.5676_OOT-SMOOTH-R2_-0.0445_OOT-RAW-R2_-0.0309_Params_alpha_26.5288.png
3D_V,整库_w=4,4,合面积,28,0.6399,-0.0384,-0.0329,0.1,28星_Ridge_CV-R2_0.6399_OOT-SMOOTH-R2_-0.0384_OOT-RAW-R2_-0.0329_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合面积,32,0.606,-0.0444,-0.0376,2.1274,32星_Ridge_CV-R2_0.6060_OOT-SMOOTH-R2_-0.0444_OOT-RAW-R2_-0.0376_Params_alpha_2.1274.png
3D_V,整库_w=4,4,合面积,27,0.6691,-0.0521,-0.0432,0.1,27星_Ridge_CV-R2_0.6691_OOT-SMOOTH-R2_-0.0521_OOT-RAW-R2_-0.0432_Params_alpha_0.1000.png
3D,整库_w=4,4,合平均面积,29,0.7041,-0.0621,-0.0435,2.5567,29星_Ridge_CV-R2_0.7041_OOT-SMOOTH-R2_-0.0621_OOT-RAW-R2_-0.0435_Params_alpha_2.5567.png
3D_V,整库_w=4,4,合面积,30,0.6259,-0.0625,-0.0519,1.6558,30星_Ridge_CV-R2_0.6259_OOT-SMOOTH-R2_-0.0625_OOT-RAW-R2_-0.0519_Params_alpha_1.6558.png
3D,整库_w=4,4,合平均面积,31,0.6862,-0.0776,-0.0536,3.0002,31星_Ridge_CV-R2_0.6862_OOT-SMOOTH-R2_-0.0776_OOT-RAW-R2_-0.0536_Params_alpha_3.0002.png
6D,整库_w=4,4,合平均面积,33,0.5724,-0.0936,-0.0701,34.786,33星_Ridge_CV-R2_0.5724_OOT-SMOOTH-R2_-0.0936_OOT-RAW-R2_-0.0701_Params_alpha_34.7860.png
3D,整库_w=4,4,合平均面积,30,0.6997,-0.1003,-0.0704,2.2534,30星_Ridge_CV-R2_0.6997_OOT-SMOOTH-R2_-0.1003_OOT-RAW-R2_-0.0704_Params_alpha_2.2534.png
6D,整库_w=4,4,合平均面积,47,0.4773,-0.0994,-0.0731,2772.6223,47星_Ridge_CV-R2_0.4773_OOT-SMOOTH-R2_-0.0994_OOT-RAW-R2_-0.0731_Params_alpha_2772.6223.png
3D_V,整库_w=5,5,合平均面积,24,0.6487,-0.0991,-0.0757,1.1512,24星_Ridge_CV-R2_0.6487_OOT-SMOOTH-R2_-0.0991_OOT-RAW-R2_-0.0757_Params_alpha_1.1512.png
3D_V,整库_w=4,4,合平均面积,46,0.5251,-0.1121,-0.0784,10.8077,46星_Ridge_CV-R2_0.5251_OOT-SMOOTH-R2_-0.1121_OOT-RAW-R2_-0.0784_Params_alpha_10.8077.png
6D,整库_w=4,4,合平均面积,44,0.5256,-0.1098,-0.0815,2785.5642,44星_Ridge_CV-R2_0.5256_OOT-SMOOTH-R2_-0.1098_OOT-RAW-R2_-0.0815_Params_alpha_2785.5642.png
6D,整库_w=4,4,合平均面积,45,0.5206,-0.1143,-0.0845,2706.1916,45星_Ridge_CV-R2_0.5206_OOT-SMOOTH-R2_-0.1143_OOT-RAW-R2_-0.0845_Params_alpha_2706.1916.png
3D,整库_w=5,5,合平均面积,15,0.6335,-0.1066,-0.0853,33.6709,15星_Ridge_CV-R2_0.6335_OOT-SMOOTH-R2_-0.1066_OOT-RAW-R2_-0.0853_Params_alpha_33.6709.png
3D_V,整库_w=4,4,合面积,31,0.6153,-0.11,-0.0873,1.79,31星_Ridge_CV-R2_0.6153_OOT-SMOOTH-R2_-0.1100_OOT-RAW-R2_-0.0873_Params_alpha_1.7900.png
6D,整库_w=4,4,合平均面积,46,0.518,-0.1279,-0.0946,2738.4928,46星_Ridge_CV-R2_0.5180_OOT-SMOOTH-R2_-0.1279_OOT-RAW-R2_-0.0946_Params_alpha_2738.4928.png
6D,整库_w=4,4,合平均面积,54,0.4433,-0.1372,-0.1011,3512.5909,54星_Ridge_CV-R2_0.4433_OOT-SMOOTH-R2_-0.1372_OOT-RAW-R2_-0.1011_Params_alpha_3512.5909.png
6D,整库_w=4,4,合平均面积,51,0.4814,-0.1427,-0.1049,3188.6281,51星_Ridge_CV-R2_0.4814_OOT-SMOOTH-R2_-0.1427_OOT-RAW-R2_-0.1049_Params_alpha_3188.6281.png
6D,整库_w=4,4,合平均面积,53,0.4704,-0.1429,-0.1053,3410.0086,53星_Ridge_CV-R2_0.4704_OOT-SMOOTH-R2_-0.1429_OOT-RAW-R2_-0.1053_Params_alpha_3410.0086.png
6D,整库_w=4,4,合平均面积,42,0.4882,-0.1437,-0.107,2500.8387,42星_Ridge_CV-R2_0.4882_OOT-SMOOTH-R2_-0.1437_OOT-RAW-R2_-0.1070_Params_alpha_2500.8387.png
3D_V,整库_w=4,4,合平均面积,47,0.4906,-0.1526,-0.1084,9.5999,47星_Ridge_CV-R2_0.4906_OOT-SMOOTH-R2_-0.1526_OOT-RAW-R2_-0.1084_Params_alpha_9.5999.png
6D,整库_w=4,4,合平均面积,49,0.4779,-0.1479,-0.1089,2802.8953,49星_Ridge_CV-R2_0.4779_OOT-SMOOTH-R2_-0.1479_OOT-RAW-R2_-0.1089_Params_alpha_2802.8953.png
6D,整库_w=4,4,合平均面积,43,0.4829,-0.1468,-0.1089,2566.3075,43星_Ridge_CV-R2_0.4829_OOT-SMOOTH-R2_-0.1468_OOT-RAW-R2_-0.1089_Params_alpha_2566.3075.png
6D,整库_w=4,4,合平均面积,38,0.4933,-0.1506,-0.1122,2086.477,38星_Ridge_CV-R2_0.4933_OOT-SMOOTH-R2_-0.1506_OOT-RAW-R2_-0.1122_Params_alpha_2086.4770.png
6D,整库_w=4,4,合平均面积,48,0.4765,-0.154,-0.1134,2809.0965,48星_Ridge_CV-R2_0.4765_OOT-SMOOTH-R2_-0.1540_OOT-RAW-R2_-0.1134_Params_alpha_2809.0965.png
3D_V,整库_w=4,4,合平均面积,54,0.4311,-0.1571,-0.1142,1860.0352,54星_Ridge_CV-R2_0.4311_OOT-SMOOTH-R2_-0.1571_OOT-RAW-R2_-0.1142_Params_alpha_1860.0352.png
3D_V,整库_w=5,5,合平均面积,23,0.6575,-0.1519,-0.1151,0.9905,23星_Ridge_CV-R2_0.6575_OOT-SMOOTH-R2_-0.1519_OOT-RAW-R2_-0.1151_Params_alpha_0.9905.png
3D_V,整库_w=4,4,合平均面积,53,0.4558,-0.1626,-0.1183,1809.2585,53星_Ridge_CV-R2_0.4558_OOT-SMOOTH-R2_-0.1626_OOT-RAW-R2_-0.1183_Params_alpha_1809.2585.png
6D,整库_w=4,4,合平均面积,52,0.479,-0.1759,-0.1299,3292.4956,52星_Ridge_CV-R2_0.4790_OOT-SMOOTH-R2_-0.1759_OOT-RAW-R2_-0.1299_Params_alpha_3292.4956.png
6D,整库_w=4,4,合平均面积,50,0.4767,-0.1823,-0.1346,2817.1344,50星_Ridge_CV-R2_0.4767_OOT-SMOOTH-R2_-0.1823_OOT-RAW-R2_-0.1346_Params_alpha_2817.1344.png
6D,整库_w=4,4,合平均面积,60,0.4093,-0.1822,-0.1346,4045.648,60星_Ridge_CV-R2_0.4093_OOT-SMOOTH-R2_-0.1822_OOT-RAW-R2_-0.1346_Params_alpha_4045.6480.png
6D,整库_w=4,4,合平均面积,55,0.437,-0.1869,-0.1383,3555.9561,55星_Ridge_CV-R2_0.4370_OOT-SMOOTH-R2_-0.1869_OOT-RAW-R2_-0.1383_Params_alpha_3555.9561.png
6D,整库_w=4,4,合平均面积,59,0.4182,-0.188,-0.139,3816.3997,59星_Ridge_CV-R2_0.4182_OOT-SMOOTH-R2_-0.1880_OOT-RAW-R2_-0.1390_Params_alpha_3816.3997.png
6D,整库_w=4,4,合平均面积,57,0.4299,-0.1886,-0.1394,3667.1988,57星_Ridge_CV-R2_0.4299_OOT-SMOOTH-R2_-0.1886_OOT-RAW-R2_-0.1394_Params_alpha_3667.1988.png
6D,整库_w=4,4,合平均面积,56,0.4341,-0.1907,-0.1411,3580.3007,56星_Ridge_CV-R2_0.4341_OOT-SMOOTH-R2_-0.1907_OOT-RAW-R2_-0.1411_Params_alpha_3580.3007.png
6D,整库_w=4,4,合平均面积,58,0.4261,-0.194,-0.1434,3629.1778,58星_Ridge_CV-R2_0.4261_OOT-SMOOTH-R2_-0.1940_OOT-RAW-R2_-0.1434_Params_alpha_3629.1778.png
3D_V,整库_w=4,4,合面积,18,0.6786,-0.1947,-0.1486,0.2055,18星_Ridge_CV-R2_0.6786_OOT-SMOOTH-R2_-0.1947_OOT-RAW-R2_-0.1486_Params_alpha_0.2055.png
3D_V,整库_w=5,5,合面积,48,0.4215,-0.2101,-0.1557,2711.6455,48星_Ridge_CV-R2_0.4215_OOT-SMOOTH-R2_-0.2101_OOT-RAW-R2_-0.1557_Params_alpha_2711.6455.png
3D_V,整库_w=4,4,合平均面积,55,0.4244,-0.2141,-0.157,1915.0871,55星_Ridge_CV-R2_0.4244_OOT-SMOOTH-R2_-0.2141_OOT-RAW-R2_-0.1570_Params_alpha_1915.0871.png
3D_V,整库_w=4,4,合平均面积,57,0.4169,-0.2171,-0.159,1969.605,57星_Ridge_CV-R2_0.4169_OOT-SMOOTH-R2_-0.2171_OOT-RAW-R2_-0.1590_Params_alpha_1969.6050.png
3D_V,整库_w=4,4,合平均面积,58,0.4125,-0.2225,-0.163,1942.628,58星_Ridge_CV-R2_0.4125_OOT-SMOOTH-R2_-0.2225_OOT-RAW-R2_-0.1630_Params_alpha_1942.6280.png
3D_V,整库_w=4,4,合平均面积,56,0.4215,-0.2231,-0.1635,1934.0227,56星_Ridge_CV-R2_0.4215_OOT-SMOOTH-R2_-0.2231_OOT-RAW-R2_-0.1635_Params_alpha_1934.0227.png
3D_V,整库_w=4,4,合平均面积,44,0.5529,-0.2266,-0.1645,8.6564,44星_Ridge_CV-R2_0.5529_OOT-SMOOTH-R2_-0.2266_OOT-RAW-R2_-0.1645_Params_alpha_8.6564.png
3D,整库_w=4,4,合面积,42,0.7165,-0.2292,-0.1652,0.1,42星_Ridge_CV-R2_0.7165_OOT-SMOOTH-R2_-0.2292_OOT-RAW-R2_-0.1652_Params_alpha_0.1000.png
3D,整库_w=4,4,合面积,18,0.731,-0.2222,-0.1659,0.2063,18星_Ridge_CV-R2_0.7310_OOT-SMOOTH-R2_-0.2222_OOT-RAW-R2_-0.1659_Params_alpha_0.2063.png
3D_V,整库_w=4,4,合平均面积,59,0.4039,-0.2263,-0.166,2043.8984,59星_Ridge_CV-R2_0.4039_OOT-SMOOTH-R2_-0.2263_OOT-RAW-R2_-0.1660_Params_alpha_2043.8984.png
3D_V,整库_w=4,4,合平均面积,45,0.5475,-0.2293,-0.1663,8.4503,45星_Ridge_CV-R2_0.5475_OOT-SMOOTH-R2_-0.2293_OOT-RAW-R2_-0.1663_Params_alpha_8.4503.png
6D,整库_w=5,5,合平均面积,18,0.6402,-0.2725,-0.1994,0.1849,18星_Ridge_CV-R2_0.6402_OOT-SMOOTH-R2_-0.2725_OOT-RAW-R2_-0.1994_Params_alpha_0.1849.png
3D,整库_w=4,4,合面积,43,0.7083,-0.2802,-0.2032,0.1,43星_Ridge_CV-R2_0.7083_OOT-SMOOTH-R2_-0.2802_OOT-RAW-R2_-0.2032_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合平均面积,9,0.5706,-0.275,-0.2035,0.1,9星_Ridge_CV-R2_0.5706_OOT-SMOOTH-R2_-0.2750_OOT-RAW-R2_-0.2035_Params_alpha_0.1000.png
6D,整库_w=4,4,合面积,11,0.6602,-0.2826,-0.2037,0.1,11星_Ridge_CV-R2_0.6602_OOT-SMOOTH-R2_-0.2826_OOT-RAW-R2_-0.2037_Params_alpha_0.1000.png
6D,整库_w=4,4,合平均面积,10,0.6563,-0.2751,-0.206,0.1,10星_Ridge_CV-R2_0.6563_OOT-SMOOTH-R2_-0.2751_OOT-RAW-R2_-0.2060_Params_alpha_0.1000.png
3D_V,整库_w=5,5,合平均面积,22,0.6661,-0.2788,-0.2095,0.7425,22星_Ridge_CV-R2_0.6661_OOT-SMOOTH-R2_-0.2788_OOT-RAW-R2_-0.2095_Params_alpha_0.7425.png
3D_V,整库_w=5,5,合数,13,0.4951,-0.2973,-0.2169,0.1,13星_Ridge_CV-R2_0.4951_OOT-SMOOTH-R2_-0.2973_OOT-RAW-R2_-0.2169_Params_alpha_0.1000.png
6D,整库_w=5,5,合平均面积,17,0.6395,-0.3094,-0.2271,0.1881,17星_Ridge_CV-R2_0.6395_OOT-SMOOTH-R2_-0.3094_OOT-RAW-R2_-0.2271_Params_alpha_0.1881.png
3D_V,整库_w=5,5,合数,12,0.5153,-0.3129,-0.2285,0.1,12星_Ridge_CV-R2_0.5153_OOT-SMOOTH-R2_-0.3129_OOT-RAW-R2_-0.2285_Params_alpha_0.1000.png
6D,整库_w=4,4,合平均面积,22,0.6463,-0.3114,-0.2337,5.412,22星_Ridge_CV-R2_0.6463_OOT-SMOOTH-R2_-0.3114_OOT-RAW-R2_-0.2337_Params_alpha_5.4120.png
6D,整库_w=4,4,合平均面积,21,0.6511,-0.3207,-0.2405,4.9686,21星_Ridge_CV-R2_0.6511_OOT-SMOOTH-R2_-0.3207_OOT-RAW-R2_-0.2405_Params_alpha_4.9686.png
6D,整库_w=4,4,合面积,12,0.6575,-0.3348,-0.2424,0.1,12星_Ridge_CV-R2_0.6575_OOT-SMOOTH-R2_-0.3348_OOT-RAW-R2_-0.2424_Params_alpha_0.1000.png
3D,整库_w=4,4,合平均面积,10,0.6163,-0.3604,-0.2687,0.1,10星_Ridge_CV-R2_0.6163_OOT-SMOOTH-R2_-0.3604_OOT-RAW-R2_-0.2687_Params_alpha_0.1000.png
3D_V,整库_w=4,4,合面积,56,0.5218,-0.3604,-0.2756,20.009,56星_Ridge_CV-R2_0.5218_OOT-SMOOTH-R2_-0.3604_OOT-RAW-R2_-0.2756_Params_alpha_20.0090.png
3D_V,整库_w=4,4,合面积,20,0.6638,-0.3799,-0.2883,0.166,20星_Ridge_CV-R2_0.6638_OOT-SMOOTH-R2_-0.3799_OOT-RAW-R2_-0.2883_Params_alpha_0.1660.png
3D_V,整库_w=4,4,合面积,57,0.5141,-0.3802,-0.2908,21.1753,57星_Ridge_CV-R2_0.5141_OOT-SMOOTH-R2_-0.3802_OOT-RAW-R2_-0.2908_Params_alpha_21.1753.png
6D,整库_w=5,5,合平均面积,16,0.6542,-0.3929,-0.291,0.1819,16星_Ridge_CV-R2_0.6542_OOT-SMOOTH-R2_-0.3929_OOT-RAW-R2_-0.2910_Params_alpha_0.1819.png
