维度模式,Sheet名称,w值,排序标准,星数,CV_R2,OOT_SMOOTH_R2,OOT_RAW_R2,alpha,完整文件名
3D_V,整库_w=5,5,合面积,20,0.5025,-1.0687,-0.7722,9.1361,20星_Ridge_CV-R2_0.5025_OOT-SMOOTH-R2_-1.0687_OOT-RAW-R2_-0.7722_Params_alpha_9.1361.png
3D,整库_w=4,4,合面积,15,0.4813,-1.0911,-0.7824,0.2256,15星_Ridge_CV-R2_0.4813_OOT-SMOOTH-R2_-1.0911_OOT-RAW-R2_-0.7824_Params_alpha_0.2256.png
3D_V,整库_w=5,5,合面积,27,0.473,-1.0963,-0.7921,6.065,27星_Ridge_CV-R2_0.4730_OOT-SMOOTH-R2_-1.0963_OOT-RAW-R2_-0.7921_Params_alpha_6.0650.png
3D_V,整库_w=5,5,合面积,22,0.4926,-1.2103,-0.8753,7.1131,22星_Ridge_CV-R2_0.4926_OOT-SMOOTH-R2_-1.2103_OOT-RAW-R2_-0.8753_Params_alpha_7.1131.png
3D,整库_w=5,5,合面积,46,0.4114,-1.2456,-0.8992,37.4772,46星_Ridge_CV-R2_0.4114_OOT-SMOOTH-R2_-1.2456_OOT-RAW-R2_-0.8992_Params_alpha_37.4772.png
3D,整库_w=5,5,合面积,33,0.4596,-1.2472,-0.8998,26.417,33星_Ridge_CV-R2_0.4596_OOT-SMOOTH-R2_-1.2472_OOT-RAW-R2_-0.8998_Params_alpha_26.4170.png
3D_V,整库_w=5,5,合面积,23,0.4901,-1.2438,-0.8999,6.8223,23星_Ridge_CV-R2_0.4901_OOT-SMOOTH-R2_-1.2438_OOT-RAW-R2_-0.8999_Params_alpha_6.8223.png
3D,整库_w=5,5,合面积,10,0.421,-1.2492,-0.9023,0.0179,10星_Ridge_CV-R2_0.4210_OOT-SMOOTH-R2_-1.2492_OOT-RAW-R2_-0.9023_Params_alpha_0.0179.png
3D,整库_w=4,4,合平均面积,10,0.421,-1.2492,-0.9023,0.0179,10星_Ridge_CV-R2_0.4210_OOT-SMOOTH-R2_-1.2492_OOT-RAW-R2_-0.9023_Params_alpha_0.0179.png
3D,整库_w=5,5,合面积,47,0.4069,-1.2576,-0.908,39.0895,47星_Ridge_CV-R2_0.4069_OOT-SMOOTH-R2_-1.2576_OOT-RAW-R2_-0.9080_Params_alpha_39.0895.png
3D,整库_w=5,5,合面积,32,0.466,-1.2636,-0.9116,25.5114,32星_Ridge_CV-R2_0.4660_OOT-SMOOTH-R2_-1.2636_OOT-RAW-R2_-0.9116_Params_alpha_25.5114.png
3D_V,整库_w=5,5,合面积,21,0.5043,-1.2624,-0.9132,6.5347,21星_Ridge_CV-R2_0.5043_OOT-SMOOTH-R2_-1.2624_OOT-RAW-R2_-0.9132_Params_alpha_6.5347.png
3D,整库_w=5,5,合面积,30,0.4601,-1.2876,-0.9289,25.8265,30星_Ridge_CV-R2_0.4601_OOT-SMOOTH-R2_-1.2876_OOT-RAW-R2_-0.9289_Params_alpha_25.8265.png
3D,整库_w=5,5,合面积,29,0.4651,-1.3039,-0.9409,24.7705,29星_Ridge_CV-R2_0.4651_OOT-SMOOTH-R2_-1.3039_OOT-RAW-R2_-0.9409_Params_alpha_24.7705.png
3D,整库_w=5,5,合面积,49,0.4024,-1.3055,-0.9432,35.8842,49星_Ridge_CV-R2_0.4024_OOT-SMOOTH-R2_-1.3055_OOT-RAW-R2_-0.9432_Params_alpha_35.8842.png
3D,整库_w=5,5,合面积,28,0.4743,-1.307,-0.9432,24.8587,28星_Ridge_CV-R2_0.4743_OOT-SMOOTH-R2_-1.3070_OOT-RAW-R2_-0.9432_Params_alpha_24.8587.png
3D,整库_w=5,5,合面积,31,0.4592,-1.308,-0.9439,24.0046,31星_Ridge_CV-R2_0.4592_OOT-SMOOTH-R2_-1.3080_OOT-RAW-R2_-0.9439_Params_alpha_24.0046.png
3D,整库_w=4,4,合平均面积,11,0.4278,-1.3119,-0.948,0.0165,11星_Ridge_CV-R2_0.4278_OOT-SMOOTH-R2_-1.3119_OOT-RAW-R2_-0.9480_Params_alpha_0.0165.png
3D,整库_w=5,5,合面积,48,0.4034,-1.321,-0.9543,35.9302,48星_Ridge_CV-R2_0.4034_OOT-SMOOTH-R2_-1.3210_OOT-RAW-R2_-0.9543_Params_alpha_35.9302.png
3D,整库_w=4,4,合面积,10,0.4159,-1.6253,-1.1743,4.7733,10星_Ridge_CV-R2_0.4159_OOT-SMOOTH-R2_-1.6253_OOT-RAW-R2_-1.1743_Params_alpha_4.7733.png
3D,整库_w=5,5,合面积,19,0.481,-1.7179,-1.2408,4.2334,19星_Ridge_CV-R2_0.4810_OOT-SMOOTH-R2_-1.7179_OOT-RAW-R2_-1.2408_Params_alpha_4.2334.png
3D,整库_w=5,5,合面积,27,0.4335,-1.8829,-1.3628,15.0519,27星_Ridge_CV-R2_0.4335_OOT-SMOOTH-R2_-1.8829_OOT-RAW-R2_-1.3628_Params_alpha_15.0519.png
3D,整库_w=5,5,合面积,20,0.4971,-1.9485,-1.4103,9.4451,20星_Ridge_CV-R2_0.4971_OOT-SMOOTH-R2_-1.9485_OOT-RAW-R2_-1.4103_Params_alpha_9.4451.png
3D,整库_w=5,5,合面积,26,0.4213,-1.9701,-1.4274,9.1255,26星_Ridge_CV-R2_0.4213_OOT-SMOOTH-R2_-1.9701_OOT-RAW-R2_-1.4274_Params_alpha_9.1255.png
3D,整库_w=5,5,合面积,24,0.4245,-2.0681,-1.4986,8.632,24星_Ridge_CV-R2_0.4245_OOT-SMOOTH-R2_-2.0681_OOT-RAW-R2_-1.4986_Params_alpha_8.6320.png
3D,整库_w=5,5,合面积,25,0.4228,-2.1255,-1.54,8.5285,25星_Ridge_CV-R2_0.4228_OOT-SMOOTH-R2_-2.1255_OOT-RAW-R2_-1.5400_Params_alpha_8.5285.png
3D,整库_w=5,5,合面积,22,0.4443,-2.2468,-1.6283,7.3475,22星_Ridge_CV-R2_0.4443_OOT-SMOOTH-R2_-2.2468_OOT-RAW-R2_-1.6283_Params_alpha_7.3475.png
3D,整库_w=5,5,合面积,23,0.4427,-2.2586,-1.6371,7.4001,23星_Ridge_CV-R2_0.4427_OOT-SMOOTH-R2_-2.2586_OOT-RAW-R2_-1.6371_Params_alpha_7.4001.png
3D,整库_w=5,5,合面积,21,0.4682,-2.4708,-1.7909,6.4929,21星_Ridge_CV-R2_0.4682_OOT-SMOOTH-R2_-2.4708_OOT-RAW-R2_-1.7909_Params_alpha_6.4929.png
3D_V,整库_w=4,4,合数,17,0.4298,-6.6989,-4.9181,100,17星_Ridge_CV-R2_0.4298_OOT-SMOOTH-R2_-6.6989_OOT-RAW-R2_-4.9181_Params_alpha_100.0000.png
3D_V,整库_w=4,4,合数,16,0.435,-6.7453,-4.9521,100,16星_Ridge_CV-R2_0.4350_OOT-SMOOTH-R2_-6.7453_OOT-RAW-R2_-4.9521_Params_alpha_100.0000.png
3D_V,整库_w=4,4,合数,18,0.416,-7.5844,-5.5657,100,18星_Ridge_CV-R2_0.4160_OOT-SMOOTH-R2_-7.5844_OOT-RAW-R2_-5.5657_Params_alpha_100.0000.png
