维度模式,Sheet名称,w值,排序标准,星数,CV_R2,OOT_SMOOTH_R2,OOT_RAW_R2,alpha,完整文件名
3D_V,整库_w=4,4,合平均面积,33,0.6938,-0.0407,-0.0267,0.7249,33星_Ridge_CV-R2_0.6938_OOT-SMOOTH-R2_-0.0407_OOT-RAW-R2_-0.0267_Params_alpha_0.7249.png
3D_V,整库_w=4,4,合平均面积,34,0.6895,-0.0432,-0.0287,0.7965,34星_Ridge_CV-R2_0.6895_OOT-SMOOTH-R2_-0.0432_OOT-RAW-R2_-0.0287_Params_alpha_0.7965.png
3D_V,整库_w=4,4,合平均面积,31,0.7038,-0.0477,-0.0316,0.8134,31星_Ridge_CV-R2_0.7038_OOT-SMOOTH-R2_-0.0477_OOT-RAW-R2_-0.0316_Params_alpha_0.8134.png
3D,整库_w=5,5,合数,26,0.8068,-0.0481,-0.0324,0.2902,26星_Ridge_CV-R2_0.8068_OOT-SMOOTH-R2_-0.0481_OOT-RAW-R2_-0.0324_Params_alpha_0.2902.png
3D_V,整库_w=4,4,合平均面积,32,0.699,-0.0504,-0.034,0.6257,32星_Ridge_CV-R2_0.6990_OOT-SMOOTH-R2_-0.0504_OOT-RAW-R2_-0.0340_Params_alpha_0.6257.png
3D,整库_w=4,4,合面积,21,0.7602,-0.0684,-0.0437,0.2448,21星_Ridge_CV-R2_0.7602_OOT-SMOOTH-R2_-0.0684_OOT-RAW-R2_-0.0437_Params_alpha_0.2448.png
3D,整库_w=5,5,合面积,12,0.7152,-0.0844,-0.0603,0.0194,12星_Ridge_CV-R2_0.7152_OOT-SMOOTH-R2_-0.0844_OOT-RAW-R2_-0.0603_Params_alpha_0.0194.png
3D_V,整库_w=4,4,合面积,17,0.7045,-0.089,-0.0634,0.001,17星_Ridge_CV-R2_0.7045_OOT-SMOOTH-R2_-0.0890_OOT-RAW-R2_-0.0634_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合面积,16,0.7333,-0.0955,-0.0679,0.001,16星_Ridge_CV-R2_0.7333_OOT-SMOOTH-R2_-0.0955_OOT-RAW-R2_-0.0679_Params_alpha_0.0010.png
3D,整库_w=5,5,合数,25,0.807,-0.0994,-0.0709,0.2862,25星_Ridge_CV-R2_0.8070_OOT-SMOOTH-R2_-0.0994_OOT-RAW-R2_-0.0709_Params_alpha_0.2862.png
3D,整库_w=4,4,合平均面积,9,0.6486,-0.1169,-0.0875,0.0025,9星_Ridge_CV-R2_0.6486_OOT-SMOOTH-R2_-0.1169_OOT-RAW-R2_-0.0875_Params_alpha_0.0025.png
3D_V,整库_w=4,4,合平均面积,28,0.702,-0.1374,-0.0975,1.1918,28星_Ridge_CV-R2_0.7020_OOT-SMOOTH-R2_-0.1374_OOT-RAW-R2_-0.0975_Params_alpha_1.1918.png
3D,整库_w=5,5,合平均面积,17,0.6578,-0.1355,-0.0991,48.1468,17星_Ridge_CV-R2_0.6578_OOT-SMOOTH-R2_-0.1355_OOT-RAW-R2_-0.0991_Params_alpha_48.1468.png
3D_V,整库_w=5,5,合面积,17,0.7142,-0.1424,-0.1033,0.001,17星_Ridge_CV-R2_0.7142_OOT-SMOOTH-R2_-0.1424_OOT-RAW-R2_-0.1033_Params_alpha_0.0010.png
3D,整库_w=5,5,合平均面积,15,0.6829,-0.149,-0.1093,33.2745,15星_Ridge_CV-R2_0.6829_OOT-SMOOTH-R2_-0.1490_OOT-RAW-R2_-0.1093_Params_alpha_33.2745.png
3D_V,整库_w=4,4,合平均面积,29,0.7003,-0.1527,-0.1096,1.1542,29星_Ridge_CV-R2_0.7003_OOT-SMOOTH-R2_-0.1527_OOT-RAW-R2_-0.1096_Params_alpha_1.1542.png
3D,整库_w=5,5,合平均面积,14,0.6853,-0.1546,-0.1137,36.9433,14星_Ridge_CV-R2_0.6853_OOT-SMOOTH-R2_-0.1546_OOT-RAW-R2_-0.1137_Params_alpha_36.9433.png
3D,整库_w=5,5,合平均面积,11,0.6287,-0.1585,-0.118,0.0026,11星_Ridge_CV-R2_0.6287_OOT-SMOOTH-R2_-0.1585_OOT-RAW-R2_-0.1180_Params_alpha_0.0026.png
3D_V,整库_w=5,5,合面积,19,0.7338,-0.1689,-0.123,0.376,19星_Ridge_CV-R2_0.7338_OOT-SMOOTH-R2_-0.1689_OOT-RAW-R2_-0.1230_Params_alpha_0.3760.png
3D,整库_w=5,5,合数,27,0.8121,-0.1865,-0.1317,0.3167,27星_Ridge_CV-R2_0.8121_OOT-SMOOTH-R2_-0.1865_OOT-RAW-R2_-0.1317_Params_alpha_0.3167.png
3D_V,整库_w=4,4,合平均面积,22,0.7332,-0.1889,-0.1371,1.0259,22星_Ridge_CV-R2_0.7332_OOT-SMOOTH-R2_-0.1889_OOT-RAW-R2_-0.1371_Params_alpha_1.0259.png
3D,整库_w=5,5,合平均面积,12,0.6186,-0.2173,-0.1617,0.003,12星_Ridge_CV-R2_0.6186_OOT-SMOOTH-R2_-0.2173_OOT-RAW-R2_-0.1617_Params_alpha_0.0030.png
3D,整库_w=5,5,合面积,10,0.6686,-0.2217,-0.1623,0.0073,10星_Ridge_CV-R2_0.6686_OOT-SMOOTH-R2_-0.2217_OOT-RAW-R2_-0.1623_Params_alpha_0.0073.png
3D,整库_w=4,4,合平均面积,10,0.6686,-0.2217,-0.1624,0.0073,10星_Ridge_CV-R2_0.6686_OOT-SMOOTH-R2_-0.2217_OOT-RAW-R2_-0.1624_Params_alpha_0.0073.png
3D,整库_w=4,4,合平均面积,11,0.6685,-0.2577,-0.189,0.0073,11星_Ridge_CV-R2_0.6685_OOT-SMOOTH-R2_-0.2577_OOT-RAW-R2_-0.1890_Params_alpha_0.0073.png
3D,整库_w=5,5,合面积,13,0.7152,-0.274,-0.2022,0.0086,13星_Ridge_CV-R2_0.7152_OOT-SMOOTH-R2_-0.2740_OOT-RAW-R2_-0.2022_Params_alpha_0.0086.png
3D,整库_w=4,4,合面积,17,0.7141,-0.3445,-0.2511,0.3258,17星_Ridge_CV-R2_0.7141_OOT-SMOOTH-R2_-0.3445_OOT-RAW-R2_-0.2511_Params_alpha_0.3258.png
3D_V,整库_w=5,5,合平均面积,15,0.7311,-0.3527,-0.2634,0.001,15星_Ridge_CV-R2_0.7311_OOT-SMOOTH-R2_-0.3527_OOT-RAW-R2_-0.2634_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合平均面积,14,0.7403,-0.36,-0.2681,0.001,14星_Ridge_CV-R2_0.7403_OOT-SMOOTH-R2_-0.3600_OOT-RAW-R2_-0.2681_Params_alpha_0.0010.png
3D,整库_w=5,5,合平均面积,13,0.6449,-0.4293,-0.3165,0.0043,13星_Ridge_CV-R2_0.6449_OOT-SMOOTH-R2_-0.4293_OOT-RAW-R2_-0.3165_Params_alpha_0.0043.png
6D,整库_w=4,4,合平均面积,10,0.7202,-0.4351,-0.3308,0.001,10星_Ridge_CV-R2_0.7202_OOT-SMOOTH-R2_-0.4351_OOT-RAW-R2_-0.3308_Params_alpha_0.0010.png
6D,整库_w=5,5,合面积,10,0.7202,-0.4351,-0.3308,0.001,10星_Ridge_CV-R2_0.7202_OOT-SMOOTH-R2_-0.4351_OOT-RAW-R2_-0.3308_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合面积,18,0.708,-0.473,-0.3522,0.001,18星_Ridge_CV-R2_0.7080_OOT-SMOOTH-R2_-0.4730_OOT-RAW-R2_-0.3522_Params_alpha_0.0010.png
3D,整库_w=5,5,合面积,16,0.7494,-0.5888,-0.4335,0.001,16星_Ridge_CV-R2_0.7494_OOT-SMOOTH-R2_-0.5888_OOT-RAW-R2_-0.4335_Params_alpha_0.0010.png
3D,整库_w=5,5,合面积,17,0.7348,-0.6118,-0.4508,0.001,17星_Ridge_CV-R2_0.7348_OOT-SMOOTH-R2_-0.6118_OOT-RAW-R2_-0.4508_Params_alpha_0.0010.png
3D,整库_w=4,4,合面积,15,0.7416,-0.6743,-0.4948,0.0046,15星_Ridge_CV-R2_0.7416_OOT-SMOOTH-R2_-0.6743_OOT-RAW-R2_-0.4948_Params_alpha_0.0046.png
3D_V,整库_w=4,4,合面积,31,0.7215,-0.6799,-0.5056,0.1536,31星_Ridge_CV-R2_0.7215_OOT-SMOOTH-R2_-0.6799_OOT-RAW-R2_-0.5056_Params_alpha_0.1536.png
3D,整库_w=4,4,合面积,16,0.7301,-0.6916,-0.5075,0.0059,16星_Ridge_CV-R2_0.7301_OOT-SMOOTH-R2_-0.6916_OOT-RAW-R2_-0.5075_Params_alpha_0.0059.png
3D,整库_w=4,4,合面积,20,0.749,-0.7044,-0.5192,0.135,20星_Ridge_CV-R2_0.7490_OOT-SMOOTH-R2_-0.7044_OOT-RAW-R2_-0.5192_Params_alpha_0.1350.png
6D,整库_w=5,5,合平均面积,13,0.6553,-0.7178,-0.5449,0.001,13星_Ridge_CV-R2_0.6553_OOT-SMOOTH-R2_-0.7178_OOT-RAW-R2_-0.5449_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合平均面积,16,0.7352,-0.7605,-0.5658,0.001,16星_Ridge_CV-R2_0.7352_OOT-SMOOTH-R2_-0.7605_OOT-RAW-R2_-0.5658_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合平均面积,17,0.7152,-0.7718,-0.5745,0.001,17星_Ridge_CV-R2_0.7152_OOT-SMOOTH-R2_-0.7718_OOT-RAW-R2_-0.5745_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合平均面积,26,0.6409,-0.7865,-0.5908,0.001,26星_Ridge_CV-R2_0.6409_OOT-SMOOTH-R2_-0.7865_OOT-RAW-R2_-0.5908_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合面积,20,0.7239,-0.8106,-0.6027,0.6037,20星_Ridge_CV-R2_0.7239_OOT-SMOOTH-R2_-0.8106_OOT-RAW-R2_-0.6027_Params_alpha_0.6037.png
3D_V,整库_w=4,4,合面积,32,0.7154,-0.8357,-0.6224,0.1349,32星_Ridge_CV-R2_0.7154_OOT-SMOOTH-R2_-0.8357_OOT-RAW-R2_-0.6224_Params_alpha_0.1349.png
3D,整库_w=5,5,合面积,18,0.7231,-0.8456,-0.6245,0.001,18星_Ridge_CV-R2_0.7231_OOT-SMOOTH-R2_-0.8456_OOT-RAW-R2_-0.6245_Params_alpha_0.0010.png
3D,整库_w=5,5,合平均面积,16,0.6747,-0.8651,-0.6455,0.0324,16星_Ridge_CV-R2_0.6747_OOT-SMOOTH-R2_-0.8651_OOT-RAW-R2_-0.6455_Params_alpha_0.0324.png
6D,整库_w=4,4,合平均面积,11,0.7163,-0.8652,-0.6534,0.001,11星_Ridge_CV-R2_0.7163_OOT-SMOOTH-R2_-0.8652_OOT-RAW-R2_-0.6534_Params_alpha_0.0010.png
3D,整库_w=4,4,合面积,18,0.7243,-0.8939,-0.6613,0.001,18星_Ridge_CV-R2_0.7243_OOT-SMOOTH-R2_-0.8939_OOT-RAW-R2_-0.6613_Params_alpha_0.0010.png
6D,整库_w=4,4,合面积,12,0.7924,-0.9941,-0.7353,0.001,12星_Ridge_CV-R2_0.7924_OOT-SMOOTH-R2_-0.9941_OOT-RAW-R2_-0.7353_Params_alpha_0.0010.png
3D,整库_w=5,5,合面积,11,0.6836,-1.0097,-0.7521,0.0031,11星_Ridge_CV-R2_0.6836_OOT-SMOOTH-R2_-1.0097_OOT-RAW-R2_-0.7521_Params_alpha_0.0031.png
3D_V,整库_w=5,5,合平均面积,36,0.6744,-1.016,-0.7523,0.7203,36星_Ridge_CV-R2_0.6744_OOT-SMOOTH-R2_-1.0160_OOT-RAW-R2_-0.7523_Params_alpha_0.7203.png
3D_V,整库_w=5,5,合面积,23,0.7192,-1.0234,-0.7627,0.2461,23星_Ridge_CV-R2_0.7192_OOT-SMOOTH-R2_-1.0234_OOT-RAW-R2_-0.7627_Params_alpha_0.2461.png
3D,整库_w=4,4,合面积,12,0.702,-1.0751,-0.7965,0.0031,12星_Ridge_CV-R2_0.7020_OOT-SMOOTH-R2_-1.0751_OOT-RAW-R2_-0.7965_Params_alpha_0.0031.png
3D_V,整库_w=5,5,合面积,22,0.7316,-1.0886,-0.8119,0.1619,22星_Ridge_CV-R2_0.7316_OOT-SMOOTH-R2_-1.0886_OOT-RAW-R2_-0.8119_Params_alpha_0.1619.png
3D_V,整库_w=4,4,合平均面积,21,0.7056,-1.1465,-0.8524,0.001,21星_Ridge_CV-R2_0.7056_OOT-SMOOTH-R2_-1.1465_OOT-RAW-R2_-0.8524_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合面积,21,0.7342,-1.1987,-0.894,0.2249,21星_Ridge_CV-R2_0.7342_OOT-SMOOTH-R2_-1.1987_OOT-RAW-R2_-0.8940_Params_alpha_0.2249.png
3D_V,整库_w=4,4,合面积,10,0.5659,-1.2397,-0.9283,0.0225,10星_Ridge_CV-R2_0.5659_OOT-SMOOTH-R2_-1.2397_OOT-RAW-R2_-0.9283_Params_alpha_0.0225.png
3D_V,整库_w=4,4,合面积,12,0.6819,-1.2606,-0.944,0.0019,12星_Ridge_CV-R2_0.6819_OOT-SMOOTH-R2_-1.2606_OOT-RAW-R2_-0.9440_Params_alpha_0.0019.png
3D_V,整库_w=5,5,合平均面积,35,0.6827,-1.2689,-0.9509,0.4529,35星_Ridge_CV-R2_0.6827_OOT-SMOOTH-R2_-1.2689_OOT-RAW-R2_-0.9509_Params_alpha_0.4529.png
3D,整库_w=5,5,合数,28,0.8135,-1.3991,-1.032,0.2411,28星_Ridge_CV-R2_0.8135_OOT-SMOOTH-R2_-1.3991_OOT-RAW-R2_-1.0320_Params_alpha_0.2411.png
3D,整库_w=5,5,合面积,19,0.763,-1.4007,-1.0399,0.149,19星_Ridge_CV-R2_0.7630_OOT-SMOOTH-R2_-1.4007_OOT-RAW-R2_-1.0399_Params_alpha_0.1490.png
3D_V,整库_w=4,4,合数,15,0.7362,-1.4074,-1.043,0.001,15星_Ridge_CV-R2_0.7362_OOT-SMOOTH-R2_-1.4074_OOT-RAW-R2_-1.0430_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合平均面积,27,0.7191,-1.4313,-1.0643,0.001,27星_Ridge_CV-R2_0.7191_OOT-SMOOTH-R2_-1.4313_OOT-RAW-R2_-1.0643_Params_alpha_0.0010.png
3D,整库_w=4,4,合面积,11,0.6841,-1.5127,-1.1272,0.004,11星_Ridge_CV-R2_0.6841_OOT-SMOOTH-R2_-1.5127_OOT-RAW-R2_-1.1272_Params_alpha_0.0040.png
3D_V,整库_w=5,5,合面积,26,0.7487,-1.522,-1.137,0.0357,26星_Ridge_CV-R2_0.7487_OOT-SMOOTH-R2_-1.5220_OOT-RAW-R2_-1.1370_Params_alpha_0.0357.png
3D_V,整库_w=5,5,合平均面积,31,0.6905,-1.5774,-1.1783,0.7904,31星_Ridge_CV-R2_0.6905_OOT-SMOOTH-R2_-1.5774_OOT-RAW-R2_-1.1783_Params_alpha_0.7904.png
3D_V,整库_w=5,5,合平均面积,30,0.6976,-1.5982,-1.193,0.7567,30星_Ridge_CV-R2_0.6976_OOT-SMOOTH-R2_-1.5982_OOT-RAW-R2_-1.1930_Params_alpha_0.7567.png
3D_V,整库_w=4,4,合平均面积,26,0.7196,-1.698,-1.2648,0.001,26星_Ridge_CV-R2_0.7196_OOT-SMOOTH-R2_-1.6980_OOT-RAW-R2_-1.2648_Params_alpha_0.0010.png
3D,整库_w=5,5,合面积,24,0.7926,-1.7187,-1.2773,0.1048,24星_Ridge_CV-R2_0.7926_OOT-SMOOTH-R2_-1.7187_OOT-RAW-R2_-1.2773_Params_alpha_0.1048.png
3D_V,整库_w=5,5,合平均面积,32,0.6864,-1.7337,-1.2948,0.718,32星_Ridge_CV-R2_0.6864_OOT-SMOOTH-R2_-1.7337_OOT-RAW-R2_-1.2948_Params_alpha_0.7180.png
3D_V,整库_w=4,4,合平均面积,24,0.7562,-1.7505,-1.3039,0.001,24星_Ridge_CV-R2_0.7562_OOT-SMOOTH-R2_-1.7505_OOT-RAW-R2_-1.3039_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合平均面积,23,0.7608,-1.7674,-1.3159,0.001,23星_Ridge_CV-R2_0.7608_OOT-SMOOTH-R2_-1.7674_OOT-RAW-R2_-1.3159_Params_alpha_0.0010.png
3D,整库_w=4,4,合面积,23,0.7744,-1.7701,-1.3219,0.117,23星_Ridge_CV-R2_0.7744_OOT-SMOOTH-R2_-1.7701_OOT-RAW-R2_-1.3219_Params_alpha_0.1170.png
3D_V,整库_w=5,5,合平均面积,23,0.6458,-1.7747,-1.3387,0.001,23星_Ridge_CV-R2_0.6458_OOT-SMOOTH-R2_-1.7747_OOT-RAW-R2_-1.3387_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合平均面积,25,0.7442,-1.8327,-1.3651,0.001,25星_Ridge_CV-R2_0.7442_OOT-SMOOTH-R2_-1.8327_OOT-RAW-R2_-1.3651_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合平均面积,35,0.6976,-1.8668,-1.383,1.3432,35星_Ridge_CV-R2_0.6976_OOT-SMOOTH-R2_-1.8668_OOT-RAW-R2_-1.3830_Params_alpha_1.3432.png
3D_V,整库_w=5,5,合平均面积,33,0.6718,-1.885,-1.4021,0.9561,33星_Ridge_CV-R2_0.6718_OOT-SMOOTH-R2_-1.8850_OOT-RAW-R2_-1.4021_Params_alpha_0.9561.png
3D_V,整库_w=5,5,合面积,25,0.7529,-1.878,-1.4035,0.0471,25星_Ridge_CV-R2_0.7529_OOT-SMOOTH-R2_-1.8780_OOT-RAW-R2_-1.4035_Params_alpha_0.0471.png
3D_V,整库_w=5,5,合平均面积,25,0.634,-1.9314,-1.4563,0.001,25星_Ridge_CV-R2_0.6340_OOT-SMOOTH-R2_-1.9314_OOT-RAW-R2_-1.4563_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合平均面积,36,0.6898,-2.0087,-1.489,1.2376,36星_Ridge_CV-R2_0.6898_OOT-SMOOTH-R2_-2.0087_OOT-RAW-R2_-1.4890_Params_alpha_1.2376.png
3D_V,整库_w=5,5,合面积,24,0.751,-2.0224,-1.5122,0.06,24星_Ridge_CV-R2_0.7510_OOT-SMOOTH-R2_-2.0224_OOT-RAW-R2_-1.5122_Params_alpha_0.0600.png
3D,整库_w=4,4,合数,10,0.6268,-2.053,-1.5283,0.007,10星_Ridge_CV-R2_0.6268_OOT-SMOOTH-R2_-2.0530_OOT-RAW-R2_-1.5283_Params_alpha_0.0070.png
6D,整库_w=4,4,合平均面积,15,0.657,-2.1854,-1.6499,0.0625,15星_Ridge_CV-R2_0.6570_OOT-SMOOTH-R2_-2.1854_OOT-RAW-R2_-1.6499_Params_alpha_0.0625.png
