维度模式,Sheet名称,w值,排序标准,星数,CV_R2,OOT_SMOOTH_R2,OOT_RAW_R2,alpha,完整文件名
3D_V,整库_w=4,4,合面积,11,0.6165,-0.7201,-0.5183,0.001,11星_Ridge_CV-R2_0.6165_OOT-SMOOTH-R2_-0.7201_OOT-RAW-R2_-0.5183_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合平均面积,44,0.5987,-0.7144,-0.5194,8.2195,44星_Ridge_CV-R2_0.5987_OOT-SMOOTH-R2_-0.7144_OOT-RAW-R2_-0.5194_Params_alpha_8.2195.png
3D_V,整库_w=5,5,合平均面积,43,0.6082,-0.7164,-0.5206,6.6757,43星_Ridge_CV-R2_0.6082_OOT-SMOOTH-R2_-0.7164_OOT-RAW-R2_-0.5206_Params_alpha_6.6757.png
3D,整库_w=5,5,合平均面积,31,0.7335,-0.7187,-0.5272,0.4121,31星_Ridge_CV-R2_0.7335_OOT-SMOOTH-R2_-0.7187_OOT-RAW-R2_-0.5272_Params_alpha_0.4121.png
3D_V,整库_w=5,5,合平均面积,42,0.6101,-0.7264,-0.528,6.9413,42星_Ridge_CV-R2_0.6101_OOT-SMOOTH-R2_-0.7264_OOT-RAW-R2_-0.5280_Params_alpha_6.9413.png
3D_V,整库_w=5,5,合平均面积,27,0.6903,-0.728,-0.5285,1.9062,27星_Ridge_CV-R2_0.6903_OOT-SMOOTH-R2_-0.7280_OOT-RAW-R2_-0.5285_Params_alpha_1.9062.png
6D,整库_w=4,4,合平均面积,19,0.7198,-0.7389,-0.5299,0.8659,19星_Ridge_CV-R2_0.7198_OOT-SMOOTH-R2_-0.7389_OOT-RAW-R2_-0.5299_Params_alpha_0.8659.png
3D_V,整库_w=5,5,合平均面积,28,0.6822,-0.7298,-0.5299,2.0784,28星_Ridge_CV-R2_0.6822_OOT-SMOOTH-R2_-0.7298_OOT-RAW-R2_-0.5299_Params_alpha_2.0784.png
3D,整库_w=5,5,合面积,6,0.6352,-0.7594,-0.548,0.001,6星_Ridge_CV-R2_0.6352_OOT-SMOOTH-R2_-0.7594_OOT-RAW-R2_-0.5480_Params_alpha_0.0010.png
3D,整库_w=4,4,合平均面积,24,0.7822,-0.7788,-0.5602,0.001,24星_Ridge_CV-R2_0.7822_OOT-SMOOTH-R2_-0.7788_OOT-RAW-R2_-0.5602_Params_alpha_0.0010.png
6D,整库_w=4,4,合平均面积,18,0.727,-0.7985,-0.575,1.0542,18星_Ridge_CV-R2_0.7270_OOT-SMOOTH-R2_-0.7985_OOT-RAW-R2_-0.5750_Params_alpha_1.0542.png
6D,整库_w=4,4,合平均面积,14,0.7412,-0.8095,-0.5846,0.2435,14星_Ridge_CV-R2_0.7412_OOT-SMOOTH-R2_-0.8095_OOT-RAW-R2_-0.5846_Params_alpha_0.2435.png
3D,整库_w=4,4,合面积,26,0.8346,-0.8222,-0.5856,0.001,26星_Ridge_CV-R2_0.8346_OOT-SMOOTH-R2_-0.8222_OOT-RAW-R2_-0.5856_Params_alpha_0.0010.png
6D,整库_w=4,4,合平均面积,17,0.7461,-0.8156,-0.5873,0.8867,17星_Ridge_CV-R2_0.7461_OOT-SMOOTH-R2_-0.8156_OOT-RAW-R2_-0.5873_Params_alpha_0.8867.png
3D_V,整库_w=4,4,合面积,15,0.6239,-0.8152,-0.59,0.001,15星_Ridge_CV-R2_0.6239_OOT-SMOOTH-R2_-0.8152_OOT-RAW-R2_-0.5900_Params_alpha_0.0010.png
3D,整库_w=4,4,合数,27,0.773,-0.839,-0.6017,0.001,27星_Ridge_CV-R2_0.7730_OOT-SMOOTH-R2_-0.8390_OOT-RAW-R2_-0.6017_Params_alpha_0.0010.png
3D,整库_w=4,4,合面积,31,0.8008,-0.843,-0.6066,0.0019,31星_Ridge_CV-R2_0.8008_OOT-SMOOTH-R2_-0.8430_OOT-RAW-R2_-0.6066_Params_alpha_0.0019.png
3D,整库_w=4,4,合平均面积,6,0.6418,-0.8365,-0.6091,0.0025,6星_Ridge_CV-R2_0.6418_OOT-SMOOTH-R2_-0.8365_OOT-RAW-R2_-0.6091_Params_alpha_0.0025.png
3D_V,整库_w=4,4,合面积,14,0.6314,-0.8441,-0.6112,0.001,14星_Ridge_CV-R2_0.6314_OOT-SMOOTH-R2_-0.8441_OOT-RAW-R2_-0.6112_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合数,11,0.572,-0.8484,-0.6315,0.001,11星_Ridge_CV-R2_0.5720_OOT-SMOOTH-R2_-0.8484_OOT-RAW-R2_-0.6315_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合数,10,0.5868,-0.8517,-0.6342,0.001,10星_Ridge_CV-R2_0.5868_OOT-SMOOTH-R2_-0.8517_OOT-RAW-R2_-0.6342_Params_alpha_0.0010.png
6D,整库_w=5,5,合面积,17,0.7651,-0.8867,-0.6429,0.0744,17星_Ridge_CV-R2_0.7651_OOT-SMOOTH-R2_-0.8867_OOT-RAW-R2_-0.6429_Params_alpha_0.0744.png
3D,整库_w=5,5,合平均面积,32,0.7253,-0.8787,-0.6441,0.5137,32星_Ridge_CV-R2_0.7253_OOT-SMOOTH-R2_-0.8787_OOT-RAW-R2_-0.6441_Params_alpha_0.5137.png
3D_V,整库_w=4,4,合平均面积,14,0.6943,-0.8863,-0.6484,0.001,14星_Ridge_CV-R2_0.6943_OOT-SMOOTH-R2_-0.8863_OOT-RAW-R2_-0.6484_Params_alpha_0.0010.png
3D,整库_w=4,4,合平均面积,23,0.779,-0.9035,-0.6486,0.001,23星_Ridge_CV-R2_0.7790_OOT-SMOOTH-R2_-0.9035_OOT-RAW-R2_-0.6486_Params_alpha_0.0010.png
6D,整库_w=4,4,合平均面积,15,0.7455,-0.9378,-0.6762,1.7528,15星_Ridge_CV-R2_0.7455_OOT-SMOOTH-R2_-0.9378_OOT-RAW-R2_-0.6762_Params_alpha_1.7528.png
3D_V,整库_w=5,5,合平均面积,33,0.6734,-0.9414,-0.6832,3.1561,33星_Ridge_CV-R2_0.6734_OOT-SMOOTH-R2_-0.9414_OOT-RAW-R2_-0.6832_Params_alpha_3.1561.png
3D_V,整库_w=4,4,合平均面积,15,0.7194,-0.9399,-0.6872,0.001,15星_Ridge_CV-R2_0.7194_OOT-SMOOTH-R2_-0.9399_OOT-RAW-R2_-0.6872_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合数,7,0.5154,-0.9472,-0.7057,0.001,7星_Ridge_CV-R2_0.5154_OOT-SMOOTH-R2_-0.9472_OOT-RAW-R2_-0.7057_Params_alpha_0.0010.png
3D,整库_w=4,4,合数,19,0.8269,-0.9936,-0.7175,0.001,19星_Ridge_CV-R2_0.8269_OOT-SMOOTH-R2_-0.9936_OOT-RAW-R2_-0.7175_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合数,9,0.5823,-0.9762,-0.7247,0.001,9星_Ridge_CV-R2_0.5823_OOT-SMOOTH-R2_-0.9762_OOT-RAW-R2_-0.7247_Params_alpha_0.0010.png
3D,整库_w=4,4,合数,6,0.6067,-1.0006,-0.7264,0.001,6星_Ridge_CV-R2_0.6067_OOT-SMOOTH-R2_-1.0006_OOT-RAW-R2_-0.7264_Params_alpha_0.0010.png
3D,整库_w=5,5,合平均面积,33,0.7256,-0.9929,-0.7277,0.511,33星_Ridge_CV-R2_0.7256_OOT-SMOOTH-R2_-0.9929_OOT-RAW-R2_-0.7277_Params_alpha_0.5110.png
6D,整库_w=5,5,合面积,19,0.7518,-1.0297,-0.7443,0.7052,19星_Ridge_CV-R2_0.7518_OOT-SMOOTH-R2_-1.0297_OOT-RAW-R2_-0.7443_Params_alpha_0.7052.png
3D_V,整库_w=5,5,合数,8,0.5945,-1.0127,-0.7505,0.001,8星_Ridge_CV-R2_0.5945_OOT-SMOOTH-R2_-1.0127_OOT-RAW-R2_-0.7505_Params_alpha_0.0010.png
6D,整库_w=4,4,合平均面积,6,0.6905,-1.0522,-0.7572,0.001,6星_Ridge_CV-R2_0.6905_OOT-SMOOTH-R2_-1.0522_OOT-RAW-R2_-0.7572_Params_alpha_0.0010.png
3D,整库_w=5,5,合平均面积,9,0.5522,-1.0556,-0.7605,0.1339,9星_Ridge_CV-R2_0.5522_OOT-SMOOTH-R2_-1.0556_OOT-RAW-R2_-0.7605_Params_alpha_0.1339.png
3D,整库_w=5,5,合平均面积,8,0.5618,-1.0598,-0.7635,0.1324,8星_Ridge_CV-R2_0.5618_OOT-SMOOTH-R2_-1.0598_OOT-RAW-R2_-0.7635_Params_alpha_0.1324.png
3D_V,整库_w=4,4,合平均面积,34,0.6536,-1.0624,-0.765,0.7108,34星_Ridge_CV-R2_0.6536_OOT-SMOOTH-R2_-1.0624_OOT-RAW-R2_-0.7650_Params_alpha_0.7108.png
3D_V,整库_w=5,5,合面积,19,0.637,-1.0765,-0.78,0.0863,19星_Ridge_CV-R2_0.6370_OOT-SMOOTH-R2_-1.0765_OOT-RAW-R2_-0.7800_Params_alpha_0.0863.png
3D,整库_w=4,4,合平均面积,19,0.7729,-1.0957,-0.7915,0.0547,19星_Ridge_CV-R2_0.7729_OOT-SMOOTH-R2_-1.0957_OOT-RAW-R2_-0.7915_Params_alpha_0.0547.png
3D_V,整库_w=4,4,合平均面积,36,0.645,-1.126,-0.8117,0.9912,36星_Ridge_CV-R2_0.6450_OOT-SMOOTH-R2_-1.1260_OOT-RAW-R2_-0.8117_Params_alpha_0.9912.png
6D,整库_w=4,4,合平均面积,8,0.6704,-1.132,-0.8152,0.001,8星_Ridge_CV-R2_0.6704_OOT-SMOOTH-R2_-1.1320_OOT-RAW-R2_-0.8152_Params_alpha_0.0010.png
3D,整库_w=4,4,合面积,12,0.7057,-1.1442,-0.8249,0.001,12星_Ridge_CV-R2_0.7057_OOT-SMOOTH-R2_-1.1442_OOT-RAW-R2_-0.8249_Params_alpha_0.0010.png
6D,整库_w=5,5,合面积,18,0.751,-1.1478,-0.8315,0.3978,18星_Ridge_CV-R2_0.7510_OOT-SMOOTH-R2_-1.1478_OOT-RAW-R2_-0.8315_Params_alpha_0.3978.png
3D,整库_w=4,4,合平均面积,18,0.7727,-1.158,-0.8368,0.048,18星_Ridge_CV-R2_0.7727_OOT-SMOOTH-R2_-1.1580_OOT-RAW-R2_-0.8368_Params_alpha_0.0480.png
6D,整库_w=4,4,合平均面积,7,0.6979,-1.1664,-0.8427,0.001,7星_Ridge_CV-R2_0.6979_OOT-SMOOTH-R2_-1.1664_OOT-RAW-R2_-0.8427_Params_alpha_0.0010.png
3D,整库_w=4,4,合平均面积,17,0.7748,-1.1852,-0.8567,0.0571,17星_Ridge_CV-R2_0.7748_OOT-SMOOTH-R2_-1.1852_OOT-RAW-R2_-0.8567_Params_alpha_0.0571.png
3D,整库_w=4,4,合数,33,0.7931,-1.1907,-0.8755,0.001,33星_Ridge_CV-R2_0.7931_OOT-SMOOTH-R2_-1.1907_OOT-RAW-R2_-0.8755_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合平均面积,17,0.715,-1.2238,-0.8892,0.0013,17星_Ridge_CV-R2_0.7150_OOT-SMOOTH-R2_-1.2238_OOT-RAW-R2_-0.8892_Params_alpha_0.0013.png
3D,整库_w=4,4,合数,22,0.764,-1.2468,-0.9014,0.001,22星_Ridge_CV-R2_0.7640_OOT-SMOOTH-R2_-1.2468_OOT-RAW-R2_-0.9014_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合平均面积,38,0.6153,-1.2553,-0.9058,1.0856,38星_Ridge_CV-R2_0.6153_OOT-SMOOTH-R2_-1.2553_OOT-RAW-R2_-0.9058_Params_alpha_1.0856.png
3D_V,整库_w=4,4,合平均面积,35,0.6504,-1.2696,-0.9166,0.6813,35星_Ridge_CV-R2_0.6504_OOT-SMOOTH-R2_-1.2696_OOT-RAW-R2_-0.9166_Params_alpha_0.6813.png
3D,整库_w=4,4,合平均面积,8,0.6272,-1.2654,-0.9211,0.0057,8星_Ridge_CV-R2_0.6272_OOT-SMOOTH-R2_-1.2654_OOT-RAW-R2_-0.9211_Params_alpha_0.0057.png
3D,整库_w=4,4,合平均面积,9,0.6159,-1.2738,-0.9274,0.0058,9星_Ridge_CV-R2_0.6159_OOT-SMOOTH-R2_-1.2738_OOT-RAW-R2_-0.9274_Params_alpha_0.0058.png
3D,整库_w=4,4,合面积,13,0.7414,-1.2828,-0.9297,0.001,13星_Ridge_CV-R2_0.7414_OOT-SMOOTH-R2_-1.2828_OOT-RAW-R2_-0.9297_Params_alpha_0.0010.png
3D,整库_w=4,4,合平均面积,7,0.6452,-1.2868,-0.9369,0.0064,7星_Ridge_CV-R2_0.6452_OOT-SMOOTH-R2_-1.2868_OOT-RAW-R2_-0.9369_Params_alpha_0.0064.png
3D_V,整库_w=4,4,合数,17,0.7422,-1.2852,-0.9388,0.001,17星_Ridge_CV-R2_0.7422_OOT-SMOOTH-R2_-1.2852_OOT-RAW-R2_-0.9388_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合平均面积,40,0.5955,-1.3157,-0.9503,1.3128,40星_Ridge_CV-R2_0.5955_OOT-SMOOTH-R2_-1.3157_OOT-RAW-R2_-0.9503_Params_alpha_1.3128.png
3D_V,整库_w=5,5,合平均面积,16,0.7186,-1.3139,-0.9548,0.0015,16星_Ridge_CV-R2_0.7186_OOT-SMOOTH-R2_-1.3139_OOT-RAW-R2_-0.9548_Params_alpha_0.0015.png
3D,整库_w=4,4,合面积,11,0.6726,-1.3268,-0.9552,0.001,11星_Ridge_CV-R2_0.6726_OOT-SMOOTH-R2_-1.3268_OOT-RAW-R2_-0.9552_Params_alpha_0.0010.png
3D,整库_w=4,4,合平均面积,16,0.78,-1.3385,-0.9677,0.0049,16星_Ridge_CV-R2_0.7800_OOT-SMOOTH-R2_-1.3385_OOT-RAW-R2_-0.9677_Params_alpha_0.0049.png
3D_V,整库_w=4,4,合平均面积,37,0.6195,-1.3436,-0.9703,0.934,37星_Ridge_CV-R2_0.6195_OOT-SMOOTH-R2_-1.3436_OOT-RAW-R2_-0.9703_Params_alpha_0.9340.png
3D_V,整库_w=5,5,合面积,12,0.6358,-1.3516,-0.9797,0.5256,12星_Ridge_CV-R2_0.6358_OOT-SMOOTH-R2_-1.3516_OOT-RAW-R2_-0.9797_Params_alpha_0.5256.png
3D,整库_w=5,5,合面积,9,0.6839,-1.359,-0.9815,0.001,9星_Ridge_CV-R2_0.6839_OOT-SMOOTH-R2_-1.3590_OOT-RAW-R2_-0.9815_Params_alpha_0.0010.png
3D,整库_w=5,5,合面积,10,0.6758,-1.3654,-0.9862,0.001,10星_Ridge_CV-R2_0.6758_OOT-SMOOTH-R2_-1.3654_OOT-RAW-R2_-0.9862_Params_alpha_0.0010.png
3D,整库_w=5,5,合面积,19,0.7576,-1.3674,-0.9927,0.001,19星_Ridge_CV-R2_0.7576_OOT-SMOOTH-R2_-1.3674_OOT-RAW-R2_-0.9927_Params_alpha_0.0010.png
6D,整库_w=4,4,合平均面积,9,0.659,-1.3845,-0.9977,0.001,9星_Ridge_CV-R2_0.6590_OOT-SMOOTH-R2_-1.3845_OOT-RAW-R2_-0.9977_Params_alpha_0.0010.png
6D,整库_w=5,5,合平均面积,11,0.6716,-1.3696,-0.9989,0.001,11星_Ridge_CV-R2_0.6716_OOT-SMOOTH-R2_-1.3696_OOT-RAW-R2_-0.9989_Params_alpha_0.0010.png
3D,整库_w=4,4,合数,23,0.7613,-1.3937,-1.0084,0.001,23星_Ridge_CV-R2_0.7613_OOT-SMOOTH-R2_-1.3937_OOT-RAW-R2_-1.0084_Params_alpha_0.0010.png
3D,整库_w=5,5,合平均面积,7,0.5786,-1.4101,-1.0191,0.0673,7星_Ridge_CV-R2_0.5786_OOT-SMOOTH-R2_-1.4101_OOT-RAW-R2_-1.0191_Params_alpha_0.0673.png
3D_V,整库_w=4,4,合平均面积,39,0.5964,-1.4431,-1.0427,0.9887,39星_Ridge_CV-R2_0.5964_OOT-SMOOTH-R2_-1.4431_OOT-RAW-R2_-1.0427_Params_alpha_0.9887.png
3D,整库_w=4,4,合数,32,0.7991,-1.4257,-1.0458,0.001,32星_Ridge_CV-R2_0.7991_OOT-SMOOTH-R2_-1.4257_OOT-RAW-R2_-1.0458_Params_alpha_0.0010.png
3D,整库_w=4,4,合平均面积,25,0.7868,-1.4485,-1.0464,0.001,25星_Ridge_CV-R2_0.7868_OOT-SMOOTH-R2_-1.4485_OOT-RAW-R2_-1.0464_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合面积,24,0.6977,-1.4316,-1.0495,0.001,24星_Ridge_CV-R2_0.6977_OOT-SMOOTH-R2_-1.4316_OOT-RAW-R2_-1.0495_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合面积,15,0.6282,-1.4521,-1.0539,0.001,15星_Ridge_CV-R2_0.6282_OOT-SMOOTH-R2_-1.4521_OOT-RAW-R2_-1.0539_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合平均面积,20,0.6982,-1.5042,-1.0968,0.001,20星_Ridge_CV-R2_0.6982_OOT-SMOOTH-R2_-1.5042_OOT-RAW-R2_-1.0968_Params_alpha_0.0010.png
3D,整库_w=5,5,合面积,8,0.6804,-1.5232,-1.1022,0.001,8星_Ridge_CV-R2_0.6804_OOT-SMOOTH-R2_-1.5232_OOT-RAW-R2_-1.1022_Params_alpha_0.0010.png
6D,整库_w=5,5,合面积,9,0.7452,-1.5263,-1.1053,0.001,9星_Ridge_CV-R2_0.7452_OOT-SMOOTH-R2_-1.5263_OOT-RAW-R2_-1.1053_Params_alpha_0.0010.png
3D,整库_w=5,5,合面积,11,0.6548,-1.5311,-1.106,0.001,11星_Ridge_CV-R2_0.6548_OOT-SMOOTH-R2_-1.5311_OOT-RAW-R2_-1.1060_Params_alpha_0.0010.png
6D,整库_w=5,5,合面积,10,0.7186,-1.5446,-1.1187,0.001,10星_Ridge_CV-R2_0.7186_OOT-SMOOTH-R2_-1.5446_OOT-RAW-R2_-1.1187_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合面积,16,0.619,-1.5473,-1.1237,0.001,16星_Ridge_CV-R2_0.6190_OOT-SMOOTH-R2_-1.5473_OOT-RAW-R2_-1.1237_Params_alpha_0.0010.png
3D,整库_w=5,5,合数,17,0.7902,-1.5671,-1.1411,0.001,17星_Ridge_CV-R2_0.7902_OOT-SMOOTH-R2_-1.5671_OOT-RAW-R2_-1.1411_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合面积,54,0.4933,-1.5684,-1.1463,22.272,54星_Ridge_CV-R2_0.4933_OOT-SMOOTH-R2_-1.5684_OOT-RAW-R2_-1.1463_Params_alpha_22.2720.png
3D,整库_w=5,5,合平均面积,25,0.7174,-1.5686,-1.1497,1.9608,25星_Ridge_CV-R2_0.7174_OOT-SMOOTH-R2_-1.5686_OOT-RAW-R2_-1.1497_Params_alpha_1.9608.png
3D,整库_w=4,4,合数,21,0.8243,-1.5826,-1.1504,0.001,21星_Ridge_CV-R2_0.8243_OOT-SMOOTH-R2_-1.5826_OOT-RAW-R2_-1.1504_Params_alpha_0.0010.png
6D,整库_w=5,5,合面积,11,0.7149,-1.5996,-1.1587,0.001,11星_Ridge_CV-R2_0.7149_OOT-SMOOTH-R2_-1.5996_OOT-RAW-R2_-1.1587_Params_alpha_0.0010.png
3D,整库_w=4,4,合平均面积,14,0.7581,-1.6041,-1.1639,0.001,14星_Ridge_CV-R2_0.7581_OOT-SMOOTH-R2_-1.6041_OOT-RAW-R2_-1.1639_Params_alpha_0.0010.png
3D,整库_w=4,4,合平均面积,15,0.7808,-1.6365,-1.1838,0.001,15星_Ridge_CV-R2_0.7808_OOT-SMOOTH-R2_-1.6365_OOT-RAW-R2_-1.1838_Params_alpha_0.0010.png
3D,整库_w=5,5,合面积,17,0.7689,-1.6379,-1.1901,0.001,17星_Ridge_CV-R2_0.7689_OOT-SMOOTH-R2_-1.6379_OOT-RAW-R2_-1.1901_Params_alpha_0.0010.png
3D,整库_w=5,5,合数,7,0.6105,-1.6429,-1.1908,0.001,7星_Ridge_CV-R2_0.6105_OOT-SMOOTH-R2_-1.6429_OOT-RAW-R2_-1.1908_Params_alpha_0.0010.png
3D,整库_w=4,4,合数,28,0.7431,-1.6539,-1.1954,0.001,28星_Ridge_CV-R2_0.7431_OOT-SMOOTH-R2_-1.6539_OOT-RAW-R2_-1.1954_Params_alpha_0.0010.png
3D,整库_w=5,5,合平均面积,6,0.5931,-1.6564,-1.1993,0.046,6星_Ridge_CV-R2_0.5931_OOT-SMOOTH-R2_-1.6564_OOT-RAW-R2_-1.1993_Params_alpha_0.0460.png
3D,整库_w=4,4,合面积,6,0.6776,-1.6731,-1.2099,0.001,6星_Ridge_CV-R2_0.6776_OOT-SMOOTH-R2_-1.6731_OOT-RAW-R2_-1.2099_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合数,12,0.6259,-1.6479,-1.2158,0.001,12星_Ridge_CV-R2_0.6259_OOT-SMOOTH-R2_-1.6479_OOT-RAW-R2_-1.2158_Params_alpha_0.0010.png
3D,整库_w=4,4,合面积,27,0.8345,-1.7221,-1.2433,0.001,27星_Ridge_CV-R2_0.8345_OOT-SMOOTH-R2_-1.7221_OOT-RAW-R2_-1.2433_Params_alpha_0.0010.png
3D,整库_w=4,4,合数,8,0.7454,-1.7254,-1.2549,0.001,8星_Ridge_CV-R2_0.7454_OOT-SMOOTH-R2_-1.7254_OOT-RAW-R2_-1.2549_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合平均面积,21,0.6847,-1.722,-1.2567,0.001,21星_Ridge_CV-R2_0.6847_OOT-SMOOTH-R2_-1.7220_OOT-RAW-R2_-1.2567_Params_alpha_0.0010.png
3D,整库_w=4,4,合面积,30,0.8063,-1.764,-1.275,0.001,30星_Ridge_CV-R2_0.8063_OOT-SMOOTH-R2_-1.7640_OOT-RAW-R2_-1.2750_Params_alpha_0.0010.png
3D,整库_w=5,5,合面积,42,0.801,-1.7687,-1.2842,0.0327,42星_Ridge_CV-R2_0.8010_OOT-SMOOTH-R2_-1.7687_OOT-RAW-R2_-1.2842_Params_alpha_0.0327.png
3D_V,整库_w=5,5,合面积,17,0.6152,-1.7781,-1.2908,0.4252,17星_Ridge_CV-R2_0.6152_OOT-SMOOTH-R2_-1.7781_OOT-RAW-R2_-1.2908_Params_alpha_0.4252.png
3D_V,整库_w=5,5,合面积,20,0.647,-1.7799,-1.2947,0.001,20星_Ridge_CV-R2_0.6470_OOT-SMOOTH-R2_-1.7799_OOT-RAW-R2_-1.2947_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合面积,13,0.6282,-1.7854,-1.296,2.143,13星_Ridge_CV-R2_0.6282_OOT-SMOOTH-R2_-1.7854_OOT-RAW-R2_-1.2960_Params_alpha_2.1430.png
3D_V,整库_w=4,4,合平均面积,16,0.7255,-1.7917,-1.3078,0.001,16星_Ridge_CV-R2_0.7255_OOT-SMOOTH-R2_-1.7917_OOT-RAW-R2_-1.3078_Params_alpha_0.0010.png
3D,整库_w=4,4,合面积,7,0.6736,-1.8221,-1.3189,0.001,7星_Ridge_CV-R2_0.6736_OOT-SMOOTH-R2_-1.8221_OOT-RAW-R2_-1.3189_Params_alpha_0.0010.png
3D,整库_w=5,5,合面积,7,0.6767,-1.8417,-1.3333,0.001,7星_Ridge_CV-R2_0.6767_OOT-SMOOTH-R2_-1.8417_OOT-RAW-R2_-1.3333_Params_alpha_0.0010.png
6D,整库_w=4,4,合面积,28,0.689,-1.8625,-1.3439,0.0829,28星_Ridge_CV-R2_0.6890_OOT-SMOOTH-R2_-1.8625_OOT-RAW-R2_-1.3439_Params_alpha_0.0829.png
3D,整库_w=5,5,合面积,38,0.8095,-1.8482,-1.3451,0.0174,38星_Ridge_CV-R2_0.8095_OOT-SMOOTH-R2_-1.8482_OOT-RAW-R2_-1.3451_Params_alpha_0.0174.png
3D_V,整库_w=4,4,合平均面积,17,0.7219,-1.8443,-1.347,0.0011,17星_Ridge_CV-R2_0.7219_OOT-SMOOTH-R2_-1.8443_OOT-RAW-R2_-1.3470_Params_alpha_0.0011.png
3D_V,整库_w=5,5,合面积,18,0.6125,-1.855,-1.3475,0.2005,18星_Ridge_CV-R2_0.6125_OOT-SMOOTH-R2_-1.8550_OOT-RAW-R2_-1.3475_Params_alpha_0.2005.png
3D_V,整库_w=5,5,合面积,14,0.6357,-1.8566,-1.3484,0.001,14星_Ridge_CV-R2_0.6357_OOT-SMOOTH-R2_-1.8566_OOT-RAW-R2_-1.3484_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合平均面积,18,0.7132,-1.8468,-1.3491,0.001,18星_Ridge_CV-R2_0.7132_OOT-SMOOTH-R2_-1.8468_OOT-RAW-R2_-1.3491_Params_alpha_0.0010.png
3D,整库_w=4,4,合数,31,0.7732,-1.8538,-1.3506,0.001,31星_Ridge_CV-R2_0.7732_OOT-SMOOTH-R2_-1.8538_OOT-RAW-R2_-1.3506_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合面积,52,0.5012,-1.8507,-1.3517,19.7119,52星_Ridge_CV-R2_0.5012_OOT-SMOOTH-R2_-1.8507_OOT-RAW-R2_-1.3517_Params_alpha_19.7119.png
3D,整库_w=4,4,合面积,28,0.8294,-1.8775,-1.3574,0.001,28星_Ridge_CV-R2_0.8294_OOT-SMOOTH-R2_-1.8775_OOT-RAW-R2_-1.3574_Params_alpha_0.0010.png
3D_V,整库_w=5,5,合数,13,0.6189,-1.8678,-1.3771,0.001,13星_Ridge_CV-R2_0.6189_OOT-SMOOTH-R2_-1.8678_OOT-RAW-R2_-1.3771_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合面积,53,0.4988,-1.8987,-1.3866,20.136,53星_Ridge_CV-R2_0.4988_OOT-SMOOTH-R2_-1.8987_OOT-RAW-R2_-1.3866_Params_alpha_20.1360.png
3D_V,整库_w=4,4,合平均面积,19,0.6985,-1.9431,-1.4185,0.0011,19星_Ridge_CV-R2_0.6985_OOT-SMOOTH-R2_-1.9431_OOT-RAW-R2_-1.4185_Params_alpha_0.0011.png
3D_V,整库_w=5,5,合平均面积,15,0.6888,-1.9638,-1.4295,0.0024,15星_Ridge_CV-R2_0.6888_OOT-SMOOTH-R2_-1.9638_OOT-RAW-R2_-1.4295_Params_alpha_0.0024.png
3D,整库_w=5,5,合平均面积,22,0.7128,-1.9687,-1.4357,1.0307,22星_Ridge_CV-R2_0.7128_OOT-SMOOTH-R2_-1.9687_OOT-RAW-R2_-1.4357_Params_alpha_1.0307.png
3D,整库_w=4,4,合面积,29,0.8216,-1.9965,-1.4447,0.001,29星_Ridge_CV-R2_0.8216_OOT-SMOOTH-R2_-1.9965_OOT-RAW-R2_-1.4447_Params_alpha_0.0010.png
3D_V,整库_w=4,4,合数,6,0.4674,-1.9709,-1.4567,0.001,6星_Ridge_CV-R2_0.4674_OOT-SMOOTH-R2_-1.9709_OOT-RAW-R2_-1.4567_Params_alpha_0.0010.png
6D,整库_w=4,4,合平均面积,10,0.6698,-2.0185,-1.46,0.001,10星_Ridge_CV-R2_0.6698_OOT-SMOOTH-R2_-2.0185_OOT-RAW-R2_-1.4600_Params_alpha_0.0010.png
3D,整库_w=5,5,合平均面积,23,0.7165,-2.0376,-1.4905,1.1518,23星_Ridge_CV-R2_0.7165_OOT-SMOOTH-R2_-2.0376_OOT-RAW-R2_-1.4905_Params_alpha_1.1518.png
3D,整库_w=4,4,合数,20,0.8145,-2.0642,-1.4937,0.001,20星_Ridge_CV-R2_0.8145_OOT-SMOOTH-R2_-2.0642_OOT-RAW-R2_-1.4937_Params_alpha_0.0010.png
6D,整库_w=5,5,合数,10,0.8083,-2.07,-1.5131,0.001,10星_Ridge_CV-R2_0.8083_OOT-SMOOTH-R2_-2.0700_OOT-RAW-R2_-1.5131_Params_alpha_0.0010.png
