Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
4,Ear,1,True,357,137.86,141.58,258.96,0.2192,0,144.48,141.49,0.0,0.9354,258.96,1
5,Mer+Ear,2,True,487,279.1,282.79,174.49,0.2583,138,284.48,281.76,48.51,0.3795,125.98,1
6,Ven+Ear,2,True,493,278.96,282.33,176.73,0.228,133,284.94,282.21,46.68,0.2368,130.06,1
7,Mer+Ven+Ear,3,True,623,419.42,422.76,148.54,0.2607,271,424.17,421.71,63.89,0.2555,84.65,1
12,Ear+Mar,2,True,512,278.5,282.16,183.84,0.1372,134,285.05,282.39,47.01,0.3467,136.83,1
13,Mer+Ear+Mar,3,True,642,418.97,422.59,153.23,0.1784,271,424.28,421.89,63.87,0.3135,89.36,1
14,Ven+Ear+Mar,3,True,647,418.79,422.13,154.49,0.152,266,424.73,422.33,62.63,0.2216,91.86,1
15,Mer+Ven+Ear+Mar,4,True,777,558.5,561.79,139.12,0.192,403,563.19,561.06,71.56,0.2212,67.57,1
20,Ear+Jup,2,True,509,278.54,282.31,182.74,0.15,145,285.03,282.24,50.87,0.6067,131.86,1
21,Mer+Ear+Jup,3,True,638,418.99,422.73,152.27,0.198,283,424.26,421.73,66.7,0.5247,85.57,1
22,Ven+Ear+Jup,3,True,644,418.82,422.28,153.76,0.166,277,424.71,422.19,65.22,0.3791,88.54,1
23,Mer+Ven+Ear+Jup,4,True,773,558.5,561.92,138.41,0.2132,415,563.16,560.9,73.69,0.3711,64.71,1
28,Ear+Mar+Jup,3,True,662,418.39,422.1,158.23,0.0916,279,424.81,422.35,65.68,0.4595,92.55,1
29,Mer+Ear+Mar+Jup,4,True,791,558.07,561.75,141.74,0.1364,416,563.28,561.08,73.85,0.4215,67.88,1
30,Ven+Ear+Mar+Jup,4,True,796,557.87,561.29,142.69,0.1112,410,563.71,561.52,72.73,0.3191,69.95,1
31,Mer+Ven+Ear+Mar+Jup,5,True,925,696.79,700.17,132.75,0.1492,547,701.4,699.47,77.99,0.3063,54.77,1
36,Ear+Sat,2,True,510,278.5,282.43,183.12,0.1492,144,285.17,282.14,50.5,0.5787,132.63,1
37,Mer+Ear+Sat,3,True,638,418.92,422.84,152.3,0.2056,281,424.35,421.63,66.22,0.4727,86.08,1
38,Ven+Ear+Sat,3,True,645,418.81,422.4,154.01,0.1656,277,424.87,422.09,65.2,0.3787,88.81,1
39,Mer+Ven+Ear+Sat,4,True,773,558.46,562.03,138.42,0.2132,414,563.27,560.8,73.5,0.3491,64.92,1
44,Ear+Mar+Sat,3,True,664,418.37,422.22,158.71,0.0876,277,424.94,422.26,65.19,0.4243,93.52,1
45,Mer+Ear+Mar+Sat,4,True,792,558.03,561.87,141.93,0.1308,413,563.36,560.98,73.31,0.3679,68.62,1
46,Ven+Ear+Mar+Sat,4,True,798,557.89,561.42,143.04,0.1068,409,563.86,561.43,72.54,0.2963,70.5,1
47,Mer+Ven+Ear+Mar+Sat,5,True,926,696.78,700.28,132.9,0.1472,545,701.51,699.37,77.69,0.2779,55.21,1
52,Ear+Jup+Sat,3,True,662,418.4,422.37,158.22,0.0936,289,424.92,422.11,68.01,0.6563,90.21,1
53,Mer+Ear+Jup+Sat,4,True,789,558.03,562.0,141.39,0.1424,426,563.34,560.82,75.62,0.5823,65.77,1
54,Ven+Ear+Jup+Sat,4,True,796,557.9,561.56,142.68,0.1088,421,563.83,561.28,74.67,0.4807,68.01,1
55,Mer+Ven+Ear+Jup+Sat,5,True,923,696.76,700.41,132.47,0.1584,558,701.47,699.21,79.55,0.4595,52.92,1
60,Ear+Mar+Jup+Sat,4,True,814,557.48,561.39,146.01,0.0564,422,563.91,561.45,74.84,0.5159,71.18,1
61,Mer+Ear+Mar+Jup+Sat,5,True,941,696.35,700.25,135.13,0.0896,558,701.56,699.39,79.54,0.4751,55.6,1
62,Ven+Ear+Mar+Jup+Sat,5,True,947,696.18,699.81,136.03,0.0732,553,702.04,699.85,78.77,0.3983,57.26,1
63,Mer+Ven+Ear+Mar+Jup+Sat,6,True,1074,834.29,837.89,128.73,0.106,689,838.93,837.01,82.13,0.3767,46.6,1
68,Ear+Ura,2,True,500,278.37,282.06,179.62,0.1932,149,285.35,282.5,52.22,0.7191,127.4,1
69,Mer+Ear+Ura,3,True,630,418.88,422.54,150.4,0.238,286,424.61,422.04,67.36,0.5891,83.05,1
70,Ven+Ear+Ura,3,True,634,418.68,422.04,151.43,0.2148,281,425.04,422.45,66.11,0.4775,85.32,1
