Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
4,Ear,1,True,234,80.44,82.65,290.91,0.0196,0,84.5,82.66,0.0,0.981,290.91,1
5,Mer+Ear,2,True,301,162.75,165.0,184.94,0.0936,94,166.7,164.82,56.39,0.9182,128.56,1
6,Ven+Ear,2,True,301,162.72,164.84,184.99,0.1052,93,166.78,164.87,55.76,0.8938,129.22,1
7,Mer+Ven+Ear,3,True,368,244.57,246.73,150.47,0.2188,186,248.56,246.57,74.83,0.9722,75.64,1
12,Ear+Mar,2,True,302,162.76,165.01,185.54,0.0932,73,166.56,164.67,43.83,0.2116,141.72,1
13,Mer+Ear+Mar,3,True,368,244.59,246.91,150.46,0.2132,167,248.3,246.37,67.26,0.6043,83.2,1
14,Ven+Ear+Mar,3,True,368,244.58,246.74,150.46,0.2228,166,248.39,246.42,66.83,0.5679,83.63,1
15,Mer+Ven+Ear+Mar,4,True,434,325.95,328.18,133.15,0.3491,259,329.71,327.67,78.55,0.8098,54.59,1
20,Ear+Jup,2,True,316,162.82,164.94,194.08,0.0228,89,166.57,164.76,53.43,0.797,140.65,1
21,Mer+Ear+Jup,3,True,383,244.66,246.83,156.54,0.0952,183,248.31,246.45,73.7,0.9422,82.84,1
22,Ven+Ear+Jup,3,True,383,244.64,246.68,156.56,0.1044,182,248.4,246.51,73.27,0.9318,83.29,1
23,Mer+Ven+Ear+Jup,4,True,450,326.02,328.11,138.03,0.2096,275,329.72,327.75,83.41,0.9922,54.62,1
28,Ear+Mar+Jup,3,True,383,244.67,246.84,156.53,0.0996,162,248.17,246.3,65.28,0.4627,91.26,1
29,Mer+Ear+Mar+Jup,4,True,449,326.03,328.28,137.72,0.2116,256,329.45,327.55,77.7,0.7419,60.01,1
30,Ven+Ear+Mar+Jup,4,True,449,326.03,328.12,137.72,0.222,255,329.55,327.6,77.38,0.7279,60.34,1
31,Mer+Ven+Ear+Mar+Jup,5,True,515,406.94,409.11,126.55,0.3467,348,410.42,408.4,84.79,0.8834,41.76,1
36,Ear+Sat,2,True,309,162.86,164.94,189.73,0.0468,91,166.7,164.83,54.59,0.8498,135.14,1
37,Mer+Ear+Sat,3,True,376,244.69,246.83,153.66,0.1448,185,248.45,246.53,74.46,0.9666,79.2,1
38,Ven+Ear+Sat,3,True,376,244.68,246.67,153.67,0.1524,184,248.51,246.59,74.04,0.9578,79.63,1
39,Mer+Ven+Ear+Sat,4,True,443,326.05,328.1,135.87,0.2723,277,329.84,327.82,83.98,1.0,51.89,1
44,Ear+Mar+Sat,3,True,377,244.74,246.84,154.04,0.1396,161,248.29,246.38,64.84,0.4395,89.2,1
45,Mer+Ear+Mar+Sat,4,True,443,326.08,328.28,135.86,0.2567,255,329.58,327.63,77.37,0.7287,58.48,1
46,Ven+Ear+Mar+Sat,4,True,443,326.11,328.12,135.85,0.2663,254,329.65,327.69,77.05,0.7107,58.8,1
47,Mer+Ven+Ear+Mar+Sat,5,True,509,406.99,409.1,125.06,0.3995,347,410.52,408.48,84.53,0.8858,40.54,1
52,Ear+Jup+Sat,3,True,391,244.8,246.78,159.72,0.0464,180,248.33,246.47,72.48,0.905,87.24,1
53,Mer+Ear+Jup+Sat,4,True,458,326.16,328.2,140.42,0.14,274,329.63,327.71,83.12,0.9866,57.3,1
54,Ven+Ear+Jup+Sat,4,True,458,326.16,328.06,140.42,0.1468,273,329.7,327.77,82.8,0.9794,57.62,1
55,Mer+Ven+Ear+Jup+Sat,5,True,525,407.07,409.03,128.97,0.2488,366,410.57,408.55,89.15,0.9846,39.83,1
60,Ear+Mar+Jup+Sat,4,True,458,326.2,328.22,140.4,0.1428,250,329.46,327.57,75.88,0.6187,64.52,1
61,Mer+Ear+Mar+Jup+Sat,5,True,524,407.08,409.2,128.72,0.2579,344,410.3,408.35,83.84,0.8442,44.88,1
62,Ven+Ear+Mar+Jup+Sat,5,True,524,407.11,409.05,128.71,0.2643,343,410.38,408.42,83.58,0.8274,45.13,1
63,Mer+Ven+Ear+Mar+Jup+Sat,6,True,590,487.54,489.58,121.02,0.3931,436,490.8,488.75,88.83,0.9438,32.18,1
68,Ear+Ura,2,True,325,162.74,164.89,199.71,0.0068,85,166.78,164.94,50.97,0.6431,148.74,1
69,Mer+Ear+Ura,3,True,392,244.63,246.8,160.24,0.06,179,248.52,246.67,72.03,0.8858,88.22,1
70,Ven+Ear+Ura,3,True,391,244.55,246.62,159.88,0.0644,177,248.59,246.7,71.2,0.849,88.68,1
71,Mer+Ven+Ear+Ura,4,True,458,325.99,328.08,140.5,0.1584,270,329.91,327.97,81.84,0.9518,58.66,1
76,Ear+Mar+Ura,3,True,392,244.6,246.79,160.26,0.0628,158,248.37,246.49,63.61,0.3483,96.65,1
77,Mer+Ear+Mar+Ura,4,True,458,326.01,328.25,140.49,0.1516,252,329.66,327.76,76.44,0.6555,64.04,1
78,Ven+Ear+Mar+Ura,4,True,457,325.96,328.07,140.2,0.1664,250,329.74,327.79,75.82,0.6139,64.38,1
79,Mer+Ven+Ear+Mar+Ura,5,True,523,406.92,409.08,128.53,0.2831,343,410.61,408.61,83.53,0.823,44.99,1
84,Ear+Jup+Ura,3,True,404,244.69,246.73,165.11,0.012,174,248.39,246.58,70.05,0.779,95.05,1
