Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
4,Ear,1,True,142,51.84,51.89,273.95,0.0168,0,52.87,51.97,0.0,0.991,273.95,1
5,Mer+Ear,2,True,192,103.14,103.18,186.16,0.04,51,105.0,103.93,48.57,0.4571,137.59,1
6,Ven+Ear,2,True,194,103.43,103.51,187.57,0.044,66,104.63,103.62,63.08,0.9906,124.5,1
7,Mer+Ven+Ear,3,True,244,154.44,154.51,157.99,0.0756,116,156.47,155.3,74.13,0.905,83.86,1
12,Ear+Mar,2,True,208,103.97,103.74,200.06,0.0124,36,104.17,103.4,34.56,0.1056,165.5,1
13,Mer+Ear+Mar,3,True,258,154.99,154.75,166.47,0.0188,87,156.02,155.08,55.76,0.1156,110.71,1
14,Ven+Ear+Mar,3,True,260,155.27,155.08,167.45,0.0144,102,155.65,154.77,65.53,0.4703,101.92,1
15,Mer+Ven+Ear+Mar,4,True,310,206.01,205.8,150.48,0.0248,152,207.21,206.17,73.36,0.4351,77.12,1
20,Ear+Jup,2,True,195,103.53,103.59,188.36,0.0296,63,104.34,103.55,60.38,0.9914,127.98,1
21,Mer+Ear+Jup,3,True,245,154.54,154.59,158.53,0.0516,114,156.18,155.23,72.99,0.903,85.54,1
22,Ven+Ear+Jup,3,True,247,154.82,154.92,159.54,0.0496,128,155.81,154.92,82.15,0.9582,77.38,1
23,Mer+Ven+Ear+Jup,4,True,297,205.56,205.64,144.49,0.07,178,207.37,206.31,85.84,0.991,58.65,1
28,Ear+Mar+Jup,3,True,257,155.37,155.15,165.41,0.0192,99,155.35,154.7,63.73,0.4039,101.68,1
29,Mer+Ear+Mar+Jup,4,True,307,206.11,205.87,148.95,0.036,150,206.91,206.09,72.5,0.3911,76.45,1
30,Ven+Ear+Mar+Jup,4,True,309,206.38,206.2,149.72,0.03,164,206.54,205.79,79.4,0.7762,70.32,1
31,Mer+Ven+Ear+Mar+Jup,5,True,359,256.84,256.64,139.78,0.0368,214,257.81,256.89,83.01,0.7115,56.77,1
36,Ear+Sat,2,True,187,103.5,103.44,180.68,0.0876,56,104.56,103.67,53.56,0.7367,127.13,1
37,Mer+Ear+Sat,3,True,237,154.48,154.44,153.41,0.1296,107,156.38,155.34,68.42,0.6483,84.99,1
38,Ven+Ear+Sat,3,True,238,154.79,154.77,153.75,0.1344,122,156.04,155.04,78.19,0.9978,75.57,1
39,Mer+Ven+Ear+Sat,4,True,288,205.5,205.49,140.15,0.156,172,207.57,206.42,82.86,0.9362,57.29,1
44,Ear+Mar+Sat,3,True,252,155.34,155.01,162.22,0.0388,92,155.56,154.82,59.14,0.22,103.08,1
45,Mer+Ear+Mar+Sat,4,True,302,206.05,205.72,146.57,0.0544,143,207.1,206.21,69.05,0.2264,77.52,1
46,Ven+Ear+Mar+Sat,4,True,303,206.35,206.05,146.84,0.05,158,206.76,205.91,76.42,0.6079,70.42,1
47,Mer+Ven+Ear+Mar+Sat,5,True,353,256.78,256.49,137.47,0.062,208,258.01,257.01,80.62,0.5651,56.86,1
52,Ear+Jup+Sat,3,True,240,154.89,154.85,154.95,0.0916,119,155.72,154.97,76.42,1.0,78.53,1
53,Mer+Ear+Jup+Sat,4,True,290,205.6,205.56,141.05,0.1204,170,207.26,206.35,82.02,0.9462,59.03,1
54,Ven+Ear+Jup+Sat,4,True,291,205.89,205.9,141.34,0.1216,184,206.92,206.06,88.92,0.953,52.41,1
55,Mer+Ven+Ear+Jup+Sat,5,True,341,256.32,256.33,133.04,0.1432,234,258.17,257.15,90.64,0.975,42.4,1
60,Ear+Mar+Jup+Sat,4,True,301,206.45,206.13,145.8,0.0544,155,206.43,205.84,75.08,0.5579,70.71,1
61,Mer+Ear+Mar+Jup+Sat,5,True,351,256.87,256.56,136.64,0.0744,206,257.69,256.93,79.94,0.5375,56.7,1
62,Ven+Ear+Mar+Jup+Sat,5,True,352,257.17,256.89,136.87,0.0708,220,257.35,256.64,85.49,0.8478,51.39,1
63,Mer+Ven+Ear+Mar+Jup+Sat,6,True,402,307.31,307.04,130.81,0.0792,270,308.32,307.45,87.57,0.805,43.24,1
68,Ear+Ura,2,True,187,103.61,103.77,180.49,0.0992,40,104.2,103.43,38.39,0.07,142.1,1
69,Mer+Ear+Ura,3,True,237,154.63,154.78,153.27,0.1368,90,156.05,155.13,57.67,0.0932,95.59,1
70,Ven+Ear+Ura,3,True,238,154.92,155.1,153.63,0.1388,106,155.69,154.8,68.09,0.6235,85.54,1
71,Mer+Ven+Ear+Ura,4,True,288,205.66,205.83,140.04,0.1628,155,207.24,206.21,74.79,0.5123,65.25,1
76,Ear+Mar+Ura,3,True,251,155.46,155.33,161.46,0.0488,76,155.21,154.58,48.97,0.028,112.49,1
77,Mer+Ear+Mar+Ura,4,True,301,206.2,206.06,145.98,0.0616,126,206.77,205.99,60.94,0.028,85.04,1
78,Ven+Ear+Mar+Ura,4,True,302,206.48,206.38,146.26,0.0636,142,206.41,205.67,68.79,0.2304,77.46,1
79,Mer+Ven+Ear+Mar+Ura,5,True,352,256.94,256.83,136.99,0.0732,191,257.69,256.79,74.12,0.2076,62.87,1
84,Ear+Jup+Ura,3,True,240,155.04,155.18,154.8,0.1004,103,155.41,154.74,66.28,0.5431,88.52,1
85,Mer+Ear+Jup+Ura,4,True,290,205.78,205.91,140.93,0.1184,153,206.97,206.14,73.92,0.4691,67.0,1
86,Ven+Ear+Jup+Ura,4,True,291,206.06,206.23,141.22,0.126,168,206.61,205.82,81.31,0.8858,59.91,1
87,Mer+Ven+Ear+Jup+Ura,5,True,341,256.52,256.67,132.93,0.1464,217,257.88,256.94,84.15,0.8102,48.79,1
92,Ear+Mar+Jup+Ura,4,True,300,206.6,206.45,145.21,0.0732,139,206.12,205.6,67.43,0.1696,77.77,1
93,Mer+Ear+Mar+Jup+Ura,5,True,350,257.06,256.9,136.15,0.0848,189,257.41,256.72,73.42,0.1612,62.73,1
94,Ven+Ear+Mar+Jup+Ura,5,True,351,257.34,257.22,136.4,0.0768,204,257.04,256.4,79.36,0.5075,57.03,1
95,Mer+Ven+Ear+Mar+Jup+Ura,6,True,401,307.52,307.39,130.4,0.084,253,308.04,307.24,82.13,0.4451,48.27,1
100,Ear+Sat+Ura,3,True,232,154.97,155.03,149.71,0.2184,96,155.57,154.86,61.71,0.2771,88.0,1
101,Mer+Ear+Sat+Ura,4,True,282,205.68,205.76,137.11,0.2424,146,207.11,206.25,70.49,0.2496,66.61,1
102,Ven+Ear+Sat+Ura,4,True,282,205.99,206.08,136.9,0.2472,162,206.78,205.94,78.35,0.7395,58.56,1
103,Mer+Ven+Ear+Sat+Ura,5,True,332,256.42,256.53,129.48,0.2623,211,258.03,257.05,81.77,0.6511,47.7,1
108,Ear+Mar+Sat+Ura,4,True,295,206.53,206.31,142.84,0.1084,132,206.28,205.72,63.99,0.0776,78.85,1
109,Mer+Ear+Mar+Sat+Ura,5,True,345,256.96,256.76,134.26,0.1204,182,257.54,256.84,70.67,0.0808,63.59,1
110,Ven+Ear+Mar+Sat+Ura,5,True,345,257.27,257.07,134.1,0.1324,198,257.2,256.52,76.98,0.3471,57.12,1
111,Mer+Ven+Ear+Mar+Sat+Ura,6,True,395,307.42,307.24,128.49,0.1384,247,308.18,307.35,80.15,0.3135,48.34,1
116,Ear+Jup+Sat+Ura,4,True,285,206.1,206.16,138.28,0.1908,159,206.48,205.87,77.0,0.6763,61.28,1
117,Mer+Ear+Jup+Sat+Ura,5,True,335,256.53,256.6,130.59,0.2024,209,257.74,256.98,81.09,0.6227,49.5,1
118,Ven+Ear+Jup+Sat+Ura,5,True,335,256.83,256.92,130.44,0.2144,224,257.4,256.67,87.02,0.937,43.41,1
119,Mer+Ven+Ear+Jup+Sat+Ura,6,True,385,306.98,307.09,125.42,0.2236,273,308.37,307.5,88.53,0.881,36.89,1
124,Ear+Mar+Jup+Sat+Ura,5,True,344,257.38,257.15,133.66,0.1316,195,256.9,256.45,75.91,0.2811,57.75,1
125,Mer+Ear+Mar+Jup+Sat+Ura,6,True,394,307.53,307.31,128.12,0.1396,245,307.88,307.28,79.58,0.2771,48.54,1
126,Ven+Ear+Mar+Jup+Sat+Ura,6,True,394,307.82,307.63,128.0,0.1508,260,307.54,306.97,84.54,0.6187,43.45,1
127,Mer+Ven+Ear+Mar+Jup+Sat+Ura,7,True,444,357.7,357.52,124.13,0.154,309,358.24,357.52,86.26,0.5687,37.87,1
132,Ear+Nep,2,True,205,103.36,103.4,198.34,0.0044,41,104.76,103.76,39.14,0.064,159.21,1
133,Mer+Ear+Nep,3,True,255,154.39,154.41,165.17,0.0092,92,156.6,155.45,58.75,0.1212,106.42,1
134,Ven+Ear+Nep,3,True,256,154.66,154.73,165.53,0.0116,107,156.22,155.13,68.49,0.6407,97.03,1
135,Mer+Ven+Ear+Nep,4,True,306,205.41,205.46,148.97,0.0212,157,207.78,206.53,75.56,0.5723,73.41,1
140,Ear+Mar+Nep,3,True,270,155.19,154.97,173.98,0.0036,77,155.79,154.92,49.43,0.0248,124.55,1
141,Mer+Ear+Mar+Nep,4,True,320,205.94,205.7,155.38,0.0064,128,207.35,206.32,61.73,0.0376,93.65,1
142,Ven+Ear+Mar+Nep,4,True,321,206.21,206.02,155.67,0.0052,143,206.97,206.0,69.09,0.2268,86.58,1
143,Mer+Ven+Ear+Mar+Nep,5,True,371,256.68,256.47,144.54,0.008,193,258.24,257.12,74.74,0.2196,69.8,1
148,Ear+Jup+Nep,3,True,257,154.78,154.82,166.04,0.0064,104,155.92,155.07,66.7,0.5631,99.34,1
149,Mer+Ear+Jup+Nep,4,True,307,205.53,205.54,149.37,0.0152,155,207.48,206.46,74.71,0.5167,74.66,1
150,Ven+Ear+Jup+Nep,4,True,308,205.79,205.87,149.67,0.0188,169,207.1,206.15,81.6,0.9046,68.06,1
151,Mer+Ven+Ear+Jup+Nep,5,True,358,256.26,256.31,139.7,0.0316,219,258.38,257.26,84.76,0.8462,54.94,1
156,Ear+Mar+Jup+Nep,4,True,318,206.33,206.1,154.12,0.008,140,206.66,205.94,67.74,0.1776,86.38,1
157,Mer+Ear+Mar+Jup+Nep,5,True,368,256.8,256.55,143.3,0.01,191,257.94,257.05,74.05,0.1864,69.25,1
158,Ven+Ear+Mar+Jup+Nep,5,True,369,257.06,256.87,143.55,0.0128,205,257.56,256.74,79.59,0.5087,63.96,1
159,Mer+Ven+Ear+Mar+Jup+Nep,6,True,419,307.25,307.03,136.37,0.0152,255,308.56,307.56,82.64,0.4731,53.73,1
164,Ear+Sat+Nep,3,True,250,154.77,154.67,161.53,0.022,97,156.2,155.18,62.1,0.2795,99.43,1
165,Mer+Ear+Sat+Nep,4,True,300,205.49,205.39,145.99,0.0348,148,207.73,206.57,71.24,0.2907,74.75,1
166,Ven+Ear+Sat+Nep,4,True,300,205.77,205.72,145.79,0.0476,163,207.38,206.26,78.6,0.7479,67.19,1
167,Mer+Ven+Ear+Sat+Nep,5,True,350,256.21,256.16,136.6,0.0648,213,258.63,257.37,82.36,0.6947,54.25,1
172,Ear+Mar+Sat+Nep,4,True,314,206.32,205.95,152.19,0.0128,133,206.93,206.05,64.27,0.0724,87.92,1
173,Mer+Ear+Mar+Sat+Nep,5,True,364,256.76,256.4,141.77,0.0188,184,258.18,257.16,71.27,0.0848,70.5,1
174,Ven+Ear+Mar+Sat+Nep,5,True,364,257.04,256.72,141.61,0.0196,199,257.83,256.85,77.18,0.3575,64.43,1
175,Mer+Ven+Ear+Mar+Sat+Nep,6,True,414,307.2,306.88,134.76,0.026,249,308.8,307.68,80.63,0.3331,54.13,1
180,Ear+Jup+Sat+Nep,4,True,302,205.89,205.8,146.68,0.0276,160,207.07,206.2,77.27,0.6815,69.41,1
181,Mer+Ear+Jup+Sat+Nep,5,True,352,256.33,256.24,137.32,0.0428,211,258.32,257.3,81.68,0.6563,55.64,1
182,Ven+Ear+Jup+Sat+Nep,5,True,352,256.61,256.56,137.17,0.052,225,257.97,257.0,87.22,0.9494,49.95,1
183,Mer+Ven+Ear+Jup+Sat+Nep,6,True,402,306.77,306.72,131.04,0.068,275,308.94,307.82,89.02,0.9114,42.03,1
188,Ear+Mar+Jup+Sat+Nep,5,True,362,257.16,256.8,140.77,0.0268,196,257.51,256.79,76.11,0.2951,64.66,1
189,Mer+Ear+Mar+Jup+Sat+Nep,6,True,412,307.32,306.96,134.06,0.0316,247,308.48,307.61,80.07,0.3059,53.99,1
