Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
1,Mer,1,False,98,91.61,91.67,106.98,0.5275,87,89.35,89.27,97.37,0.8094,9.61,1
2,Ven,1,False,103,90.38,90.47,113.96,0.2148,103,90.27,90.43,114.11,0.1644,-0.14,1
3,Mer+Ven,2,False,201,181.48,181.63,110.75,0.16,190,179.14,179.2,106.06,0.4235,4.69,1
8,Mar,1,False,76,90.07,90.28,84.38,0.3235,95,90.58,90.61,104.88,0.7566,-20.49,1
9,Mer+Mar,2,False,174,181.16,181.45,96.05,0.6971,182,179.46,179.39,101.42,0.889,-5.37,1
10,Ven+Mar,2,False,179,179.94,180.25,99.48,0.9862,198,180.33,180.54,109.8,0.2795,-10.32,1
11,Mer+Ven+Mar,3,False,277,270.54,270.91,102.39,0.7666,285,268.73,268.82,106.05,0.3659,-3.67,1
16,Jup,1,False,92,90.63,90.55,101.51,0.9238,99,90.19,90.35,109.76,0.3839,-8.25,1
17,Mer+Jup,2,False,190,181.73,181.7,104.55,0.5883,186,179.06,179.12,103.88,0.6027,0.67,1
18,Ven+Jup,2,False,195,180.51,180.52,108.02,0.3363,201,179.95,180.28,111.7,0.1296,-3.67,1
19,Mer+Ven+Jup,3,False,293,271.11,271.16,108.08,0.2076,288,268.33,268.56,107.33,0.2376,0.74,1
24,Mar+Jup,2,False,168,180.19,180.33,93.23,0.4831,194,180.28,180.46,107.61,0.4015,-14.38,1
25,Mer+Mar+Jup,3,False,266,270.78,270.98,98.23,0.8162,281,268.67,268.74,104.59,0.5031,-6.36,1
26,Ven+Mar+Jup,3,False,271,269.57,269.8,100.53,0.9582,296,269.52,269.89,109.82,0.1696,-9.29,1
27,Mer+Ven+Mar+Jup,4,False,369,359.66,359.94,102.6,0.6675,383,357.43,357.68,107.15,0.2216,-4.56,1
32,Sat,1,False,78,90.54,90.72,86.15,0.2404,93,90.33,90.16,102.96,0.8042,-16.81,1
33,Mer+Sat,2,False,176,181.64,181.86,96.9,0.7263,180,179.18,178.92,100.46,0.9674,-3.56,1
34,Ven+Sat,2,False,180,180.44,180.69,99.76,1.0,196,180.1,180.09,108.83,0.2416,-9.07,1
35,Mer+Ven+Sat,3,False,278,271.02,271.32,102.57,0.7007,283,268.47,268.36,105.41,0.3819,-2.84,1
40,Mar+Sat,2,False,152,180.11,180.5,84.39,0.0928,188,180.42,180.27,104.2,0.6443,-19.81,1
41,Mer+Mar+Sat,3,False,250,270.7,271.15,92.35,0.2987,275,268.8,268.54,102.31,0.7467,-9.95,1
42,Ven+Mar+Sat,3,False,254,269.5,269.97,94.25,0.4383,291,269.68,269.7,107.91,0.2643,-13.66,1
43,Mer+Ven+Mar+Sat,4,False,352,359.59,360.11,97.89,0.7662,378,357.58,357.48,105.71,0.3311,-7.82,1
