Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
4,Ear,1,True,157,61.4,60.93,255.68,0.114,0,61.5,60.93,0.0,1.0,255.68,1
5,Mer+Ear,2,True,214,122.27,121.82,175.02,0.1748,61,121.74,121.18,50.11,0.5763,124.92,1
6,Ven+Ear,2,True,202,121.94,121.52,165.65,0.3687,66,121.86,121.53,54.16,0.7926,111.49,1
7,Mer+Ven+Ear,3,True,258,182.46,182.07,141.4,0.4343,125,181.76,181.45,68.77,0.6923,72.63,1
12,Ear+Mar,2,True,202,122.44,121.75,164.98,0.3751,56,122.01,121.31,45.9,0.3463,119.08,1
13,Mer+Ear+Mar,3,True,259,182.96,182.3,141.56,0.4323,117,181.91,181.24,64.32,0.4135,77.24,1
14,Ven+Ear+Mar,3,True,246,182.63,182.0,134.7,0.6131,122,182.03,181.58,67.02,0.5755,67.67,1
15,Mer+Ven+Ear+Mar,4,True,302,242.82,242.21,124.37,0.6467,181,241.6,241.17,74.92,0.5391,49.46,1
20,Ear+Jup,2,True,197,122.13,121.68,161.3,0.4591,56,122.04,121.37,45.89,0.3315,115.41,1
21,Mer+Ear+Jup,3,True,254,182.66,182.22,139.06,0.4931,117,181.93,181.29,64.31,0.3959,74.75,1
22,Ven+Ear+Jup,3,True,242,182.32,181.93,132.73,0.6523,122,182.07,181.63,67.01,0.5707,65.72,1
23,Mer+Ven+Ear+Jup,4,True,298,242.5,242.14,122.88,0.6787,181,241.62,241.22,74.91,0.5379,47.97,1
28,Ear+Mar+Jup,3,True,241,182.82,182.15,131.82,0.6627,112,182.22,181.42,61.46,0.2547,70.36,1
29,Mer+Ear+Mar+Jup,4,True,298,243.01,242.36,122.63,0.6791,173,241.78,241.01,71.55,0.3159,51.07,1
30,Ven+Ear+Mar+Jup,4,True,285,242.67,242.06,117.44,0.7806,178,241.92,241.35,73.58,0.4443,43.86,1
31,Mer+Ven+Ear+Mar+Jup,5,True,341,302.52,301.94,112.72,0.7878,237,301.14,300.61,78.7,0.4407,34.02,1
36,Ear+Sat,2,True,212,122.05,121.63,173.7,0.2112,70,121.84,121.41,57.45,0.9338,116.25,1
37,Mer+Ear+Sat,3,True,269,182.56,182.17,147.35,0.2611,131,181.74,181.32,72.08,0.879,75.27,1
38,Ven+Ear+Sat,3,True,257,182.25,181.87,141.02,0.4579,135,181.87,181.68,74.23,0.947,66.79,1
39,Mer+Ven+Ear+Sat,4,True,313,242.42,242.08,129.12,0.5015,194,241.43,241.26,80.35,0.8882,48.76,1
44,Ear+Mar+Sat,3,True,256,182.75,182.1,140.08,0.4703,126,182.02,181.46,69.22,0.7119,70.86,1
45,Mer+Ear+Mar+Sat,4,True,313,242.93,242.31,128.85,0.5123,187,241.59,241.05,77.41,0.7135,51.44,1
46,Ven+Ear+Mar+Sat,4,True,300,242.61,242.01,123.66,0.6651,191,241.71,241.39,79.02,0.8082,44.64,1
47,Mer+Ven+Ear+Mar+Sat,5,True,356,302.44,301.89,117.71,0.6895,250,300.94,300.65,83.07,0.7738,34.64,1
52,Ear+Jup+Sat,3,True,252,182.47,182.03,138.11,0.5239,124,182.05,181.51,68.11,0.6363,69.99,1
53,Mer+Ear+Jup+Sat,4,True,309,242.65,242.23,127.35,0.5539,185,241.6,241.09,76.57,0.6523,50.78,1
54,Ven+Ear+Jup+Sat,4,True,297,242.32,241.94,122.57,0.6847,189,241.75,241.45,78.18,0.7582,44.39,1
55,Mer+Ven+Ear+Jup+Sat,5,True,353,302.15,301.81,116.83,0.7047,248,300.97,300.69,82.4,0.7207,34.43,1
60,Ear+Mar+Jup+Sat,4,True,295,242.82,242.17,121.49,0.7091,180,241.9,241.23,74.41,0.5111,47.08,1
61,Mer+Ear+Mar+Jup+Sat,5,True,352,302.67,302.04,116.3,0.7195,241,301.13,300.48,80.03,0.5507,36.27,1
62,Ven+Ear+Mar+Jup+Sat,5,True,339,302.34,301.75,112.13,0.799,245,301.27,300.83,81.32,0.6403,30.81,1
63,Mer+Ven+Ear+Mar+Jup+Sat,6,True,395,361.84,361.28,109.16,0.8046,304,360.17,359.75,84.41,0.6207,24.76,1
68,Ear+Ura,2,True,219,121.91,121.34,179.65,0.1068,48,122.34,121.7,39.23,0.0544,140.41,1
69,Mer+Ear+Ura,3,True,276,182.44,181.91,151.28,0.1496,109,182.27,181.64,59.8,0.1364,91.48,1
70,Ven+Ear+Ura,3,True,264,182.11,181.59,144.97,0.3239,114,182.36,181.97,62.51,0.24,82.46,1
71,Mer+Ven+Ear+Ura,4,True,320,242.29,241.82,132.07,0.3819,173,241.95,241.57,71.5,0.2603,60.57,1
76,Ear+Mar+Ura,3,True,264,182.61,181.82,144.57,0.3295,104,182.48,181.75,56.99,0.078,87.57,1
77,Mer+Ear+Mar+Ura,4,True,321,242.81,242.05,132.2,0.3715,165,242.08,241.36,68.16,0.124,64.04,1
78,Ven+Ear+Mar+Ura,4,True,308,242.48,241.73,127.02,0.5571,170,242.17,241.68,70.2,0.2112,56.82,1
