SC,Start,End,N_Records,Planet,Window,Type,k_obs,k_exp,Ratio,p_val,Z_score
SC23,1996-08,2008-11,1018,Saturn,5,Conjunction,26,28.23,92.1,0.7726,-0.48
SC23,1996-08,2008-11,1018,Saturn,5,Opposition,34,28.39,119.76,0.2384,1.26
SC23,1996-08,2008-11,1018,Uranus,5,Conjunction,27,28.42,95.0,0.7886,-0.31
SC23,1996-08,2008-11,1018,Uranus,5,Opposition,27,28.09,96.12,0.8234,-0.24
SC23,1996-08,2008-11,1018,Neptune,5,Conjunction,24,29.26,82.03,0.4019,-1.08
SC23,1996-08,2008-11,1018,Neptune,5,Opposition,31,27.43,113.02,0.5755,0.73
SC24,2008-12,2019-11,367,Mercury,1,Conjunction,0,2.02,0.0,0.2288,-1.5
SC24,2008-12,2019-11,367,Mercury,1,Opposition,1,2.1,47.56,0.6927,-0.86
SC24,2008-12,2019-11,367,Venus,1,Conjunction,2,2.01,99.46,1.0,-0.01
SC24,2008-12,2019-11,367,Venus,1,Opposition,2,2.05,97.66,1.0,-0.04
SC24,2008-12,2019-11,367,Mars,1,Conjunction,1,2.04,49.04,0.7718,-0.72
SC24,2008-12,2019-11,367,Mars,1,Opposition,0,2.04,0.0,0.2895,-1.41
SC24,2008-12,2019-11,367,Jupiter,1,Conjunction,3,2.02,148.53,0.6707,0.75
SC24,2008-12,2019-11,367,Jupiter,1,Opposition,3,2.04,146.94,0.6255,0.75
SC24,2008-12,2019-11,367,Saturn,1,Conjunction,4,2.03,197.2,0.3215,1.32
SC24,2008-12,2019-11,367,Saturn,1,Opposition,2,2.04,98.18,1.0,-0.03
SC24,2008-12,2019-11,367,Uranus,1,Conjunction,2,2.05,97.72,1.0,-0.04
SC24,2008-12,2019-11,367,Uranus,1,Opposition,2,2.01,99.29,1.0,-0.01
SC24,2008-12,2019-11,367,Neptune,1,Conjunction,3,2.03,147.84,0.6839,0.72
SC24,2008-12,2019-11,367,Neptune,1,Opposition,1,2.04,49.06,0.7706,-0.75
SC24,2008-12,2019-11,367,Mercury,2,Conjunction,2,3.99,50.11,0.4611,-1.14
SC24,2008-12,2019-11,367,Mercury,2,Opposition,4,4.19,95.52,1.0,-0.11
SC24,2008-12,2019-11,367,Venus,2,Conjunction,5,4.07,122.82,0.6771,0.48
SC24,2008-12,2019-11,367,Venus,2,Opposition,3,4.08,73.51,0.8102,-0.57
SC24,2008-12,2019-11,367,Mars,2,Conjunction,2,4.05,49.4,0.4475,-1.0
SC24,2008-12,2019-11,367,Mars,2,Opposition,2,4.07,49.08,0.4467,-1.03
SC24,2008-12,2019-11,367,Jupiter,2,Conjunction,4,4.08,98.06,1.0,-0.05
SC24,2008-12,2019-11,367,Jupiter,2,Opposition,5,4.06,123.05,0.7279,0.55
SC24,2008-12,2019-11,367,Saturn,2,Conjunction,6,4.04,148.37,0.4903,0.99
SC24,2008-12,2019-11,367,Saturn,2,Opposition,3,4.11,73.01,0.763,-0.64
SC24,2008-12,2019-11,367,Uranus,2,Conjunction,2,4.08,49.06,0.3127,-1.33
SC24,2008-12,2019-11,367,Uranus,2,Opposition,3,4.07,73.7,0.7415,-0.67
SC24,2008-12,2019-11,367,Neptune,2,Conjunction,5,4.14,120.87,0.791,0.45
SC24,2008-12,2019-11,367,Neptune,2,Opposition,4,4.04,99.13,1.0,-0.02
SC24,2008-12,2019-11,367,Mercury,3,Conjunction,5,5.97,83.69,0.7886,-0.49
SC24,2008-12,2019-11,367,Mercury,3,Opposition,6,6.27,95.65,1.0,-0.14
SC24,2008-12,2019-11,367,Venus,3,Conjunction,9,6.1,147.47,0.2587,1.3
SC24,2008-12,2019-11,367,Venus,3,Opposition,6,6.08,98.7,1.0,-0.04
SC24,2008-12,2019-11,367,Mars,3,Conjunction,4,6.1,65.6,0.5819,-0.85
SC24,2008-12,2019-11,367,Mars,3,Opposition,5,6.16,81.21,0.793,-0.5
SC24,2008-12,2019-11,367,Jupiter,3,Conjunction,7,6.06,115.59,0.8074,0.52
SC24,2008-12,2019-11,367,Jupiter,3,Opposition,7,6.15,113.87,0.7898,0.44
SC24,2008-12,2019-11,367,Saturn,3,Conjunction,8,6.12,130.75,0.5535,0.83
SC24,2008-12,2019-11,367,Saturn,3,Opposition,7,6.14,113.97,0.9098,0.42
SC24,2008-12,2019-11,367,Uranus,3,Conjunction,4,6.14,65.17,0.3179,-1.23
SC24,2008-12,2019-11,367,Uranus,3,Opposition,4,6.04,66.21,0.3647,-1.16
SC24,2008-12,2019-11,367,Neptune,3,Conjunction,9,6.23,144.35,0.3367,1.24
SC24,2008-12,2019-11,367,Neptune,3,Opposition,4,6.03,66.34,0.5587,-0.9
SC24,2008-12,2019-11,367,Mercury,4,Conjunction,8,7.99,100.13,1.0,0.0
SC24,2008-12,2019-11,367,Mercury,4,Opposition,12,8.36,143.56,0.1676,1.68
SC24,2008-12,2019-11,367,Venus,4,Conjunction,11,8.16,134.73,0.3127,1.09
SC24,2008-12,2019-11,367,Venus,4,Opposition,8,8.12,98.53,1.0,-0.04
SC24,2008-12,2019-11,367,Mars,4,Conjunction,5,8.08,61.92,0.3123,-1.12
SC24,2008-12,2019-11,367,Mars,4,Opposition,7,8.22,85.14,0.7646,-0.47
SC24,2008-12,2019-11,367,Jupiter,4,Conjunction,8,8.09,98.85,1.0,-0.05
SC24,2008-12,2019-11,367,Jupiter,4,Opposition,8,8.23,97.19,1.0,-0.11
SC24,2008-12,2019-11,367,Saturn,4,Conjunction,10,8.16,122.49,0.5731,0.77
SC24,2008-12,2019-11,367,Saturn,4,Opposition,8,8.2,97.59,1.0,-0.09
SC24,2008-12,2019-11,367,Uranus,4,Conjunction,4,8.27,48.39,0.0636,-2.24
SC24,2008-12,2019-11,367,Uranus,4,Opposition,9,8.11,111.03,0.8146,0.48
SC24,2008-12,2019-11,367,Neptune,4,Conjunction,9,8.29,108.56,0.9242,0.3
SC24,2008-12,2019-11,367,Neptune,4,Opposition,5,8.03,62.28,0.2835,-1.26
SC24,2008-12,2019-11,367,Mercury,5,Conjunction,11,10.04,109.53,0.821,0.38
SC24,2008-12,2019-11,367,Mercury,5,Opposition,15,10.44,143.66,0.0848,1.95
SC24,2008-12,2019-11,367,Venus,5,Conjunction,15,10.27,146.01,0.2384,1.52
SC24,2008-12,2019-11,367,Venus,5,Opposition,10,10.09,99.13,0.9994,-0.03
SC24,2008-12,2019-11,367,Mars,5,Conjunction,9,10.19,88.37,0.9406,-0.39
SC24,2008-12,2019-11,367,Mars,5,Opposition,9,10.27,87.67,0.7666,-0.44
SC24,2008-12,2019-11,367,Jupiter,5,Conjunction,9,10.14,88.74,0.6991,-0.56
SC24,2008-12,2019-11,367,Jupiter,5,Opposition,11,10.26,107.26,0.9278,0.36
SC24,2008-12,2019-11,367,Saturn,5,Conjunction,10,10.11,98.95,1.0,-0.04
SC24,2008-12,2019-11,367,Saturn,5,Opposition,11,10.25,107.35,0.9194,0.33
SC24,2008-12,2019-11,367,Uranus,5,Conjunction,7,10.3,67.94,0.188,-1.57
SC24,2008-12,2019-11,367,Uranus,5,Opposition,12,10.02,119.73,0.5103,0.97
SC24,2008-12,2019-11,367,Neptune,5,Conjunction,12,10.28,116.77,0.6043,0.72
SC24,2008-12,2019-11,367,Neptune,5,Opposition,7,10.11,69.26,0.3519,-1.24
SC25,2019-12,2025-12,293,Mercury,1,Conjunction,1,1.61,62.05,1.0,-0.49
SC25,2019-12,2025-12,293,Mercury,1,Opposition,2,1.59,125.61,0.949,0.33
SC25,2019-12,2025-12,293,Venus,1,Conjunction,1,1.65,60.64,0.9826,-0.55
SC25,2019-12,2025-12,293,Venus,1,Opposition,5,1.6,311.88,0.0372,2.81
SC25,2019-12,2025-12,293,Mars,1,Conjunction,3,1.6,187.08,0.4627,1.03
SC25,2019-12,2025-12,293,Mars,1,Opposition,0,1.67,0.0,0.4263,-1.24
SC25,2019-12,2025-12,293,Jupiter,1,Conjunction,3,1.61,186.03,0.4023,1.11
SC25,2019-12,2025-12,293,Jupiter,1,Opposition,1,1.65,60.74,1.0,-0.45
SC25,2019-12,2025-12,293,Saturn,1,Conjunction,4,1.61,248.76,0.1544,1.86
SC25,2019-12,2025-12,293,Saturn,1,Opposition,0,1.6,0.0,0.4167,-1.19
SC25,2019-12,2025-12,293,Uranus,1,Conjunction,2,1.64,122.09,1.0,0.29
SC25,2019-12,2025-12,293,Uranus,1,Opposition,1,1.68,59.61,0.9714,-0.54
SC25,2019-12,2025-12,293,Neptune,1,Conjunction,2,1.66,120.51,0.9698,0.26
SC25,2019-12,2025-12,293,Neptune,1,Opposition,1,1.56,63.96,1.0,-0.44
SC25,2019-12,2025-12,293,Mercury,2,Conjunction,4,3.32,120.57,0.8698,0.4
SC25,2019-12,2025-12,293,Mercury,2,Opposition,6,3.2,187.57,0.1772,1.67
SC25,2019-12,2025-12,293,Venus,2,Conjunction,1,3.31,30.23,0.2663,-1.39
SC25,2019-12,2025-12,293,Venus,2,Opposition,7,3.26,214.74,0.0796,2.18
SC25,2019-12,2025-12,293,Mars,2,Conjunction,5,3.25,153.99,0.5311,0.84
SC25,2019-12,2025-12,293,Mars,2,Opposition,1,3.3,30.3,0.3179,-1.18
SC25,2019-12,2025-12,293,Jupiter,2,Conjunction,5,3.23,154.8,0.4431,1.02
SC25,2019-12,2025-12,293,Jupiter,2,Opposition,4,3.3,121.11,0.7542,0.35
SC25,2019-12,2025-12,293,Saturn,2,Conjunction,7,3.24,216.1,0.0816,2.25
SC25,2019-12,2025-12,293,Saturn,2,Opposition,3,3.22,93.06,1.0,-0.13
SC25,2019-12,2025-12,293,Uranus,2,Conjunction,4,3.22,124.05,0.7638,0.48
SC25,2019-12,2025-12,293,Uranus,2,Opposition,5,3.27,152.68,0.4147,1.07
SC25,2019-12,2025-12,293,Neptune,2,Conjunction,3,3.28,91.35,1.0,-0.16
SC25,2019-12,2025-12,293,Neptune,2,Opposition,2,3.18,62.85,0.7938,-0.67
SC25,2019-12,2025-12,293,Mercury,3,Conjunction,8,4.92,162.52,0.1996,1.51
SC25,2019-12,2025-12,293,Mercury,3,Opposition,7,4.82,145.34,0.3499,1.08
SC25,2019-12,2025-12,293,Venus,3,Conjunction,1,4.87,20.52,0.08,-1.91
SC25,2019-12,2025-12,293,Venus,3,Opposition,10,4.88,204.88,0.034,2.5
SC25,2019-12,2025-12,293,Mars,3,Conjunction,8,4.79,166.99,0.3795,1.19
SC25,2019-12,2025-12,293,Mars,3,Opposition,1,4.96,20.16,0.076,-1.59
SC25,2019-12,2025-12,293,Jupiter,3,Conjunction,5,4.86,102.94,1.0,0.07
SC25,2019-12,2025-12,293,Jupiter,3,Opposition,5,4.85,103.08,1.0,0.06
SC25,2019-12,2025-12,293,Saturn,3,Conjunction,9,4.9,183.67,0.1172,2.05
SC25,2019-12,2025-12,293,Saturn,3,Opposition,4,4.85,82.55,0.9926,-0.4
SC25,2019-12,2025-12,293,Uranus,3,Conjunction,4,4.89,81.86,0.8762,-0.49
SC25,2019-12,2025-12,293,Uranus,3,Opposition,5,4.89,102.21,1.0,0.06
SC25,2019-12,2025-12,293,Neptune,3,Conjunction,7,4.89,143.04,0.4563,1.0
SC25,2019-12,2025-12,293,Neptune,3,Opposition,3,4.73,63.39,0.6575,-0.82
SC25,2019-12,2025-12,293,Mercury,4,Conjunction,9,6.58,136.83,0.4095,1.06
SC25,2019-12,2025-12,293,Mercury,4,Opposition,8,6.41,124.79,0.5479,0.71
SC25,2019-12,2025-12,293,Venus,4,Conjunction,2,6.53,30.62,0.0848,-1.88
SC25,2019-12,2025-12,293,Venus,4,Opposition,13,6.49,200.39,0.0088,2.74
SC25,2019-12,2025-12,293,Mars,4,Conjunction,9,6.42,140.26,0.5227,0.76
SC25,2019-12,2025-12,293,Mars,4,Opposition,2,6.58,30.39,0.1296,-1.52
SC25,2019-12,2025-12,293,Jupiter,4,Conjunction,6,6.49,92.47,1.0,-0.22
SC25,2019-12,2025-12,293,Jupiter,4,Opposition,7,6.56,106.64,0.9094,0.17
SC25,2019-12,2025-12,293,Saturn,4,Conjunction,10,6.54,153.0,0.234,1.54
SC25,2019-12,2025-12,293,Saturn,4,Opposition,8,6.46,123.86,0.6355,0.66
SC25,2019-12,2025-12,293,Uranus,4,Conjunction,5,6.52,76.73,0.6535,-0.78
SC25,2019-12,2025-12,293,Uranus,4,Opposition,7,6.55,106.84,0.9862,0.23
SC25,2019-12,2025-12,293,Neptune,4,Conjunction,9,6.5,138.36,0.3687,1.11
SC25,2019-12,2025-12,293,Neptune,4,Opposition,3,6.34,47.34,0.1928,-1.47
SC25,2019-12,2025-12,293,Mercury,5,Conjunction,10,8.24,121.29,0.5723,0.67
SC25,2019-12,2025-12,293,Mercury,5,Opposition,12,8.02,149.65,0.2064,1.55
SC25,2019-12,2025-12,293,Venus,5,Conjunction,2,8.19,24.41,0.0336,-2.27
SC25,2019-12,2025-12,293,Venus,5,Opposition,14,8.1,172.92,0.048,2.17
SC25,2019-12,2025-12,293,Mars,5,Conjunction,10,8.07,123.9,0.6035,0.46
SC25,2019-12,2025-12,293,Mars,5,Opposition,3,8.24,36.4,0.1196,-1.47
SC25,2019-12,2025-12,293,Jupiter,5,Conjunction,6,8.08,74.26,0.5791,-0.85
SC25,2019-12,2025-12,293,Jupiter,5,Opposition,7,8.17,85.71,0.8626,-0.44
SC25,2019-12,2025-12,293,Saturn,5,Conjunction,10,8.11,123.26,0.5443,0.78
SC25,2019-12,2025-12,293,Saturn,5,Opposition,8,8.09,98.87,1.0,-0.04
SC25,2019-12,2025-12,293,Uranus,5,Conjunction,7,8.14,86.0,0.8202,-0.53
SC25,2019-12,2025-12,293,Uranus,5,Opposition,8,8.24,97.06,1.0,-0.11
SC25,2019-12,2025-12,293,Neptune,5,Conjunction,10,8.19,122.09,0.5195,0.8
SC25,2019-12,2025-12,293,Neptune,5,Opposition,4,7.91,50.56,0.1212,-1.72
