Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
4,Ear,1,True,261,106.92,108.29,244.11,0.2336,0,110.94,108.05,0.0,0.9958,244.11,1
5,Mer+Ear,2,True,361,215.96,217.26,167.16,0.3187,113,217.25,214.26,52.01,0.7419,115.14,1
6,Ven+Ear,2,True,366,214.37,215.89,170.73,0.2615,89,218.43,215.58,40.75,0.0484,129.99,1
7,Mer+Ven+Ear,3,True,465,322.82,324.26,144.04,0.3443,199,324.17,321.2,61.39,0.1532,82.66,1
12,Ear+Mar,2,True,367,214.24,215.52,171.3,0.2555,87,218.75,215.94,39.77,0.06,131.53,1
13,Mer+Ear+Mar,3,True,467,322.69,323.9,144.72,0.3279,200,324.46,321.57,61.64,0.1952,83.08,1
14,Ven+Ear+Mar,3,True,472,321.08,322.53,147.0,0.2767,175,325.66,322.88,53.74,0.0088,93.27,1
15,Mer+Ven+Ear+Mar,4,True,571,428.94,430.3,133.12,0.3523,285,430.81,427.92,66.15,0.0316,66.96,1
20,Ear+Jup,2,True,383,214.31,215.89,178.71,0.1148,104,218.32,215.57,47.64,0.4131,131.07,1
21,Mer+Ear+Jup,3,True,483,322.74,324.26,149.66,0.1788,216,324.05,321.19,66.66,0.5595,83.0,1
22,Ven+Ear+Jup,3,True,488,321.17,322.9,151.94,0.138,192,325.21,322.51,59.04,0.072,92.91,1
23,Mer+Ven+Ear+Jup,4,True,587,429.01,430.66,136.83,0.2016,302,430.37,427.54,70.17,0.1612,66.66,1
28,Ear+Mar+Jup,3,True,489,321.04,322.53,152.32,0.13,191,325.52,322.87,58.67,0.0896,93.64,1
29,Mer+Ear+Mar+Jup,4,True,589,428.89,430.3,137.33,0.1884,303,430.66,427.9,70.36,0.1972,66.98,1
30,Ven+Ear+Mar+Jup,4,True,594,427.29,428.94,139.02,0.148,278,431.84,429.21,64.38,0.0132,74.64,1
31,Mer+Ven+Ear+Mar+Jup,5,True,693,534.55,536.11,129.64,0.2084,388,536.41,533.66,72.33,0.0424,57.31,1
36,Ear+Sat,2,True,361,214.91,216.21,167.98,0.3135,98,218.16,215.3,44.92,0.218,123.05,1
37,Mer+Ear+Sat,3,True,461,323.31,324.57,142.59,0.3871,211,323.88,320.91,65.15,0.4271,77.44,1
38,Ven+Ear+Sat,3,True,466,321.77,323.21,144.83,0.3335,187,325.06,322.24,57.53,0.0356,87.3,1
39,Mer+Ven+Ear+Sat,4,True,565,429.57,430.97,131.53,0.4063,297,430.22,427.26,69.03,0.104,62.49,1
44,Ear+Mar+Sat,3,True,466,321.62,322.85,144.89,0.3271,185,325.39,322.6,56.85,0.038,88.04,1
45,Mer+Ear+Mar+Sat,4,True,566,429.43,430.61,131.8,0.3915,298,430.52,427.63,69.22,0.1296,62.58,1
46,Ven+Ear+Mar+Sat,4,True,571,427.87,429.26,133.45,0.3443,273,431.72,428.94,63.24,0.008,70.22,1
47,Mer+Ven+Ear+Mar+Sat,5,True,670,535.09,536.42,125.21,0.4111,383,536.28,533.39,71.42,0.0244,53.79,1
52,Ear+Jup+Sat,3,True,480,321.73,323.22,149.19,0.1976,202,324.96,322.22,62.16,0.2288,87.03,1
53,Mer+Ear+Jup+Sat,4,True,580,429.53,430.97,135.03,0.2731,314,430.1,427.24,73.01,0.3695,62.03,1
54,Ven+Ear+Jup+Sat,4,True,585,428.0,429.62,136.68,0.214,290,431.27,428.57,67.24,0.0596,69.44,1
55,Mer+Ven+Ear+Jup+Sat,5,True,684,535.2,536.77,127.8,0.2859,400,535.85,533.01,74.65,0.1184,53.15,1
60,Ear+Mar+Jup+Sat,4,True,585,427.84,429.26,136.73,0.2084,289,431.59,428.93,66.96,0.0656,69.77,1
61,Mer+Ear+Mar+Jup+Sat,5,True,685,535.06,536.41,128.02,0.2699,401,536.14,533.37,74.79,0.13,53.23,1
62,Ven+Ear+Mar+Jup+Sat,5,True,690,533.5,535.08,129.33,0.2252,376,537.32,534.68,69.98,0.0144,59.36,1
63,Mer+Ven+Ear+Mar+Jup+Sat,6,True,789,640.14,641.64,123.26,0.2783,486,641.31,638.54,75.78,0.0332,47.47,1
68,Ear+Ura,2,True,356,213.92,215.11,166.42,0.3443,129,219.01,216.45,58.9,0.999,107.52,1
69,Mer+Ear+Ura,3,True,455,322.37,323.52,141.14,0.4347,242,324.74,322.1,74.52,0.9918,66.62,1
70,Ven+Ear+Ura,3,True,461,320.77,322.12,143.72,0.3607,218,325.9,323.39,66.89,0.5759,76.82,1
71,Mer+Ven+Ear+Ura,4,True,559,428.63,429.92,130.42,0.4551,328,431.06,428.45,76.09,0.6523,54.32,1
