Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
1,Mer,1,False,150,147.95,147.98,101.38,0.9018,144,147.01,146.81,97.95,0.8654,3.43,1
2,Ven,1,False,152,147.07,147.32,103.35,0.7043,139,147.23,147.24,94.41,0.5071,8.94,1
3,Mer+Ven,2,False,301,294.19,294.48,102.31,0.6907,283,293.4,293.24,96.46,0.5591,5.86,1
8,Mar,1,False,158,147.01,146.73,107.48,0.4855,161,147.65,147.78,109.04,0.3707,-1.56,1
9,Mer+Mar,2,False,308,294.14,293.89,104.71,0.4927,305,293.86,293.78,103.79,0.5643,0.92,1
10,Ven+Mar,2,False,310,293.27,293.24,105.71,0.4067,300,294.04,294.2,102.03,0.7734,3.68,1
11,Mer+Ven+Mar,3,False,459,439.57,439.58,104.42,0.4007,444,439.42,439.39,101.04,0.8506,3.38,1
16,Jup,1,False,155,147.38,147.1,105.17,0.5187,146,147.39,147.44,99.06,0.9886,6.12,1
17,Mer+Jup,2,False,305,294.52,294.25,103.56,0.5303,289,293.6,293.43,98.43,0.8222,5.12,1
18,Ven+Jup,2,False,307,293.61,293.61,104.56,0.4067,283,293.79,293.87,96.33,0.5223,8.23,1
19,Mer+Ven+Jup,3,False,456,439.94,439.93,103.65,0.4263,426,439.16,439.04,97.0,0.5215,6.65,1
24,Mar+Jup,2,False,313,293.56,293.01,106.62,0.3087,300,294.24,294.4,101.96,0.7634,4.66,1
25,Mer+Mar+Jup,3,False,463,439.89,439.35,105.25,0.3127,443,439.65,439.58,100.76,0.867,4.49,1
26,Ven+Mar+Jup,3,False,465,438.99,438.71,105.93,0.2507,437,439.81,440.01,99.36,0.909,6.56,1
27,Mer+Ven+Mar+Jup,4,False,614,584.5,584.23,105.05,0.2376,580,584.38,584.38,99.25,0.879,5.8,1
32,Sat,1,False,136,147.48,147.46,92.22,0.3651,149,146.99,147.18,101.37,0.881,-9.15,1
33,Mer+Sat,2,False,285,294.61,294.6,96.74,0.5663,293,293.17,293.16,99.94,1.0,-3.2,1
34,Ven+Sat,2,False,288,293.73,293.96,98.05,0.7471,287,293.41,293.61,97.82,0.7239,0.23,1
35,Mer+Ven+Sat,3,False,436,440.03,440.28,99.08,0.8494,431,438.75,438.78,98.23,0.7123,0.85,1
40,Mar+Sat,2,False,294,293.64,293.38,100.12,1.0,310,293.82,294.15,105.51,0.4115,-5.38,1
41,Mer+Mar+Sat,3,False,443,439.94,439.7,100.7,0.9114,454,439.2,439.31,103.37,0.5043,-2.67,1
42,Ven+Mar+Sat,3,False,446,439.08,439.07,101.58,0.7802,448,439.41,439.76,101.95,0.6999,-0.38,1
43,Mer+Ven+Mar+Sat,4,False,594,584.56,584.58,101.61,0.7251,592,583.96,584.12,101.38,0.7495,0.24,1
48,Jup+Sat,2,False,289,293.99,293.74,98.3,0.7918,295,293.56,293.81,100.49,0.9346,-2.19,1
49,Mer+Jup+Sat,3,False,438,440.32,440.05,99.47,0.9214,438,438.94,438.97,99.79,1.0,-0.31,1
50,Ven+Jup+Sat,3,False,441,439.41,439.43,100.36,0.9522,431,439.16,439.42,98.14,0.7139,2.22,1
51,Mer+Ven+Jup+Sat,4,False,589,584.92,584.93,100.7,0.879,574,583.7,583.77,98.34,0.6851,2.36,1
56,Mar+Jup+Sat,3,False,447,439.33,438.84,101.75,0.7562,449,439.6,439.95,102.14,0.6843,-0.39,1
57,Mer+Mar+Jup+Sat,4,False,596,584.84,584.35,101.91,0.6755,592,584.18,584.3,101.34,0.7427,0.57,1
58,Ven+Mar+Jup+Sat,4,False,599,583.94,583.73,102.58,0.5447,585,584.37,584.75,100.11,0.985,2.47,1
59,Mer+Ven+Mar+Jup+Sat,5,False,747,728.64,728.42,102.52,0.5167,728,728.12,728.3,99.98,0.9962,2.54,1
64,Ura,1,False,158,147.15,147.07,107.37,0.3587,143,147.81,147.72,96.75,0.6923,10.62,1
65,Mer+Ura,2,False,308,294.33,294.26,104.64,0.4167,286,294.04,293.75,97.26,0.6431,7.38,1
66,Ven+Ura,2,False,310,293.42,293.57,105.65,0.3375,279,294.21,294.14,94.83,0.3511,10.82,1
67,Mer+Ven+Ura,3,False,459,439.77,439.95,104.37,0.3459,422,439.6,439.36,96.0,0.3779,8.38,1
72,Mar+Ura,2,False,316,293.29,292.98,107.74,0.2595,304,294.66,294.67,103.17,0.6151,4.57,1
73,Mer+Mar+Ura,3,False,466,439.66,439.37,105.99,0.2456,447,440.1,439.9,101.57,0.7514,4.42,1
74,Ven+Mar+Ura,3,False,468,438.75,438.68,106.67,0.2076,440,440.23,440.28,99.95,1.0,6.72,1
75,Mer+Ven+Mar+Ura,4,False,617,584.29,584.25,105.6,0.1956,583,584.83,584.7,99.69,0.9614,5.91,1
80,Jup+Ura,2,False,312,293.77,293.35,106.2,0.2679,289,294.41,294.35,98.16,0.791,8.04,1
81,Mer+Jup+Ura,3,False,462,440.15,439.72,104.96,0.2731,431,439.84,439.56,97.99,0.6819,6.97,1
82,Ven+Jup+Ura,3,False,464,439.22,439.05,105.64,0.2216,423,439.99,439.96,96.14,0.3987,9.5,1
83,Mer+Ven+Jup+Ura,4,False,613,584.77,584.6,104.83,0.224,565,584.58,584.36,96.65,0.3887,8.18,1
88,Mar+Jup+Ura,3,False,470,439.09,438.45,107.04,0.168,443,440.46,440.48,100.58,0.9238,6.46,1
89,Mer+Mar+Jup+Ura,4,False,620,584.66,584.02,106.04,0.1536,585,585.1,584.89,99.98,1.0,6.06,1
90,Ven+Mar+Jup+Ura,4,False,622,583.73,583.34,106.56,0.1428,577,585.21,585.28,98.6,0.7554,7.96,1
91,Mer+Ven+Mar+Jup+Ura,5,False,771,728.48,728.1,105.84,0.1276,719,729.02,728.88,98.63,0.7191,7.21,1
96,Sat+Ura,2,False,294,293.74,293.72,100.09,1.0,292,293.95,294.09,99.34,0.9506,0.75,1
97,Mer+Sat+Ura,3,False,443,440.09,440.08,100.66,0.899,435,439.35,439.3,99.01,0.8522,1.65,1
98,Ven+Sat+Ura,3,False,446,439.19,439.41,101.55,0.7403,427,439.54,439.7,97.15,0.5535,4.4,1
99,Mer+Ven+Sat+Ura,4,False,594,584.72,584.95,101.59,0.7079,570,584.11,584.1,97.58,0.5615,4.0,1
104,Mar+Sat+Ura,3,False,452,439.04,438.82,102.95,0.5827,453,439.99,440.23,102.96,0.5763,-0.0,1
105,Mer+Mar+Sat+Ura,4,False,601,584.58,584.38,102.81,0.5195,596,584.6,584.63,101.95,0.6699,0.86,1
106,Ven+Mar+Sat+Ura,4,False,604,583.68,583.71,103.48,0.4367,588,584.76,585.03,100.55,0.905,2.93,1
107,Mer+Ven+Mar+Sat+Ura,5,False,752,728.41,728.45,103.24,0.3903,731,728.54,728.63,100.34,0.9422,2.9,1
