SC,Start,End,N_Records,Planet,Window,Type,k_obs,k_exp,Ratio,p_val,Z_score
SC17,1933-09,1944-01,109,Mercury,5,Opposition,1,3.29,30.42,0.2851,-1.36
SC17,1933-09,1944-01,109,Venus,5,Conjunction,5,3.04,164.64,0.2759,1.58
SC17,1933-09,1944-01,109,Venus,5,Opposition,1,3.03,33.04,0.2104,-1.61
SC17,1933-09,1944-01,109,Mars,5,Conjunction,4,2.95,135.47,0.7375,0.57
SC17,1933-09,1944-01,109,Mars,5,Opposition,2,3.16,63.3,0.7522,-0.69
SC17,1933-09,1944-01,109,Jupiter,5,Conjunction,7,2.96,236.36,0.0724,2.2
SC17,1933-09,1944-01,109,Jupiter,5,Opposition,1,3.15,31.7,0.4651,-1.12
SC17,1933-09,1944-01,109,Saturn,5,Conjunction,4,2.99,133.83,0.7239,0.54
SC17,1933-09,1944-01,109,Saturn,5,Opposition,1,3.06,32.64,0.4391,-1.13
SC17,1933-09,1944-01,109,Uranus,5,Conjunction,6,3.15,190.69,0.2555,1.61
SC17,1933-09,1944-01,109,Uranus,5,Opposition,0,2.88,0.0,0.1368,-1.56
SC17,1933-09,1944-01,109,Neptune,5,Conjunction,3,3.34,89.92,1.0,-0.17
SC17,1933-09,1944-01,109,Neptune,5,Opposition,1,2.71,36.88,0.5971,-0.95
SC18,1944-02,1954-03,123,Mercury,1,Conjunction,0,0.71,0.0,0.989,-0.82
SC18,1944-02,1954-03,123,Mercury,1,Opposition,1,0.64,156.35,1.0,0.5
SC18,1944-02,1954-03,123,Venus,1,Conjunction,0,0.68,0.0,0.981,-0.88
SC18,1944-02,1954-03,123,Venus,1,Opposition,0,0.71,0.0,0.9546,-0.88
SC18,1944-02,1954-03,123,Mars,1,Conjunction,0,0.74,0.0,0.9698,-0.87
SC18,1944-02,1954-03,123,Mars,1,Opposition,2,0.65,307.31,0.2539,1.57
SC18,1944-02,1954-03,123,Jupiter,1,Conjunction,0,0.72,0.0,1.0,-0.78
SC18,1944-02,1954-03,123,Jupiter,1,Opposition,1,0.64,155.38,0.8926,0.42
SC18,1944-02,1954-03,123,Saturn,1,Conjunction,0,0.7,0.0,1.0,-0.68
SC18,1944-02,1954-03,123,Saturn,1,Opposition,0,0.67,0.0,1.0,-0.7
SC18,1944-02,1954-03,123,Uranus,1,Conjunction,2,0.66,303.03,0.3307,1.57
SC18,1944-02,1954-03,123,Uranus,1,Opposition,1,0.71,139.86,0.9426,0.31
SC18,1944-02,1954-03,123,Neptune,1,Conjunction,1,0.61,165.23,0.8338,0.47
SC18,1944-02,1954-03,123,Neptune,1,Opposition,0,0.78,0.0,0.9714,-0.86
