Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
4,Ear,1,True,303,120.17,119.74,252.15,0.1052,0,118.34,119.47,0.0,0.9898,252.15,1
5,Mer+Ear,2,True,434,240.81,240.32,180.23,0.066,122,235.94,236.85,51.71,0.6843,128.52,1
6,Ven+Ear,2,True,418,239.0,238.71,174.9,0.1504,111,237.43,238.37,46.75,0.1976,128.15,1
7,Mer+Ven+Ear,3,True,549,358.97,358.62,152.94,0.0816,231,354.38,355.1,65.18,0.3455,87.75,1
12,Ear+Mar,2,True,409,238.57,238.28,171.44,0.218,142,237.91,238.77,59.69,0.9558,111.75,1
13,Mer+Ear+Mar,3,True,540,358.54,358.2,150.61,0.138,263,354.84,355.5,74.12,0.9562,76.49,1
14,Ven+Ear+Mar,3,True,523,356.76,356.59,146.6,0.2464,251,356.33,357.01,70.44,0.7714,76.16,1
15,Mer+Ven+Ear+Mar,4,True,654,476.08,475.84,137.37,0.1636,370,472.62,473.1,78.29,0.7766,59.08,1
20,Ear+Jup,2,True,410,239.07,238.72,171.5,0.2072,156,237.11,238.35,65.79,0.969,105.7,1
21,Mer+Ear+Jup,3,True,541,359.05,358.63,150.68,0.128,277,354.06,355.07,78.23,0.9682,72.44,1
22,Ven+Ear+Jup,3,True,525,357.23,357.03,146.96,0.2276,266,355.53,356.59,74.82,0.9942,72.15,1
23,Mer+Ven+Ear+Jup,4,True,656,476.55,476.27,137.66,0.1472,385,471.83,472.67,81.6,0.9754,56.06,1
28,Ear+Mar+Jup,3,True,516,356.82,356.6,144.61,0.3039,292,356.02,356.98,82.02,0.9574,62.59,1
29,Mer+Ear+Mar+Jup,4,True,647,476.14,475.84,135.88,0.2076,412,472.3,473.06,87.23,0.9546,48.65,1
30,Ven+Ear+Mar+Jup,4,True,630,474.35,474.25,132.81,0.3179,400,473.77,474.57,84.43,0.9814,48.38,1
31,Mer+Ven+Ear+Mar+Jup,5,True,761,593.02,592.83,128.33,0.2272,518,589.41,590.0,87.88,0.9894,40.44,1
36,Ear+Sat,2,True,405,239.26,239.09,169.27,0.2595,135,236.68,238.05,57.04,0.9366,112.23,1
37,Mer+Ear+Sat,3,True,536,359.22,358.98,149.21,0.1684,257,353.61,354.77,72.68,0.9362,76.53,1
38,Ven+Ear+Sat,3,True,519,357.42,357.39,145.21,0.2899,244,355.11,356.29,68.71,0.6655,76.5,1
39,Mer+Ven+Ear+Sat,4,True,650,476.72,476.62,136.35,0.1884,364,471.38,472.37,77.22,0.7095,59.13,1
44,Ear+Mar+Sat,3,True,511,356.98,356.97,143.15,0.3443,274,355.62,356.69,77.05,0.9962,66.1,1
45,Mer+Ear+Mar+Sat,4,True,642,476.27,476.2,134.8,0.25,395,471.88,472.76,83.71,0.9954,51.09,1
46,Ven+Ear+Mar+Sat,4,True,624,474.5,474.62,131.51,0.3759,381,473.39,474.28,80.48,0.8982,51.02,1
47,Mer+Ven+Ear+Mar+Sat,5,True,755,593.15,593.19,127.29,0.2811,500,589.0,589.7,84.89,0.905,42.4,1
52,Ear+Jup+Sat,3,True,512,357.52,357.4,143.21,0.3431,285,354.78,356.27,80.33,0.9614,62.88,1
53,Mer+Ear+Jup+Sat,4,True,643,476.82,476.63,134.85,0.242,406,471.06,472.33,86.19,0.9614,48.66,1
54,Ven+Ear+Jup+Sat,4,True,626,475.01,475.05,131.79,0.3603,393,472.54,473.86,83.17,0.9974,48.62,1
55,Mer+Ven+Ear+Jup+Sat,5,True,757,593.66,593.61,127.51,0.2563,512,588.17,589.28,87.05,0.9994,40.46,1
60,Ear+Mar+Jup+Sat,4,True,618,474.59,474.63,130.22,0.4231,418,473.05,474.24,88.36,0.951,41.86,1
61,Mer+Ear+Mar+Jup+Sat,5,True,749,593.23,593.19,126.26,0.3219,538,588.67,589.67,91.39,0.9474,34.87,1
62,Ven+Ear+Mar+Jup+Sat,5,True,731,591.45,591.62,123.59,0.4463,524,590.15,591.18,88.79,0.9742,34.8,1
63,Mer+Ven+Ear+Mar+Jup+Sat,6,True,862,709.44,709.53,121.5,0.3459,642,705.12,705.96,91.05,0.981,30.46,1
68,Ear+Ura,2,True,427,238.24,237.78,179.23,0.0988,126,238.49,239.39,52.83,0.7407,126.4,1
69,Mer+Ear+Ura,3,True,558,358.25,357.73,155.76,0.0544,248,355.46,356.15,69.77,0.7914,85.99,1
70,Ven+Ear+Ura,3,True,542,356.41,356.1,152.07,0.1188,236,356.91,357.64,66.12,0.4379,85.95,1
71,Mer+Ven+Ear+Ura,4,True,673,475.77,475.38,141.46,0.0656,356,473.23,473.75,75.23,0.5283,66.23,1
76,Ear+Mar+Ura,3,True,533,355.99,355.67,149.72,0.1836,268,357.38,358.02,74.99,0.9746,74.74,1
77,Mer+Ear+Mar+Ura,4,True,664,475.35,474.96,139.69,0.1136,389,473.7,474.14,82.12,0.979,57.57,1
78,Ven+Ear+Mar+Ura,4,True,647,473.53,473.33,136.63,0.2016,376,475.14,475.61,79.13,0.8498,57.5,1
79,Mer+Ven+Ear+Mar+Ura,5,True,778,592.24,591.95,131.37,0.132,495,590.81,591.07,83.78,0.8586,47.58,1
84,Ear+Jup+Ura,3,True,534,356.5,356.11,149.79,0.1676,282,356.63,357.61,79.07,0.9654,70.72,1
85,Mer+Ear+Jup+Ura,4,True,665,475.86,475.39,139.75,0.1024,403,472.96,473.72,85.21,0.9674,54.54,1
86,Ven+Ear+Jup+Ura,4,True,649,474.01,473.77,136.92,0.1804,391,474.38,475.2,82.42,1.0,54.49,1
87,Mer+Ven+Ear+Jup+Ura,5,True,780,592.71,592.38,131.6,0.1108,510,590.06,590.66,86.43,0.995,45.17,1
92,Ear+Mar+Jup+Ura,4,True,640,473.6,473.34,135.14,0.2436,418,474.85,475.58,88.03,0.9534,47.11,1
93,Mer+Ear+Mar+Jup+Ura,5,True,771,592.31,591.96,130.17,0.164,538,590.53,591.04,91.1,0.9526,39.06,1
94,Ven+Ear+Mar+Jup+Ura,5,True,754,590.48,590.35,127.69,0.2615,525,591.95,592.51,88.69,0.9786,39.0,1
95,Mer+Ven+Ear+Mar+Jup+Ura,6,True,885,708.54,708.31,124.9,0.1788,643,706.98,707.33,90.95,0.981,33.95,1
100,Ear+Sat+Ura,3,True,529,356.59,356.48,148.35,0.2056,261,356.04,357.32,73.31,0.961,75.04,1
101,Mer+Ear+Sat+Ura,4,True,660,475.93,475.75,138.68,0.128,383,472.34,473.42,81.09,0.973,57.59,1
102,Ven+Ear+Sat+Ura,4,True,643,474.1,474.14,135.63,0.2256,369,473.81,474.9,77.88,0.7634,57.75,1
103,Mer+Ven+Ear+Sat+Ura,5,True,774,592.78,592.74,130.57,0.1484,489,589.46,590.36,82.96,0.799,47.61,1
108,Ear+Mar+Sat+Ura,4,True,635,473.66,473.71,134.06,0.2911,400,474.31,475.29,84.33,0.9866,49.73,1
109,Mer+Ear+Mar+Sat+Ura,5,True,766,592.35,592.32,129.32,0.1956,521,589.95,590.75,88.31,0.9814,41.0,1
110,Ven+Ear+Mar+Sat+Ura,5,True,748,590.54,590.71,126.66,0.3147,506,591.41,592.22,85.56,0.937,41.1,1
111,Mer+Ven+Ear+Mar+Sat+Ura,6,True,879,708.58,708.66,124.05,0.222,625,706.41,707.04,88.48,0.9446,35.58,1
116,Ear+Jup+Sat+Ura,4,True,636,474.21,474.15,134.12,0.2755,411,473.51,474.88,86.8,0.9582,47.32,1
117,Mer+Ear+Jup+Sat+Ura,5,True,767,592.9,592.75,129.37,0.1948,532,589.17,590.33,90.3,0.9522,39.07,1
118,Ven+Ear+Jup+Sat+Ura,5,True,750,591.06,591.15,126.89,0.2947,518,590.61,591.81,87.71,0.9834,39.18,1
119,Mer+Ven+Ear+Jup+Sat+Ura,6,True,881,709.09,709.09,124.24,0.21,637,705.62,706.62,90.28,0.9866,33.97,1
124,Ear+Mar+Jup+Sat+Ura,5,True,742,590.63,590.72,125.63,0.3571,544,591.11,592.19,92.03,0.945,33.6,1
125,Mer+Ear+Mar+Jup+Sat+Ura,6,True,873,708.67,708.67,123.19,0.2627,664,706.11,707.0,94.04,0.9434,29.15,1
126,Ven+Ear+Mar+Jup+Sat+Ura,6,True,855,706.85,707.08,120.96,0.3739,649,707.55,708.47,91.73,0.9674,29.23,1
127,Mer+Ven+Ear+Mar+Jup+Sat+Ura,7,True,986,824.24,824.36,119.62,0.2747,767,821.91,822.65,93.32,0.967,26.31,1
132,Ear+Nep,2,True,429,239.13,238.65,179.4,0.0816,98,237.16,238.43,41.32,0.0196,138.08,1
133,Mer+Ear+Nep,3,True,558,359.13,358.58,155.38,0.0504,218,354.12,355.18,61.56,0.1096,93.82,1
134,Ven+Ear+Nep,3,True,542,357.31,356.96,151.69,0.1164,209,355.57,356.67,58.78,0.0256,92.91,1
