Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
4,Ear,1,True,113,45.42,45.77,248.81,0.3071,0,45.74,45.78,0.0,0.9226,248.81,1
5,Mer+Ear,2,True,161,91.07,91.51,176.79,0.2583,50,91.05,91.02,54.91,0.7407,121.88,1
6,Ven+Ear,2,True,162,90.9,91.28,178.22,0.2452,49,91.32,91.32,53.66,0.6723,124.56,1
7,Mer+Ven+Ear,3,True,210,136.3,136.76,154.07,0.21,98,136.37,136.3,71.86,0.7702,82.2,1
12,Ear+Mar,2,True,162,91.31,91.56,177.42,0.2595,49,90.91,91.06,53.9,0.6763,123.52,1
13,Mer+Ear+Mar,3,True,210,136.71,137.04,153.61,0.2064,99,135.97,136.05,72.81,0.7846,80.8,1
14,Ven+Ear+Mar,3,True,211,136.54,136.81,154.54,0.196,98,136.23,136.34,71.94,0.7491,82.6,1
15,Mer+Ven+Ear+Mar,4,True,259,181.69,182.04,142.55,0.1684,147,181.04,181.08,81.2,0.817,61.35,1
20,Ear+Jup,2,True,163,91.21,91.46,178.72,0.23,46,91.19,91.15,50.44,0.5239,128.27,1
21,Mer+Ear+Jup,3,True,211,136.6,136.94,154.46,0.1932,96,136.25,136.13,70.46,0.6867,84.01,1
22,Ven+Ear+Jup,3,True,211,136.44,136.72,154.65,0.1996,94,136.51,136.43,68.86,0.6143,85.78,1
23,Mer+Ven+Ear+Jup,4,True,259,181.59,181.94,142.63,0.1612,143,181.32,181.16,78.87,0.7263,63.76,1
28,Ear+Mar+Jup,3,True,212,136.83,136.99,154.93,0.1864,95,136.1,136.17,69.8,0.6483,85.13,1
29,Mer+Ear+Mar+Jup,4,True,260,181.98,182.22,142.87,0.1568,145,180.92,180.91,80.15,0.7626,62.73,1
30,Ven+Ear+Mar+Jup,4,True,260,181.81,181.99,143.0,0.1592,143,181.17,181.21,78.93,0.7083,64.07,1
31,Mer+Ven+Ear+Mar+Jup,5,True,308,226.71,226.97,135.85,0.1296,192,225.73,225.69,85.06,0.8006,50.8,1
36,Ear+Sat,2,True,167,91.05,91.38,183.41,0.1768,53,91.17,91.23,58.13,0.8274,125.28,1
37,Mer+Ear+Sat,3,True,215,136.44,136.86,157.58,0.1432,103,136.23,136.21,75.61,0.8854,81.98,1
38,Ven+Ear+Sat,3,True,216,136.28,136.64,158.5,0.128,101,136.49,136.51,74.0,0.8462,84.5,1
39,Mer+Ven+Ear+Sat,4,True,264,181.41,181.86,145.52,0.1136,150,181.29,181.24,82.74,0.8898,62.79,1
44,Ear+Mar+Sat,3,True,215,136.68,136.91,157.3,0.1504,102,136.08,136.25,74.95,0.8414,82.34,1
45,Mer+Ear+Mar+Sat,4,True,263,181.81,182.14,144.66,0.122,152,180.89,180.99,84.03,0.9142,60.63,1
46,Ven+Ear+Mar+Sat,4,True,264,181.65,181.92,145.33,0.1168,150,181.15,181.29,82.81,0.873,62.53,1
47,Mer+Ven+Ear+Mar+Sat,5,True,312,226.54,226.89,137.73,0.0908,199,225.7,225.77,88.17,0.9278,49.56,1
52,Ear+Jup+Sat,3,True,217,136.6,136.82,158.86,0.1204,99,136.35,136.34,72.6,0.7742,86.26,1
53,Mer+Ear+Jup+Sat,4,True,265,181.73,182.04,145.82,0.0964,149,181.17,181.07,82.24,0.8646,63.58,1
54,Ven+Ear+Jup+Sat,4,True,265,181.58,181.82,145.94,0.1044,146,181.42,181.37,80.48,0.7954,65.47,1
55,Mer+Ven+Ear+Jup+Sat,5,True,313,226.46,226.79,138.21,0.0776,195,225.98,225.85,86.29,0.867,51.92,1
60,Ear+Mar+Jup+Sat,4,True,265,181.97,182.09,145.63,0.1068,148,181.01,181.12,81.77,0.8226,63.87,1
61,Mer+Ear+Mar+Jup+Sat,5,True,313,226.84,227.06,137.98,0.0864,198,225.57,225.6,87.78,0.9098,50.2,1
62,Ven+Ear+Mar+Jup+Sat,5,True,313,226.69,226.84,138.08,0.09,195,225.82,225.9,86.35,0.8454,51.72,1
63,Mer+Ven+Ear+Mar+Jup+Sat,6,True,361,271.32,271.56,133.05,0.0672,244,270.13,270.13,90.33,0.9126,42.73,1
68,Ear+Ura,2,True,156,90.66,91.04,172.07,0.3151,56,91.21,91.34,61.4,0.9158,110.67,1
69,Mer+Ear+Ura,3,True,204,136.06,136.54,149.94,0.2819,104,136.27,136.33,76.32,0.899,73.62,1
70,Ven+Ear+Ura,3,True,205,135.9,136.3,150.85,0.2567,103,136.54,136.62,75.43,0.8886,75.41,1
71,Mer+Ven+Ear+Ura,4,True,253,181.05,181.54,139.74,0.22,150,181.35,181.37,82.71,0.893,57.03,1
76,Ear+Mar+Ura,3,True,205,136.3,136.57,150.4,0.2643,105,136.13,136.36,77.13,0.909,73.27,1
77,Mer+Ear+Mar+Ura,4,True,253,181.44,181.82,139.44,0.2228,153,180.94,181.11,84.56,0.9298,54.88,1
78,Ven+Ear+Mar+Ura,4,True,254,181.28,181.58,140.11,0.2128,152,181.21,181.4,83.88,0.9182,56.23,1
79,Mer+Ven+Ear+Mar+Ura,5,True,302,226.18,226.57,133.52,0.1804,199,225.77,225.89,88.14,0.9306,45.38,1
84,Ear+Jup+Ura,3,True,204,136.23,136.48,149.75,0.2691,102,136.43,136.45,74.76,0.8386,74.98,1
85,Mer+Ear+Jup+Ura,4,True,252,181.37,181.72,138.94,0.238,150,181.24,181.2,82.76,0.8674,56.18,1
86,Ven+Ear+Jup+Ura,4,True,252,181.22,181.49,139.06,0.2328,148,181.51,181.48,81.54,0.8326,57.52,1
