Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
4,Ear,1,True,136,64.3,64.03,211.5,0.5623,0,64.58,64.09,0.0,0.9422,211.5,1
5,Mer+Ear,2,True,194,127.53,127.25,152.12,0.6059,84,128.81,128.17,65.21,0.9702,86.9,1
6,Ven+Ear,2,True,208,127.98,127.73,162.53,0.4083,68,128.31,127.79,53.0,0.7015,109.53,1
7,Mer+Ven+Ear,3,True,266,190.87,190.6,139.36,0.4731,152,192.18,191.51,79.09,0.961,60.27,1
12,Ear+Mar,2,True,206,127.98,127.72,160.96,0.4419,56,128.2,127.82,43.68,0.2503,117.28,1
13,Mer+Ear+Mar,3,True,264,190.86,190.59,138.32,0.4851,140,192.06,191.55,72.89,0.8006,65.43,1
14,Ven+Ear+Mar,3,True,276,191.3,191.07,144.27,0.3303,124,191.59,191.17,64.72,0.4099,79.55,1
15,Mer+Ven+Ear+Mar,4,True,334,253.84,253.59,131.58,0.3863,208,255.1,254.54,81.54,0.8422,50.04,1
20,Ear+Jup,2,True,193,127.89,127.67,150.91,0.6095,75,128.36,127.87,58.43,0.8794,92.48,1
21,Mer+Ear+Jup,3,True,251,190.77,190.54,131.57,0.6487,159,192.21,191.59,82.72,0.9978,48.85,1
22,Ven+Ear+Jup,3,True,265,191.21,191.02,138.59,0.4911,143,191.72,191.22,74.59,0.8882,64.0,1
23,Mer+Ven+Ear+Jup,4,True,323,253.76,253.53,127.29,0.5343,227,255.22,254.58,88.94,0.9902,38.34,1
28,Ear+Mar+Jup,3,True,260,191.21,191.01,135.98,0.5427,131,191.65,191.25,68.35,0.5959,67.63,1
29,Mer+Ear+Mar+Jup,4,True,318,253.74,253.53,125.33,0.5807,215,255.14,254.62,84.27,0.9246,41.06,1
30,Ven+Ear+Mar+Jup,4,True,330,254.17,254.0,129.83,0.4411,199,254.67,254.25,78.14,0.6883,51.69,1
31,Mer+Ven+Ear+Mar+Jup,5,True,388,316.37,316.17,122.64,0.4883,283,317.81,317.26,89.05,0.9522,33.59,1
36,Ear+Sat,2,True,196,127.81,127.59,153.35,0.5859,66,128.39,127.89,51.41,0.6015,101.94,1
37,Mer+Ear+Sat,3,True,254,190.68,190.45,133.21,0.6203,149,192.25,191.6,77.5,0.9554,55.71,1
38,Ven+Ear+Sat,3,True,268,191.14,190.93,140.21,0.4519,134,191.78,191.24,69.87,0.7043,70.34,1
39,Mer+Ven+Ear+Sat,4,True,326,253.67,253.44,128.51,0.4919,217,255.29,254.6,85.0,0.9582,43.51,1
44,Ear+Mar+Sat,3,True,266,191.13,190.93,139.17,0.4663,122,191.66,191.27,63.65,0.3411,75.51,1
45,Mer+Ear+Mar+Sat,4,True,324,253.65,253.44,127.73,0.5159,205,255.16,254.63,80.34,0.7978,47.39,1
46,Ven+Ear+Mar+Sat,4,True,336,254.11,253.92,132.23,0.3679,190,254.71,254.27,74.6,0.4859,57.63,1
47,Mer+Ven+Ear+Mar+Sat,5,True,394,316.29,316.09,124.57,0.4171,273,317.85,317.28,85.89,0.8498,38.68,1
52,Ear+Jup+Sat,3,True,253,191.04,190.88,132.43,0.6363,141,191.81,191.31,73.51,0.855,58.92,1
53,Mer+Ear+Jup+Sat,4,True,311,253.56,253.38,122.65,0.6611,224,255.3,254.67,87.74,0.9946,34.91,1
54,Ven+Ear+Jup+Sat,4,True,325,254.01,253.87,127.95,0.5099,209,254.82,254.31,82.02,0.8854,45.93,1
55,Mer+Ven+Ear+Jup+Sat,5,True,383,316.19,316.03,121.13,0.5511,292,317.96,317.31,91.83,0.9878,29.29,1
60,Ear+Mar+Jup+Sat,4,True,320,254.0,253.86,125.99,0.5655,197,254.75,254.34,77.33,0.6451,48.65,1
61,Mer+Ear+Mar+Jup+Sat,5,True,378,316.17,316.02,119.56,0.5943,280,317.88,317.35,88.08,0.9338,31.47,1
62,Ven+Ear+Mar+Jup+Sat,5,True,390,316.62,316.5,123.18,0.4695,265,317.43,316.99,83.48,0.7283,39.69,1
63,Mer+Ven+Ear+Mar+Jup+Sat,6,True,448,378.46,378.32,118.38,0.5079,348,380.2,379.65,91.53,0.9662,26.85,1
68,Ear+Ura,2,True,210,128.3,127.9,163.68,0.3855,63,127.85,127.45,49.28,0.4875,114.41,1
69,Mer+Ear+Ura,3,True,266,191.21,190.78,139.12,0.4763,146,191.74,191.19,76.14,0.9246,62.97,1
70,Ven+Ear+Ura,3,True,281,191.63,191.24,146.64,0.2468,130,191.23,190.8,67.98,0.6015,78.66,1
71,Mer+Ven+Ear+Ura,4,True,337,254.2,253.77,132.57,0.3503,213,254.76,254.19,83.61,0.9222,48.97,1
76,Ear+Mar+Ura,3,True,280,191.61,191.23,146.13,0.2663,119,191.11,190.84,62.27,0.2767,83.86,1
77,Mer+Ear+Mar+Ura,4,True,336,254.17,253.77,132.2,0.3559,202,254.63,254.23,79.33,0.7415,52.86,1
78,Ven+Ear+Mar+Ura,4,True,349,254.59,254.23,137.08,0.192,186,254.14,253.84,73.19,0.4027,63.9,1
79,Mer+Ven+Ear+Mar+Ura,5,True,405,316.81,316.41,127.84,0.2779,269,317.31,316.87,84.77,0.7826,43.06,1
84,Ear+Jup+Ura,3,True,267,191.54,191.19,139.39,0.4675,138,191.34,190.88,72.12,0.8034,67.27,1
85,Mer+Ear+Jup+Ura,4,True,323,254.1,253.72,127.11,0.5347,221,254.85,254.27,86.72,0.9878,40.4,1
86,Ven+Ear+Jup+Ura,4,True,338,254.52,254.18,132.8,0.3439,205,254.34,253.88,80.6,0.8322,52.2,1
87,Mer+Ven+Ear+Jup+Ura,5,True,394,316.75,316.36,124.39,0.4239,288,317.5,316.91,90.71,0.9894,33.68,1
92,Ear+Mar+Jup+Ura,4,True,334,254.49,254.17,131.24,0.3899,194,254.26,253.91,76.3,0.5787,54.94,1
93,Mer+Ear+Mar+Jup+Ura,5,True,390,316.7,316.35,123.14,0.4611,277,317.41,316.95,87.27,0.899,35.88,1
94,Ven+Ear+Mar+Jup+Ura,5,True,403,317.12,316.81,127.08,0.3075,261,316.92,316.56,82.35,0.6567,44.73,1
95,Mer+Ven+Ear+Mar+Jup+Ura,6,True,459,379.0,378.65,121.11,0.3767,344,379.73,379.24,90.59,0.923,30.52,1
100,Ear+Sat+Ura,3,True,260,191.39,191.1,135.84,0.5523,129,191.25,190.9,67.45,0.5595,68.39,1
101,Mer+Ear+Sat+Ura,4,True,316,253.94,253.63,124.44,0.6123,211,254.77,254.28,82.82,0.9058,41.62,1
102,Ven+Ear+Sat+Ura,4,True,331,254.38,254.1,130.12,0.4331,196,254.28,253.9,77.08,0.6515,53.04,1
103,Mer+Ven+Ear+Sat+Ura,5,True,387,316.59,316.27,122.24,0.5035,278,317.45,316.93,87.57,0.929,34.67,1
108,Ear+Mar+Sat+Ura,4,True,330,254.35,254.09,129.74,0.4311,185,254.15,253.94,72.79,0.3683,56.95,1
109,Mer+Ear+Mar+Sat+Ura,5,True,386,316.55,316.27,121.94,0.5023,267,317.31,316.97,84.14,0.7702,37.79,1
110,Ven+Ear+Mar+Sat+Ura,5,True,399,316.99,316.73,125.87,0.3447,252,316.85,316.59,79.53,0.4711,46.34,1
111,Mer+Ven+Ear+Mar+Sat+Ura,6,True,455,378.86,378.56,120.1,0.4175,334,379.66,379.26,87.97,0.8102,32.12,1
116,Ear+Jup+Sat+Ura,4,True,317,254.28,254.04,124.67,0.6055,204,254.37,253.98,80.2,0.821,44.47,1
