Body,Window,Type,k_obs,k_exp,Ratio_Freq,Avg_Area,Ratio_Amp,p_val,Effect,Stage,p_adj_bh,sig_fdr
20000021_lon,6,Opposition,1338,1303.68,102.63,330.45,108.83999633789062,0.3405537113086382,Enhancement,Flare_All,0.5828702283567184,False
20000021_lon,7,Conjunction,1503,1514.75,99.22,264.25,87.04000091552734,0.7708610045520627,Suppression,Flare_All,0.8576103198791467,False
20000021_lon,7,Opposition,1535,1521.17,100.91,309.32,101.87999725341795,0.7247327005188495,Enhancement,Flare_All,0.8820937982589688,False
20000021_lon,8,Conjunction,1731,1731.13,99.99,260.61,85.83999633789062,1.0,Suppression,Flare_All,1.0,False
20000021_lon,8,Opposition,1755,1738.68,100.94,312.92,103.06999969482422,0.6955793670049076,Enhancement,Flare_All,0.8555078513871384,False
20000021_lon,9,Conjunction,1971,1947.59,101.2,267.12,87.98999786376953,0.5925714541844922,Enhancement,Flare_All,0.7195215843007972,False
20000021_lon,9,Opposition,1995,1956.21,101.98,306.66,101.01000213623048,0.3739491372339251,Enhancement,Flare_All,0.5936062523977551,False
20000021_lon,10,Conjunction,2202,2164.14,101.75,260.54,85.81999969482422,0.408059107221496,Enhancement,Flare_All,0.5721618720646111,False
20000021_lon,10,Opposition,2226,2173.75,102.4,298.48,98.30999755859376,0.2537633016131176,Enhancement,Flare_All,0.46414318163898094,False
20000022_lon,1,Conjunction,230,217.6,105.7,256.91,84.62000274658203,0.4162054431155704,Enhancement,Flare_All,0.7908916084507555,False
20000022_lon,1,Opposition,209,216.28,96.63,432.44,142.44000244140625,0.6502349843451993,Suppression,Flare_All,0.9213978613016198,False
20000022_lon,2,Conjunction,498,434.99,114.49,259.94,85.62000274658203,0.0031329298018175,Enhancement,Flare_All,0.143928730395298,False
20000022_lon,2,Opposition,423,432.87,97.72,401.91,132.3800048828125,0.655301738593374,Suppression,Flare_All,0.894246421472398,False
20000022_lon,3,Conjunction,720,652.12,110.41,255.0,83.98999786376953,0.0086869521413838,Enhancement,Flare_All,0.12923484129353488,False
20000022_lon,3,Opposition,624,649.29,96.11,365.1,120.26000213623048,0.3266955666779563,Suppression,Flare_All,0.6531310477304935,False
20000022_lon,4,Conjunction,934,869.58,107.41,252.92,83.30999755859375,0.0298436314871515,Enhancement,Flare_All,0.15748564994233324,False
20000022_lon,4,Opposition,827,866.11,95.48,352.81,116.20999908447266,0.1832152407714439,Suppression,Flare_All,0.45673798820779654,False
20000022_lon,5,Conjunction,1161,1086.87,106.82,270.39,89.05999755859375,0.0247257249532995,Enhancement,Flare_All,0.12621432149363992,False
20000022_lon,5,Opposition,1046,1082.5,96.63,346.25,114.0500030517578,0.2665955889623396,Suppression,Flare_All,0.5325093477738804,False
20000022_lon,6,Conjunction,1364,1304.33,104.57,284.09,93.56999969482422,0.0971378298393467,Enhancement,Flare_All,0.23932064701744407,False
20000022_lon,6,Opposition,1264,1298.88,97.31,332.69,109.58000183105467,0.3320790663112666,Suppression,Flare_All,0.5725514407418326,False
20000022_lon,7,Conjunction,1579,1521.54,103.78,285.3,93.97000122070312,0.1376111203420965,Enhancement,Flare_All,0.28890936824510044,False
20000022_lon,7,Opposition,1469,1515.14,96.95,316.7,104.30999755859376,0.2310262891233578,Suppression,Flare_All,0.451174552778812,False
20000022_lon,8,Conjunction,1806,1738.87,103.86,276.86,91.19000244140624,0.103392657626819,Enhancement,Flare_All,0.2198570055330686,False
20000022_lon,8,Opposition,1680,1731.57,97.02,307.0,101.12000274658205,0.2085214356680331,Suppression,Flare_All,0.42137917280862863,False
20000022_lon,9,Conjunction,2045,1956.49,104.52,286.87,94.48999786376952,0.042267126155956,Enhancement,Flare_All,0.11664531988622487,False
20000022_lon,9,Opposition,1912,1947.92,98.16,312.24,102.8499984741211,0.4109776837309376,Suppression,Flare_All,0.6293599431252201,False
20000022_lon,10,Conjunction,2269,2174.01,104.37,276.19,90.97000122070312,0.0380166415788166,Enhancement,Flare_All,0.10142437315544388,False
20000022_lon,10,Opposition,2114,2163.94,97.69,302.9,99.7699966430664,0.273898115492185,Suppression,Flare_All,0.49175730620550917,False
20000023_lon,1,Conjunction,229,217.26,105.4,428.56,141.16000366210938,0.4417463926123109,Enhancement,Flare_All,0.8030459740828761,False
20000023_lon,1,Opposition,215,215.84,99.61,231.86,76.37000274658203,0.9906824200507478,Suppression,Flare_All,1.0,False
20000023_lon,2,Conjunction,445,434.26,102.47,318.22,104.81999969482422,0.6169730668656703,Enhancement,Flare_All,0.8507902419303099,False
20000023_lon,2,Opposition,429,431.59,99.4,217.9,71.7699966430664,0.9257864226208355,Suppression,Flare_All,1.0,False
20000023_lon,3,Conjunction,651,651.23,99.97,308.62,101.6500015258789,1.0,Suppression,Flare_All,1.0,False
20000023_lon,3,Opposition,636,646.86,98.32,211.08,69.52999877929688,0.685109830346938,Suppression,Flare_All,0.9170303101517729,False
20000023_lon,4,Conjunction,868,868.5,99.94,302.09,99.5,1.0,Suppression,Flare_All,1.0,False
20000023_lon,4,Opposition,860,862.32,99.73,261.79,86.2300033569336,0.9543366068294364,Suppression,Flare_All,1.0,False
20000023_lon,5,Conjunction,1055,1085.77,97.17,288.36,94.9800033569336,0.3518553264206887,Suppression,Flare_All,0.5654300615937404,False
20000023_lon,5,Opposition,1087,1077.92,100.84,291.01,95.8499984741211,0.7876095857687153,Enhancement,Flare_All,0.9134412792577733,False
20000023_lon,6,Conjunction,1278,1303.07,98.08,305.56,100.6500015258789,0.4902177324025112,Suppression,Flare_All,0.6645079514229618,False
20000023_lon,6,Opposition,1299,1293.61,100.42,300.09,98.8499984741211,0.8865389782875563,Enhancement,Flare_All,0.9605198566891646,False
20000023_lon,7,Conjunction,1491,1520.47,98.06,319.78,105.33000183105467,0.4495128606217858,Suppression,Flare_All,0.6202642122714042,False
20000023_lon,7,Opposition,1505,1509.17,99.72,298.06,98.18000030517578,0.9263772962273612,Suppression,Flare_All,0.985002211933693,False
20000023_lon,8,Conjunction,1720,1737.82,98.97,316.1,104.12000274658205,0.6731016176641823,Suppression,Flare_All,0.802583760909506,False
20000023_lon,8,Opposition,1735,1724.44,100.61,315.84,104.02999877929688,0.8015408115749576,Enhancement,Flare_All,0.908568031698174,False
20000023_lon,9,Conjunction,1949,1955.0,99.69,316.48,104.23999786376952,0.9011269051420318,Suppression,Flare_All,0.9549255263445412,False
20000023_lon,9,Opposition,1960,1939.91,101.04,316.32,104.19000244140624,0.6462434313462753,Enhancement,Flare_All,0.7923329982440204,False
20000023_lon,10,Conjunction,2161,2172.3,99.48,303.53,99.9800033569336,0.8140116952896574,Suppression,Flare_All,0.8854361198067165,False
20000023_lon,10,Opposition,2175,2155.46,100.91,320.06,105.41999816894533,0.6710881011956523,Enhancement,Flare_All,0.8215043997395054,False
20000024_lon,1,Conjunction,209,216.94,96.34,157.7,51.93999862670898,0.6184651343973246,Suppression,Flare_All,0.8814713808358016,False
20000024_lon,1,Opposition,267,216.0,123.61,292.13,96.22000122070312,0.0008542800685188,Enhancement,Flare_All,0.1265016892561279,False
20000024_lon,2,Conjunction,416,433.94,95.87,218.12,71.8499984741211,0.4012286474610464,Suppression,Flare_All,0.7028584700924987,False
20000024_lon,2,Opposition,494,431.91,114.38,256.68,84.55000305175781,0.0034793235828091,Enhancement,Flare_All,0.1002786419467337,False
20000024_lon,3,Conjunction,594,651.31,91.2,247.12,81.4000015258789,0.0230949006548436,Suppression,Flare_All,0.17335926630428986,False
20000024_lon,3,Opposition,730,648.02,112.65,237.71,78.30000305175781,0.0015200891897267,Enhancement,Flare_All,0.04765957085594002,True
20000024_lon,4,Conjunction,787,868.21,90.65,248.89,81.9800033569336,0.0049820265485479,Suppression,Flare_All,0.06594852092230355,False
20000024_lon,4,Opposition,959,864.34,110.95,253.91,83.62999725341797,0.0014267514132885,Enhancement,Flare_All,0.02932349615206101,True
20000024_lon,5,Conjunction,990,1085.15,91.23,253.91,83.62999725341797,0.0031580245017269,Suppression,Flare_All,0.039149478346804906,True
20000024_lon,5,Opposition,1166,1080.6,107.9,250.98,82.66999816894531,0.00954512800381,Enhancement,Flare_All,0.06597119443341247,False
20000024_lon,6,Conjunction,1173,1301.97,90.09,251.61,82.87999725341797,0.000236047665781,Suppression,Flare_All,0.004982519647971919,True
20000024_lon,6,Opposition,1381,1296.69,106.5,254.45,83.80999755859375,0.0189016760565989,Enhancement,Flare_All,0.0911247469148379,False
20000024_lon,7,Conjunction,1374,1518.77,90.47,272.07,89.62000274658203,0.000127205269434,Suppression,Flare_All,0.0028384947265129717,True
20000024_lon,7,Opposition,1613,1512.92,106.62,262.37,86.41999816894531,0.0096402991272063,Enhancement,Flare_All,0.05416599725430303,False
20000024_lon,8,Conjunction,1586,1736.0,91.36,273.19,89.9800033569336,0.0002000661977601,Suppression,Flare_All,0.00296279641172754,True
20000024_lon,8,Opposition,1841,1729.15,106.47,280.98,92.5500030517578,0.0066157264016083,Enhancement,Flare_All,0.0374411762293919,True
20000024_lon,9,Conjunction,1786,1953.29,91.44,265.29,87.37999725341797,8.757123763600581e-05,Suppression,Flare_All,0.0013678627318744108,True
20000024_lon,9,Opposition,2086,1945.07,107.25,287.03,94.54000091552734,0.0012208266962703,Enhancement,Flare_All,0.010143251593479834,True
20000024_lon,10,Conjunction,1974,2170.4,90.95,266.69,87.83999633789062,1.1476518990743132e-05,Suppression,Flare_All,0.0002636223921108937,True
20000024_lon,10,Opposition,2350,2161.05,108.74,280.46,92.37999725341795,3.8038202854003496e-05,Enhancement,Flare_All,0.0005825065966466026,True
20000025_lon,1,Conjunction,240,215.67,111.28,359.5,118.41000366210938,0.1075200751922315,Enhancement,Flare_All,0.4882161553786791,False
20000025_lon,1,Opposition,221,217.43,101.64,332.13,109.4000015258789,0.8264346330845463,Enhancement,Flare_All,0.9800756655226793,False
20000025_lon,2,Conjunction,438,431.09,101.6,316.37,104.20999908447266,0.750870205961041,Enhancement,Flare_All,0.9049839982339091,False
20000025_lon,2,Opposition,444,434.96,102.08,309.59,101.97000122070312,0.6756100583433238,Enhancement,Flare_All,0.9004291050616653,False
20000025_lon,3,Conjunction,646,646.26,99.96,303.96,100.12000274658205,1.0,Suppression,Flare_All,1.0,False
20000025_lon,3,Opposition,676,652.6,103.59,292.12,96.22000122070312,0.3653792659559786,Enhancement,Flare_All,0.6960029431990715,False
20000025_lon,4,Conjunction,884,861.74,102.58,319.71,105.30999755859376,0.4520604570700182,Enhancement,Flare_All,0.6949984586056775,False
20000025_lon,4,Opposition,900,870.19,103.43,282.4,93.0199966430664,0.31499923673098,Enhancement,Flare_All,0.6077076617887481,False
20000025_lon,5,Conjunction,1114,1077.04,103.43,309.25,101.86000061035156,0.2604475778929214,Enhancement,Flare_All,0.47743749899574284,False
20000025_lon,5,Opposition,1112,1087.68,102.24,286.31,94.30999755859376,0.4624512223153632,Enhancement,Flare_All,0.7237964020607187,False
20000025_lon,6,Conjunction,1324,1292.38,102.45,292.51,96.3499984741211,0.3781754556444548,Enhancement,Flare_All,0.577994189546613,False
20000025_lon,6,Opposition,1344,1304.94,102.99,286.36,94.31999969482422,0.2779570879775873,Enhancement,Flare_All,0.5193408749054921,False
20000025_lon,7,Conjunction,1545,1507.79,102.47,281.57,92.75,0.3348044056443983,Enhancement,Flare_All,0.5110955930749616,False
20000025_lon,7,Opposition,1541,1522.17,101.24,299.57,98.66999816894533,0.6295793383360848,Enhancement,Flare_All,0.8106397145265452,False
20000025_lon,8,Conjunction,1757,1722.96,101.98,294.55,97.0199966430664,0.4078015738983656,Enhancement,Flare_All,0.5758614053263921,False
20000025_lon,8,Opposition,1754,1739.64,100.83,296.73,97.73999786376952,0.7314600094302602,Enhancement,Flare_All,0.877527292419406,False
20000025_lon,9,Conjunction,1986,1938.78,102.44,292.42,96.31999969482422,0.2766443536313424,Enhancement,Flare_All,0.4364833135072291,False
20000025_lon,9,Opposition,1962,1956.87,100.26,307.48,101.27999877929688,0.911732719958922,Enhancement,Flare_All,0.9576845349622967,False
20000025_lon,10,Conjunction,2199,2154.64,102.06,307.38,101.25,0.3309178640543707,Enhancement,Flare_All,0.4970131765893529,False
20000025_lon,10,Opposition,2158,2174.25,99.25,311.2,102.5,0.7303016588068582,Suppression,Flare_All,0.8578854816496715,False
20000026_lon,1,Conjunction,190,216.9,87.6,307.95,101.43000030517578,0.0680903784898449,Suppression,Flare_All,0.48295198761510383,False
20000026_lon,1,Opposition,203,217.07,93.52,252.07,83.02999877929688,0.3565531204978441,Suppression,Flare_All,0.7994644503118583,False
20000026_lon,2,Conjunction,390,433.41,89.98,281.85,92.83999633789062,0.0357158891133732,Suppression,Flare_All,0.2999366601886502,False
20000026_lon,2,Opposition,437,434.43,100.59,283.91,93.5199966430664,0.9144583995548408,Enhancement,Flare_All,1.0,False
20000026_lon,3,Conjunction,602,650.18,92.59,245.91,81.0,0.0570812714338696,Suppression,Flare_All,0.2547455599420123,False
20000026_lon,3,Opposition,685,651.33,105.17,249.78,82.2699966430664,0.1914457249254424,Enhancement,Flare_All,0.5085684053291514,False
20000026_lon,4,Conjunction,811,866.81,93.56,274.01,90.25,0.0555574878806823,Suppression,Flare_All,0.21374580312715702,False
20000026_lon,4,Opposition,923,868.36,106.29,251.33,82.77999877929688,0.0650250300781421,Enhancement,Flare_All,0.25140865589618305,False
20000026_lon,5,Conjunction,1043,1083.6,96.25,264.55,87.13999938964844,0.215666170452002,Suppression,Flare_All,0.42427022449121804,False
20000026_lon,5,Opposition,1145,1085.28,105.5,256.1,84.36000061035156,0.0699442339553414,Enhancement,Flare_All,0.23245296476221972,False
20000026_lon,6,Conjunction,1257,1300.22,96.68,283.01,93.22000122070312,0.2273785830170233,Suppression,Flare_All,0.41906227134047913,False
20000026_lon,6,Opposition,1355,1302.26,104.05,261.47,86.12000274658203,0.1422861985522678,Enhancement,Flare_All,0.3448332348293199,False
20000026_lon,7,Conjunction,1462,1516.92,96.38,294.77,97.08999633789062,0.1528868179591117,Suppression,Flare_All,0.31169761763833403,False
20000026_lon,7,Opposition,1559,1519.51,102.6,261.64,86.18000030517578,0.3076397493644096,Enhancement,Flare_All,0.5327420049969044,False
20000026_lon,8,Conjunction,1676,1733.81,96.67,295.84,97.44000244140624,0.1580592724907018,Suppression,Flare_All,0.30108363857375153,False
20000026_lon,8,Opposition,1771,1736.64,101.98,257.74,84.9000015258789,0.4052381183910477,Enhancement,Flare_All,0.626714792996848,False
20000026_lon,9,Conjunction,1889,1950.82,96.83,293.25,96.58999633789062,0.1532902749433951,Suppression,Flare_All,0.2992992618269789,False
20000026_lon,9,Opposition,2020,1953.79,103.39,275.23,90.66000366210938,0.1283229214225708,Enhancement,Flare_All,0.2937414011268221,False
20000026_lon,10,Conjunction,2094,2167.47,96.61,293.93,96.80999755859376,0.1056159347097655,Suppression,Flare_All,0.22293525677926176,False
20000026_lon,10,Opposition,2236,2170.89,103.0,287.25,94.61000061035156,0.1545378847729129,Enhancement,Flare_All,0.33340908289404686,False
20000027_lon,1,Conjunction,195,217.51,89.65,356.15,117.30999755859376,0.1307409624652671,Suppression,Flare_All,0.5174990990739519,False
20000027_lon,1,Opposition,245,216.04,113.4,304.24,100.20999908447266,0.0558398485465439,Enhancement,Flare_All,0.4279536121746938,False
20000027_lon,2,Conjunction,424,434.89,97.5,313.96,103.41000366210938,0.6204726906034497,Suppression,Flare_All,0.8516505647825908,False
20000027_lon,2,Opposition,471,431.71,109.1,299.87,98.7699966430664,0.0631127871851634,Enhancement,Flare_All,0.3483996251254568,False
20000027_lon,3,Conjunction,665,652.28,101.95,311.4,102.56999969482422,0.6259311014906511,Enhancement,Flare_All,0.8398478572012649,False
20000027_lon,3,Opposition,730,647.38,112.76,280.25,92.30999755859376,0.0013905183402193,Enhancement,Flare_All,0.04765957085594002,True
20000027_lon,4,Conjunction,870,869.42,100.07,308.14,101.5,0.9935159967942568,Enhancement,Flare_All,1.0,False
20000027_lon,4,Opposition,941,862.75,109.07,253.89,83.62999725341797,0.0081880441669294,Enhancement,Flare_All,0.07266889198149842,False
20000027_lon,5,Conjunction,1087,1086.72,100.03,285.3,93.97000122070312,1.0,Enhancement,Flare_All,1.0,False
20000027_lon,5,Opposition,1142,1078.23,105.91,241.38,79.51000213623047,0.0522920405047593,Enhancement,Flare_All,0.19264190393498593,False
20000027_lon,6,Conjunction,1294,1303.9,99.24,284.94,93.8499984741211,0.7942809818335606,Suppression,Flare_All,0.8824088859345816,False
20000027_lon,6,Opposition,1364,1293.88,105.42,244.37,80.48999786376953,0.0504604293745247,Enhancement,Flare_All,0.17913452427956267,False
20000027_lon,7,Conjunction,1524,1521.09,100.19,266.48,87.7699966430664,0.94660474537301,Enhancement,Flare_All,0.9703459950187636,False
20000027_lon,7,Opposition,1598,1510.1,105.82,252.07,83.02999877929688,0.0227767865917937,Enhancement,Flare_All,0.09847846336600491,False
20000027_lon,8,Conjunction,1747,1738.67,100.48,274.69,90.4800033569336,0.8448741011085046,Enhancement,Flare_All,0.9333050536997767,False
20000027_lon,8,Opposition,1798,1726.11,104.16,259.33,85.41999816894531,0.0801355176831946,Enhancement,Flare_All,0.22193560039210986,False
20000027_lon,9,Conjunction,1947,1955.77,99.55,273.85,90.1999969482422,0.8504791267015501,Suppression,Flare_All,0.9199781135095716,False
20000027_lon,9,Opposition,2018,1942.03,103.91,265.95,87.5999984741211,0.0801700509421809,Enhancement,Flare_All,0.21011009995249422,False
20000027_lon,10,Conjunction,2148,2173.11,98.84,270.82,89.19999694824219,0.5885322892267103,Suppression,Flare_All,0.720444698880973,False
20000027_lon,10,Opposition,2230,2158.04,103.33,261.35,86.08999633789062,0.1146327412360207,Enhancement,Flare_All,0.27295174056503707,False
20000028_lon,1,Conjunction,236,217.21,108.65,246.82,81.30000305175781,0.2153949486318902,Enhancement,Flare_All,0.6230498328944676,False
20000028_lon,1,Opposition,195,217.21,89.77,407.38,134.19000244140625,0.1358360327740669,Suppression,Flare_All,0.5680987588983274,False
20000028_lon,2,Conjunction,449,434.35,103.37,235.9,77.69999694824219,0.4920114145931045,Enhancement,Flare_All,0.7810181195065338,False
20000028_lon,2,Opposition,400,433.65,92.24,336.7,110.9000015258789,0.1066439677604295,Suppression,Flare_All,0.42779845106503195,False
20000028_lon,3,Conjunction,675,651.38,103.63,251.47,82.83000183105469,0.3603824023196785,Enhancement,Flare_All,0.6590158591094424,False
20000028_lon,3,Opposition,625,649.95,96.16,322.62,106.2699966430664,0.3336134527538318,Suppression,Flare_All,0.6579598651533906,False
20000028_lon,4,Conjunction,898,868.89,103.35,256.85,84.5999984741211,0.3261259100580465,Enhancement,Flare_All,0.5689421832323573,False
20000028_lon,4,Opposition,849,866.43,97.99,339.68,111.88999938964844,0.563250377863558,Suppression,Flare_All,0.8024453317575634,False
20000028_lon,5,Conjunction,1126,1086.56,103.63,287.35,94.6500015258789,0.2316589257456882,Enhancement,Flare_All,0.4434451495278982,False
20000028_lon,5,Opposition,1077,1082.83,99.46,315.77,104.01000213623048,0.8732156227452741,Suppression,Flare_All,0.9499705922141023,False
20000028_lon,6,Conjunction,1360,1303.75,104.31,289.46,95.33999633789062,0.1177876266380779,Enhancement,Flare_All,0.26977166100979133,False
20000028_lon,6,Opposition,1302,1299.28,100.21,322.65,106.27999877929688,0.9466015113885252,Enhancement,Flare_All,0.9883633427733132,False
20000028_lon,7,Conjunction,1568,1520.87,103.1,278.45,91.72000122070312,0.2233517223656972,Enhancement,Flare_All,0.39917092715700114,False
20000028_lon,7,Opposition,1522,1515.95,100.4,313.47,103.25,0.8813347779460857,Enhancement,Flare_All,0.9688771372484962,False
20000028_lon,8,Conjunction,1802,1737.92,103.69,278.2,91.62999725341795,0.1199553468130662,Enhancement,Flare_All,0.2427075799507894,False
20000028_lon,8,Opposition,1750,1732.69,101.0,338.73,111.56999969482422,0.677229278046458,Enhancement,Flare_All,0.8449138436969389,False
20000028_lon,9,Conjunction,2018,1954.77,103.23,284.91,93.83999633789062,0.1465251868423984,Enhancement,Flare_All,0.2897118251238308,False
20000028_lon,9,Opposition,1994,1949.42,102.29,356.23,117.33999633789062,0.305778402649498,Enhancement,Flare_All,0.5225665918364507,False
20000028_lon,10,Conjunction,2291,2171.82,105.49,283.73,93.45999908447266,0.0092697581016343,Enhancement,Flare_All,0.03892301654503434,True
20000028_lon,10,Opposition,2216,2165.95,102.31,351.93,115.91999816894533,0.2735266021390407,Enhancement,Flare_All,0.49175730620550917,False
20000029_lon,1,Conjunction,195,216.83,89.93,238.92,78.69999694824219,0.142705501179494,Suppression,Flare_All,0.5327063456441443,False
20000029_lon,1,Opposition,228,216.7,105.21,291.84,96.12999725341795,0.4589337151504072,Enhancement,Flare_All,0.8806565885318626,False
20000029_lon,2,Conjunction,407,433.79,93.82,264.08,86.9800033569336,0.202450426210538,Suppression,Flare_All,0.5003600723747791,False
20000029_lon,2,Opposition,424,433.16,97.89,243.07,80.05999755859375,0.6805578308005357,Suppression,Flare_All,0.9039382072367659,False
20000029_lon,3,Conjunction,604,651.08,92.77,255.86,84.27999877929688,0.0633357462395235,Suppression,Flare_All,0.2634463803612668,False
20000029_lon,3,Opposition,641,649.63,98.67,259.22,85.37999725341797,0.7521759101437492,Suppression,Flare_All,0.9412058415189541,False
20000029_lon,4,Conjunction,793,867.77,91.38,260.82,85.91000366210938,0.0098511520831036,Suppression,Flare_All,0.09300341756311038,False
20000029_lon,4,Opposition,833,866.09,96.18,292.53,96.36000061035156,0.262209230323385,Suppression,Flare_All,0.5476958109940055,False
20000029_lon,5,Conjunction,1011,1084.45,93.23,257.3,84.75,0.0234021897962853,Suppression,Flare_All,0.12349398804661363,False
20000029_lon,5,Opposition,1055,1082.57,97.45,280.68,92.4499969482422,0.4048545964154049,Suppression,Flare_All,0.6741821744145655,False
20000029_lon,6,Conjunction,1208,1301.15,92.84,254.89,83.95999908447266,0.0083163322373534,Suppression,Flare_All,0.0506043869320639,False
20000029_lon,6,Opposition,1287,1298.9,99.08,307.34,101.2300033569336,0.7506717806662769,Suppression,Flare_All,0.8882949404550944,False
20000029_lon,7,Conjunction,1418,1517.74,93.43,267.05,87.95999908447266,0.0087367341968175,Suppression,Flare_All,0.0470578579842377,True
20000029_lon,7,Opposition,1471,1515.31,97.08,327.23,107.77999877929688,0.250421404594639,Suppression,Flare_All,0.4724133260589688,False
20000029_lon,8,Conjunction,1627,1734.84,93.78,264.4,87.08999633789062,0.0078307609554156,Suppression,Flare_All,0.0387077487732885,True
20000029_lon,8,Opposition,1702,1731.7,98.28,313.68,103.31999969482422,0.4739277210007943,Suppression,Flare_All,0.6854399075955933,False
20000029_lon,9,Conjunction,1824,1952.06,93.44,258.93,85.29000091552734,0.0027901599488907,Suppression,Flare_All,0.01757350742002933,True
20000029_lon,9,Opposition,1920,1948.37,98.54,317.69,104.63999938964844,0.5183790687553635,Suppression,Flare_All,0.7203808766867241,False
20000029_lon,10,Conjunction,2008,2168.91,92.58,259.74,85.55000305175781,0.0003392686455581,Suppression,Flare_All,0.0034503207484161006,True
20000029_lon,10,Opposition,2135,2164.66,98.63,312.63,102.97000122070312,0.5203133875542514,Suppression,Flare_All,0.7116720764971459,False
20000030_lon,1,Conjunction,177,217.5,81.38,310.0,102.11000061035156,0.0051416571645035,Suppression,Flare_All,0.2878060539799006,False
20000030_lon,1,Opposition,232,216.3,107.26,266.81,87.87999725341797,0.3003135538948754,Enhancement,Flare_All,0.7526072181950367,False
20000030_lon,2,Conjunction,422,434.56,97.11,427.16,140.6999969482422,0.5642964415708885,Suppression,Flare_All,0.818097314419421,False
20000030_lon,2,Opposition,468,432.47,108.21,238.85,78.66999816894531,0.0930472591115608,Enhancement,Flare_All,0.4105644596956439,False
20000030_lon,3,Conjunction,640,651.75,98.2,385.89,127.11000061035156,0.6604253726812348,Suppression,Flare_All,0.8529449021036413,False
20000030_lon,3,Opposition,689,648.81,106.19,269.16,88.66000366210938,0.1182145638472177,Enhancement,Flare_All,0.4079118280499223,False
20000030_lon,4,Conjunction,838,868.74,96.46,356.25,117.33999633789062,0.2992696248957607,Suppression,Flare_All,0.5460971426252081,False
20000030_lon,4,Opposition,890,865.3,102.85,253.3,83.43000030517578,0.4045011146898938,Enhancement,Flare_All,0.7147406574045408,False
20000030_lon,5,Conjunction,1024,1085.84,94.3,359.63,118.45999908447266,0.0573255367816617,Suppression,Flare_All,0.19619883454411213,False
20000030_lon,5,Opposition,1101,1081.95,101.76,262.34,86.41000366210938,0.5652325708187029,Enhancement,Flare_All,0.7939687730385018,False
20000030_lon,6,Conjunction,1227,1302.98,94.17,365.09,120.25,0.0321443614527268,Suppression,Flare_All,0.12011840332334751,False
20000030_lon,6,Opposition,1320,1298.56,101.65,294.86,97.12000274658205,0.552616378520332,Enhancement,Flare_All,0.7734648595418984,False
20000030_lon,7,Conjunction,1446,1519.89,95.14,351.39,115.73999786376952,0.0534555820827203,Suppression,Flare_All,0.15452086629925144,False
20000030_lon,7,Opposition,1533,1515.22,101.17,292.5,96.3499984741211,0.648336896940635,Enhancement,Flare_All,0.8287252316049688,False
20000030_lon,8,Conjunction,1659,1737.15,95.5,346.89,114.26000213623048,0.0553833702500981,Suppression,Flare_All,0.1481315485113925,False
20000030_lon,8,Opposition,1701,1731.83,98.22,296.24,97.58000183105467,0.4570156913654009,Suppression,Flare_All,0.6659948196704586,False
20000030_lon,9,Conjunction,1875,1954.34,95.94,336.02,110.68000030517578,0.0660402430566174,Suppression,Flare_All,0.16047346482569289,False
20000030_lon,9,Opposition,1927,1948.34,98.9,291.86,96.12999725341795,0.6299950628363495,Suppression,Flare_All,0.7845068212056595,False
20000030_lon,10,Conjunction,2078,2171.69,95.69,328.46,108.19000244140624,0.0385774602940077,Suppression,Flare_All,0.10247957989666671,False
20000030_lon,10,Opposition,2120,2164.66,97.94,288.24,94.94000244140624,0.3288480173796571,Suppression,Flare_All,0.5350631282781504,False
20000031_lon,1,Conjunction,227,217.48,104.38,337.49,111.16000366210938,0.5350578589065186,Enhancement,Flare_All,0.842835342915747,False
20000031_lon,1,Opposition,241,215.62,111.77,330.41,108.83000183105467,0.0930900383581047,Enhancement,Flare_All,0.4989921278881036,False
20000031_lon,2,Conjunction,408,435.16,93.76,292.13,96.22000122070312,0.1968585786899814,Suppression,Flare_All,0.5001618346189663,False
20000031_lon,2,Opposition,476,431.58,110.29,356.95,117.56999969482422,0.0357622232183769,Enhancement,Flare_All,0.25803335751821876,False
20000031_lon,3,Conjunction,595,653.04,91.11,349.43,115.0999984741211,0.0215493353849725,Suppression,Flare_All,0.16500030329081886,False
20000031_lon,3,Opposition,720,647.38,111.22,313.25,103.18000030517578,0.0048802981589573,Enhancement,Flare_All,0.07940651796136775,False
20000031_lon,4,Conjunction,767,870.91,88.07,324.59,106.91000366210938,0.0003055041278139,Suppression,Flare_All,0.011929936191132796,True
20000031_lon,4,Opposition,945,862.81,109.53,308.0,101.4499969482422,0.0055031215296786,Enhancement,Flare_All,0.05714721218561554,False
20000031_lon,5,Conjunction,966,1088.92,88.71,331.06,109.04000091552734,0.0001283617397268,Suppression,Flare_All,0.004556841760301401,True
20000031_lon,5,Opposition,1189,1078.86,110.21,306.95,101.0999984741211,0.0008490619327477,Enhancement,Flare_All,0.014691543737356701,True
20000031_lon,6,Conjunction,1181,1307.12,90.35,341.73,112.55999755859376,0.000334655505312,Suppression,Flare_All,0.006078277898806325,True
20000031_lon,6,Opposition,1435,1294.94,110.82,289.28,95.27999877929688,0.0001031141994066,Enhancement,Flare_All,0.00268440632455182,True
20000031_lon,7,Conjunction,1383,1525.23,90.67,344.82,113.58000183105467,0.0001731763211457,Suppression,Flare_All,0.0034679668414049156,True
20000031_lon,7,Opposition,1649,1511.02,109.13,293.92,96.80999755859376,0.0003698490841048,Enhancement,Flare_All,0.00532390036933678,True
