Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
4,Ear,1,True,90,39.61,40.17,227.21,0.3487,0,40.43,40.1,0.0,0.9174,227.21,1
5,Mer+Ear,2,True,139,79.37,80.01,175.13,0.1708,43,80.43,80.07,53.46,0.6407,121.67,1
6,Ven+Ear,2,True,144,79.55,80.12,181.02,0.1072,41,80.23,79.98,51.1,0.5559,129.91,1
7,Mer+Ven+Ear,3,True,192,119.08,119.73,161.23,0.0552,84,120.01,119.73,69.99,0.6407,91.24,1
12,Ear+Mar,2,True,137,78.93,79.56,173.58,0.1972,41,80.71,80.52,50.8,0.5491,122.78,1
13,Mer+Ear+Mar,3,True,186,118.47,119.18,157.0,0.0996,84,120.47,120.27,69.72,0.6339,87.28,1
14,Ven+Ear+Mar,3,True,191,118.64,119.29,161.0,0.0616,81,120.28,120.18,67.34,0.5283,93.65,1
15,Mer+Ven+Ear+Mar,4,True,239,157.96,158.69,151.31,0.0364,124,159.83,159.71,77.58,0.6207,73.72,1
20,Ear+Jup,2,True,130,79.31,79.82,163.92,0.3415,49,80.55,80.28,60.83,0.8434,103.09,1
21,Mer+Ear+Jup,3,True,179,118.85,119.43,150.61,0.1796,92,120.31,120.03,76.47,0.827,74.14,1
22,Ven+Ear+Jup,3,True,184,119.02,119.54,154.6,0.12,90,120.13,119.94,74.92,0.8094,79.68,1
23,Mer+Ven+Ear+Jup,4,True,232,158.33,158.94,146.53,0.0644,133,159.68,159.47,83.29,0.8262,63.24,1
28,Ear+Mar+Jup,3,True,177,118.41,118.99,149.48,0.206,90,120.6,120.48,74.62,0.8062,74.86,1
29,Mer+Ear+Mar+Jup,4,True,226,157.74,158.39,143.27,0.1128,133,160.14,160.0,83.05,0.8246,60.22,1
30,Ven+Ear+Mar+Jup,4,True,231,157.89,158.5,146.3,0.0672,130,159.96,159.91,81.27,0.7662,65.03,1
31,Mer+Ven+Ear+Mar+Jup,5,True,279,197.0,197.68,141.63,0.0396,173,199.28,199.22,86.81,0.8118,54.81,1
36,Ear+Sat,2,True,122,79.55,80.06,153.36,0.5207,44,80.5,80.05,54.66,0.6751,98.7,1
37,Mer+Ear+Sat,3,True,171,119.09,119.67,143.59,0.3287,87,120.28,119.8,72.33,0.7091,71.25,1
38,Ven+Ear+Sat,3,True,176,119.26,119.78,147.58,0.228,85,120.08,119.72,70.79,0.6607,76.79,1
39,Mer+Ven+Ear+Sat,4,True,224,158.57,159.17,141.26,0.1276,128,159.63,159.24,80.18,0.7175,61.08,1
44,Ear+Mar+Sat,3,True,169,118.65,119.24,142.44,0.3515,85,120.56,120.26,70.5,0.6555,71.93,1
45,Mer+Ear+Mar+Sat,4,True,218,157.97,158.63,138.0,0.1976,128,160.1,159.78,79.95,0.7071,58.05,1
46,Ven+Ear+Mar+Sat,4,True,223,158.13,158.74,141.02,0.1376,125,159.9,159.69,78.17,0.6399,62.85,1
47,Mer+Ven+Ear+Mar+Sat,5,True,271,197.23,197.92,137.4,0.0684,168,199.23,199.0,84.33,0.6951,53.08,1
52,Ear+Jup+Sat,3,True,162,119.01,119.49,136.12,0.4947,92,120.4,120.01,76.41,0.833,59.71,1
