Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
1,Mer,1,False,73,66.46,66.51,109.83,0.5055,72,66.35,66.36,108.51,0.6235,1.32,1
2,Ven,1,False,93,66.45,66.43,139.96,0.0384,62,66.18,66.38,93.68,0.799,46.28,1
3,Mer+Ven,2,False,164,132.56,132.57,123.72,0.0508,134,132.17,132.37,101.38,0.9098,22.33,1
8,Mar,1,False,66,65.78,66.02,100.34,0.933,73,66.8,66.75,109.29,0.5123,-8.95,1
9,Mer+Mar,2,False,139,131.88,132.17,105.4,0.6143,145,132.78,132.74,109.2,0.4251,-3.8,1
10,Ven+Mar,2,False,159,131.87,132.08,120.57,0.1244,134,132.63,132.76,101.03,0.9138,19.54,1
11,Mer+Ven+Mar,3,False,230,197.63,197.86,116.38,0.1124,206,198.25,198.38,103.91,0.6879,12.47,1
16,Jup,1,False,80,66.01,66.23,121.2,0.2008,86,66.56,66.57,129.21,0.0956,-8.01,1
17,Mer+Jup,2,False,152,132.1,132.37,115.06,0.168,158,132.55,132.56,119.2,0.1172,-4.14,1
18,Ven+Jup,2,False,173,132.1,132.29,130.97,0.0108,148,132.38,132.58,111.8,0.3307,19.16,1
19,Mer+Ven+Jup,3,False,243,197.84,198.06,122.83,0.022,220,198.01,198.2,111.11,0.2603,11.72,1
24,Mar+Jup,2,False,146,131.44,131.89,111.08,0.3527,159,132.99,132.95,119.55,0.1008,-8.48,1
25,Mer+Mar+Jup,3,False,218,197.18,197.66,110.56,0.2663,231,198.63,198.57,116.3,0.0948,-5.74,1
26,Ven+Mar+Jup,3,False,239,197.17,197.58,121.21,0.0512,220,198.47,198.59,110.85,0.2583,10.36,1
27,Mer+Ven+Mar+Jup,4,False,309,262.57,262.99,117.68,0.0496,292,263.73,263.85,110.72,0.1932,6.97,1
32,Sat,1,False,54,66.63,66.45,81.05,0.2336,78,66.72,66.44,116.91,0.2603,-35.86,1
33,Mer+Sat,2,False,127,132.71,132.58,95.7,0.7379,150,132.7,132.42,113.04,0.2543,-17.34,1
34,Ven+Sat,2,False,147,132.7,132.5,110.77,0.3467,140,132.54,132.46,105.63,0.6251,5.15,1
35,Mer+Ven+Sat,3,False,218,198.44,198.27,109.86,0.3003,212,198.15,198.07,106.99,0.4759,2.87,1
40,Mar+Sat,2,False,120,132.04,132.1,90.88,0.4871,151,133.14,132.82,113.41,0.2268,-22.53,1
41,Mer+Mar+Sat,3,False,193,197.76,197.87,97.59,0.859,223,198.76,198.44,112.2,0.1884,-14.61,1
42,Ven+Mar+Sat,3,False,213,197.76,197.79,107.71,0.4199,212,198.62,198.47,106.74,0.4575,0.97,1
43,Mer+Ven+Mar+Sat,4,False,284,263.14,263.2,107.93,0.3575,284,263.87,263.72,107.63,0.3559,0.3,1
48,Jup+Sat,2,False,134,132.28,132.31,101.3,0.9006,163,132.9,132.64,122.65,0.06,-21.35,1
49,Mer+Jup+Sat,3,False,206,198.0,198.07,104.04,0.6595,235,198.52,198.26,118.37,0.0636,-14.33,1
50,Ven+Jup+Sat,3,False,227,198.0,198.0,114.65,0.1244,225,198.36,198.29,113.43,0.1748,1.22,1
51,Mer+Ven+Jup+Sat,4,False,297,263.37,263.4,112.77,0.1136,297,263.62,263.53,112.66,0.1296,0.11,1
56,Mar+Jup+Sat,3,False,200,197.35,197.6,101.34,0.8618,236,198.96,198.65,118.61,0.0544,-17.27,1
