Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
1,Mer,1,False,45,43.39,43.18,103.72,0.8538,52,43.68,43.79,119.05,0.2695,-15.33,1
2,Ven,1,False,54,43.49,43.53,124.16,0.204,47,43.57,43.54,107.87,0.6499,16.29,1
3,Mer+Ven,2,False,98,86.63,86.48,113.13,0.2943,99,87.0,87.08,113.79,0.2647,-0.66,1
8,Mar,1,False,43,43.56,43.52,98.7,1.0,37,43.49,43.58,85.07,0.4931,13.63,1
9,Mer+Mar,2,False,88,86.71,86.46,101.48,0.9294,89,86.93,87.12,102.38,0.8782,-0.9,1
10,Ven+Mar,2,False,95,86.81,86.81,109.44,0.4939,84,86.81,86.87,96.76,0.8454,12.68,1
11,Mer+Ven+Mar,3,False,139,129.71,129.51,107.16,0.5263,136,130.0,130.17,104.61,0.6567,2.55,1
16,Jup,1,False,33,43.41,43.49,76.03,0.2196,58,43.58,43.6,133.1,0.0912,-57.07,1
17,Mer+Jup,2,False,78,86.56,86.43,90.11,0.4567,110,87.03,87.14,126.4,0.0464,-36.29,1
18,Ven+Jup,2,False,87,86.65,86.78,100.4,0.9954,105,86.9,86.89,120.82,0.108,-20.42,1
19,Mer+Ven+Jup,3,False,131,129.56,129.48,101.11,0.9486,157,130.1,130.19,120.67,0.0528,-19.56,1
24,Mar+Jup,2,False,76,86.72,86.76,87.64,0.3879,95,86.83,86.93,109.41,0.4743,-21.76,1
25,Mer+Mar+Jup,3,False,121,129.63,129.46,93.34,0.5831,147,130.04,130.23,113.04,0.2164,-19.7,1
26,Ven+Mar+Jup,3,False,128,129.72,129.81,98.68,0.939,142,129.91,129.99,109.31,0.3823,-10.63,1
27,Mer+Ven+Mar+Jup,4,False,172,172.39,172.28,99.78,1.0,194,172.87,173.04,112.22,0.1764,-12.45,1
32,Sat,1,False,45,43.47,43.43,103.52,0.8722,41,43.6,43.62,94.04,0.8062,9.48,1
