Mask,Label,N_Planets,Has_Earth,Conj_k_obs,Conj_k_exp,Conj_k_exp_kepler,Conj_Ratio,Conj_p,Opp_k_obs,Opp_k_exp,Opp_k_exp_kepler,Opp_Ratio,Opp_p,Asym_Amp,Window
4,Ear,1,True,71,26.37,25.81,269.29,0.1256,0,25.37,25.72,0.0,0.9806,269.29,1
5,Mer+Ear,2,True,105,52.52,52.12,199.91,0.054,21,50.35,50.68,41.71,0.3075,158.2,1
6,Ven+Ear,2,True,107,51.89,51.44,206.19,0.038,30,51.09,51.34,58.72,0.781,147.47,1
7,Mer+Ven+Ear,3,True,141,77.91,77.61,180.98,0.016,51,75.94,76.16,67.16,0.5763,113.82,1
12,Ear+Mar,2,True,109,52.09,51.42,209.26,0.0328,16,50.9,51.36,31.43,0.1128,177.82,1
13,Mer+Ear+Mar,3,True,143,78.11,77.58,183.08,0.0152,37,75.74,76.18,48.85,0.0756,134.24,1
14,Ven+Ear+Mar,3,True,145,77.48,76.91,187.14,0.0088,46,76.48,76.83,60.15,0.3499,127.0,1
15,Mer+Ven+Ear+Mar,4,True,179,103.35,102.93,173.19,0.002,67,101.19,101.52,66.21,0.2484,106.98,1
20,Ear+Jup,2,True,99,52.06,51.54,190.15,0.1024,34,50.85,51.25,66.86,0.9626,123.29,1
21,Mer+Ear+Jup,3,True,133,78.07,77.7,170.36,0.0428,55,75.7,76.07,72.65,0.765,97.7,1
22,Ven+Ear+Jup,3,True,134,77.45,77.02,173.01,0.04,64,76.43,76.73,83.74,0.9862,89.26,1
23,Mer+Ven+Ear+Jup,4,True,168,103.32,103.04,162.61,0.0156,85,101.14,101.41,84.04,0.8566,78.56,1
28,Ear+Mar+Jup,3,True,137,77.65,77.0,176.44,0.026,50,76.24,76.74,65.58,0.5043,110.86,1
29,Mer+Ear+Mar+Jup,4,True,171,103.51,103.02,165.2,0.012,71,100.96,101.43,70.33,0.3631,94.87,1
30,Ven+Ear+Mar+Jup,4,True,172,102.9,102.34,167.15,0.0116,80,101.68,102.08,78.68,0.6655,88.47,1
31,Mer+Ven+Ear+Mar+Jup,5,True,206,128.62,128.22,160.16,0.0028,101,126.25,126.63,80.0,0.5379,80.16,1
36,Ear+Sat,2,True,105,52.23,51.6,201.03,0.0464,16,50.83,51.18,31.48,0.0596,169.55,1
37,Mer+Ear+Sat,3,True,138,78.24,77.76,176.39,0.0264,37,75.67,76.0,48.9,0.0604,127.49,1
38,Ven+Ear+Sat,3,True,141,77.62,77.09,181.65,0.016,46,76.41,76.66,60.2,0.3155,121.44,1
39,Mer+Ven+Ear+Sat,4,True,174,103.48,103.1,168.14,0.0052,67,101.11,101.34,66.26,0.2364,101.88,1
44,Ear+Mar+Sat,3,True,142,77.81,77.06,182.49,0.0192,32,76.21,76.67,41.99,0.0168,140.5,1
45,Mer+Ear+Mar+Sat,4,True,175,103.67,103.08,168.8,0.008,53,100.92,101.36,52.52,0.0176,116.28,1
46,Ven+Ear+Mar+Sat,4,True,178,103.07,102.41,172.71,0.0044,62,101.65,102.01,60.99,0.1204,111.71,1
47,Mer+Ven+Ear+Mar+Sat,5,True,211,128.78,128.28,163.84,0.0028,83,126.22,126.56,65.76,0.0876,98.08,1
52,Ear+Jup+Sat,3,True,133,77.79,77.18,170.97,0.0472,50,76.18,76.57,65.63,0.4975,105.33,1
53,Mer+Ear+Jup+Sat,4,True,166,103.65,103.19,160.16,0.0224,71,100.89,101.25,70.37,0.3611,89.79,1
54,Ven+Ear+Jup+Sat,4,True,168,103.04,102.53,163.04,0.022,80,101.61,101.91,78.73,0.6759,84.31,1
55,Mer+Ven+Ear+Jup+Sat,5,True,201,128.75,128.39,156.11,0.0076,101,126.18,126.45,80.04,0.5427,76.07,1
60,Ear+Mar+Jup+Sat,4,True,170,103.23,102.5,164.68,0.0152,66,101.43,101.92,65.07,0.1952,99.61,1
61,Mer+Ear+Mar+Jup+Sat,5,True,203,128.94,128.37,157.44,0.0076,87,126.0,126.47,69.05,0.1368,88.39,1
62,Ven+Ear+Mar+Jup+Sat,5,True,205,128.35,127.7,159.72,0.0076,96,126.72,127.12,75.76,0.3723,83.96,1
63,Mer+Ven+Ear+Mar+Jup+Sat,6,True,238,153.91,153.43,154.63,0.0036,117,151.15,151.53,77.4,0.2895,77.23,1
68,Ear+Ura,2,True,96,51.56,51.02,186.2,0.1516,25,51.48,51.75,48.56,0.4695,137.64,1
69,Mer+Ear+Ura,3,True,130,77.58,77.19,167.56,0.0732,45,76.34,76.57,58.95,0.2603,108.61,1
70,Ven+Ear+Ura,3,True,132,76.95,76.51,171.54,0.0496,55,77.07,77.22,71.36,0.7023,100.18,1
71,Mer+Ven+Ear+Ura,4,True,166,102.83,102.53,161.43,0.0212,75,101.79,101.91,73.68,0.4939,87.75,1
76,Ear+Mar+Ura,3,True,134,77.13,76.48,173.74,0.0452,41,76.87,77.23,53.33,0.136,120.4,1
77,Mer+Ear+Mar+Ura,4,True,168,103.01,102.51,163.08,0.0196,61,101.59,101.92,60.04,0.0832,103.04,1
78,Ven+Ear+Mar+Ura,4,True,170,102.38,101.83,166.04,0.0136,71,102.32,102.57,69.39,0.3375,96.65,1
79,Mer+Ven+Ear+Mar+Ura,5,True,204,128.13,127.71,159.22,0.0032,91,126.9,127.12,71.71,0.2328,87.51,1
84,Ear+Jup+Ura,3,True,124,77.13,76.6,160.78,0.13,59,76.83,77.13,76.79,0.8622,83.99,1
85,Mer+Ear+Jup+Ura,4,True,158,103.0,102.63,153.4,0.0584,79,101.56,101.82,77.79,0.6471,75.61,1
86,Ven+Ear+Jup+Ura,4,True,159,102.38,101.95,155.3,0.05,89,102.27,102.47,87.02,0.929,68.28,1
87,Mer+Ven+Ear+Jup+Ura,5,True,193,128.11,127.83,150.65,0.018,109,126.86,127.02,85.92,0.7806,64.73,1
92,Ear+Mar+Jup+Ura,4,True,162,102.55,101.92,157.97,0.0416,75,102.09,102.48,73.47,0.4559,84.5,1
93,Mer+Ear+Mar+Jup+Ura,5,True,196,128.29,127.8,152.78,0.018,95,126.67,127.03,75.0,0.3195,77.78,1
94,Ven+Ear+Mar+Jup+Ura,5,True,197,127.67,127.13,154.3,0.0156,105,127.38,127.67,82.43,0.6259,71.87,1
95,Mer+Ven+Ear+Mar+Jup+Ura,6,True,231,153.26,152.87,150.72,0.0036,125,151.84,152.09,82.33,0.4863,68.39,1
100,Ear+Sat+Ura,3,True,130,77.25,76.67,168.28,0.066,41,76.77,77.06,53.4,0.106,114.87,1
101,Mer+Ear+Sat+Ura,4,True,163,103.13,102.69,158.06,0.0348,61,101.49,101.75,60.1,0.0656,97.95,1
102,Ven+Ear+Sat+Ura,4,True,166,102.51,102.01,161.94,0.0196,71,102.22,102.4,69.46,0.3151,92.48,1
103,Mer+Ven+Ear+Sat+Ura,5,True,199,128.24,127.89,155.18,0.0088,91,126.8,126.95,71.77,0.2104,83.41,1
108,Ear+Mar+Sat+Ura,4,True,167,102.68,101.99,162.64,0.0244,57,102.02,102.41,55.87,0.0296,106.77,1
109,Mer+Ear+Mar+Sat+Ura,5,True,200,128.41,127.87,155.75,0.0128,77,126.6,126.96,60.82,0.0176,94.92,1
110,Ven+Ear+Mar+Sat+Ura,5,True,203,127.8,127.2,158.84,0.0072,87,127.32,127.6,68.33,0.1316,90.51,1
111,Mer+Ven+Ear+Mar+Sat+Ura,6,True,236,153.39,152.93,153.86,0.0032,107,151.77,152.02,70.5,0.082,83.35,1
116,Ear+Jup+Sat+Ura,4,True,158,102.69,102.11,153.87,0.0588,75,102.0,102.31,73.53,0.4535,80.34,1
