Stage,Group,Window,Type,N_Records,k_obs,k_exp,k_exp_kepler,Ratio,p_val,Z_score,Effect,Source_File,Domain,q_group_type,n_group_type,q_group_all,n_group_all,q_file,n_file
Flare_All,C-Class,19,Opposition,26654,13708,14510.71,14466.39,94.47,0.1536369272614547,-1.71,Suppression,sf_algo2_at_least_one.csv,sf,0.2970607254521575,30.0,0.3133755506708047,60.0,0.38176159553732003,300.0
Flare_All,C-Class,20,Opposition,26654,14183,15034.79,14988.52,94.33,0.1512769744605107,-1.73,Suppression,sf_algo2_at_least_one.csv,sf,0.2970607254521575,30.0,0.3133755506708047,60.0,0.38176159553732003,300.0
Flare_All,C-Class,21,Opposition,26654,14624,15539.46,15491.47,94.11,0.1458770824583508,-1.79,Suppression,sf_algo2_at_least_one.csv,sf,0.2970607254521575,30.0,0.3133755506708047,60.0,0.38176159553732003,300.0
Flare_All,C-Class,22,Opposition,26654,15075,16025.78,15975.79,94.07,0.1481570368592628,-1.78,Suppression,sf_algo2_at_least_one.csv,sf,0.2970607254521575,30.0,0.3133755506708047,60.0,0.38176159553732003,300.0
Flare_All,C-Class,23,Opposition,26654,15503,16494.1,16442.04,93.99,0.1470770584588308,-1.79,Suppression,sf_algo2_at_least_one.csv,sf,0.2970607254521575,30.0,0.3133755506708047,60.0,0.38176159553732003,300.0
Flare_All,C-Class,24,Opposition,26654,15942,16944.68,16890.78,94.08,0.1543969120617587,-1.76,Suppression,sf_algo2_at_least_one.csv,sf,0.2970607254521575,30.0,0.3133755506708047,60.0,0.38176159553732003,300.0
Flare_All,C-Class,25,Opposition,26654,16332,17377.84,17322.59,93.98,0.1516369672606548,-1.78,Suppression,sf_algo2_at_least_one.csv,sf,0.2970607254521575,30.0,0.3133755506708047,60.0,0.38176159553732003,300.0
Flare_All,C-Class,26,Opposition,26654,16741,17794.78,17737.98,94.08,0.1590768184636307,-1.75,Suppression,sf_algo2_at_least_one.csv,sf,0.2970607254521575,30.0,0.3133755506708047,60.0,0.38176159553732003,300.0
Flare_All,C-Class,27,Opposition,26654,17095,18196.41,18137.49,93.95,0.1552368952620947,-1.78,Suppression,sf_algo2_at_least_one.csv,sf,0.2970607254521575,30.0,0.3133755506708047,60.0,0.38176159553732003,300.0
Flare_All,C-Class,28,Opposition,26654,17445,18582.77,18521.61,93.88,0.1539169216615667,-1.8,Suppression,sf_algo2_at_least_one.csv,sf,0.2970607254521575,30.0,0.3133755506708047,60.0,0.38176159553732003,300.0
