Stage,Group,Window,Type,N_Records,k_obs,k_exp,k_exp_kepler,Ratio,p_val,Z_score,Effect,Source_File,Domain,q_group_type,n_group_type,q_group_all,n_group_all,q_file,n_file
Flare_All,C-Class,5,Opposition,26654,5268,5186.43,5184.97,101.57,0.4817103657926841,0.72,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.8028506096544735,60.0,0.9827641285012139,300.0
Flare_All,C-Class,6,Opposition,26654,6328,6221.69,6221.93,101.71,0.4193916121677566,0.81,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.7238255234895302,60.0,0.9474477177123125,300.0
Flare_All,C-Class,7,Opposition,26654,7381,7257.87,7258.87,101.7,0.4117517649647007,0.84,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.7238255234895302,60.0,0.9474477177123125,300.0
Flare_All,C-Class,8,Opposition,26654,8430,8295.89,8295.86,101.62,0.4199516009679806,0.82,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.7238255234895302,60.0,0.9474477177123125,300.0
Flare_All,C-Class,9,Opposition,26654,9442,9333.91,9332.87,101.16,0.5552288954220915,0.6,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.8899400959349234,60.0,0.9860878051256181,300.0
Flare_All,C-Class,10,Opposition,26654,10530,10370.72,10369.9,101.54,0.4222315553688926,0.81,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.7238255234895302,60.0,0.9474477177123125,300.0
Flare_All,C-Class,11,Opposition,26654,11493,11406.12,11406.92,100.76,0.6926661466770665,0.41,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.915359470588366,60.0,0.9860878051256181,300.0
Flare_All,C-Class,12,Opposition,26654,12555,12444.56,12443.82,100.89,0.6353072938541229,0.48,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.915359470588366,60.0,0.9860878051256181,300.0
Flare_All,C-Class,13,Opposition,26654,13609,13481.35,13480.69,100.95,0.6079878402431952,0.52,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.915359470588366,60.0,0.9860878051256181,300.0
Flare_All,C-Class,14,Opposition,26654,14628,14519.13,14517.6,100.75,0.6905061898762025,0.42,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.915359470588366,60.0,0.9860878051256181,300.0
Flare_All,C-Class,15,Opposition,26654,15659,15551.89,15554.53,100.69,0.7194256114877703,0.39,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.915359470588366,60.0,0.9860878051256181,300.0
Flare_All,C-Class,16,Opposition,26654,16686,16593.55,16591.48,100.56,0.7699046019079618,0.32,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.915359470588366,60.0,0.9860878051256181,300.0
Flare_All,C-Class,17,Opposition,26654,17716,17628.27,17628.43,100.5,0.7937041259174816,0.29,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.915359470588366,60.0,0.9860878051256181,300.0
Flare_All,C-Class,18,Opposition,26654,18718,18668.72,18665.32,100.26,0.8991420171596568,0.15,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.9381329614787016,60.0,0.9860878051256181,300.0
Flare_All,C-Class,19,Opposition,26654,19752,19701.77,19702.19,100.25,0.9068618627627448,0.15,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.9381329614787016,60.0,0.9860878051256181,300.0
Flare_All,C-Class,20,Opposition,26654,20797,20742.35,20739.06,100.26,0.8997020059598808,0.16,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.9381329614787016,60.0,0.9860878051256181,300.0
Flare_All,C-Class,21,Opposition,26654,21873,21774.09,21775.95,100.45,0.8116237675246495,0.27,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.915359470588366,60.0,0.9860878051256181,300.0
Flare_All,C-Class,22,Opposition,26654,22907,22812.31,22812.84,100.42,0.8238235235295294,0.25,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.915359470588366,60.0,0.9860878051256181,300.0
Flare_All,C-Class,23,Opposition,26654,23956,23849.84,23849.66,100.45,0.8092638147237056,0.27,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.915359470588366,60.0,0.9860878051256181,300.0
Flare_All,C-Class,24,Opposition,26654,25058,24886.27,24886.43,100.69,0.6899862002759944,0.43,Enhancement,sf_algo1_total_pairs.csv,sf,0.971637710102941,30.0,0.915359470588366,60.0,0.9860878051256181,300.0
