Window,Deg_Window,Days,Conj_k_obs,Conj_k_exp,Conj_Ratio,Conj_Z,Conj_p,Opp_k_obs,Opp_k_exp,Opp_Ratio,Opp_Z,Opp_p,Source_File,Domain,Conj_q_file,Conj_n_file,Opp_q_file,Opp_n_file
42,84,6.36,64504,63800.4,101.1,1.19,0.2286,63598,63774.3,99.72,-0.27,0.7527,sf_decay_boundary.csv,sf,0.278780487804878,50.0,0.9931,50.0
43,86,6.52,65986,65307.6,101.04,1.13,0.2638,65037,65286.4,99.62,-0.38,0.6891,sf_decay_boundary.csv,sf,0.29977272727272725,50.0,0.9931,50.0
44,88,6.67,67517,66821.5,101.04,1.16,0.2428,66436,66785.2,99.48,-0.53,0.5931,sf_decay_boundary.csv,sf,0.2874418604651163,50.0,0.9931,50.0
45,90,6.82,68978,68340.2,100.93,1.04,0.2998,67975,68313.8,99.5,-0.52,0.5995,sf_decay_boundary.csv,sf,0.3258695652173913,50.0,0.9931,50.0
46,92,6.97,70523,69865.3,100.94,1.06,0.2898,69527,69827.5,99.57,-0.45,0.6375,sf_decay_boundary.csv,sf,0.322,50.0,0.9931,50.0
47,94,7.12,71982,71375.0,100.85,0.96,0.3388,71056,71357.5,99.58,-0.44,0.6439,sf_decay_boundary.csv,sf,0.36042553191489357,50.0,0.9931,50.0
48,96,7.27,73475,72903.9,100.78,0.9,0.3812,72546,72877.2,99.55,-0.48,0.6193,sf_decay_boundary.csv,sf,0.3970833333333333,50.0,0.9931,50.0
49,98,7.42,74942,74428.1,100.69,0.81,0.4134,74087,74393.7,99.59,-0.45,0.6467,sf_decay_boundary.csv,sf,0.41359999999999997,50.0,0.9931,50.0
50,100,7.58,76488,75939.3,100.72,0.84,0.4136,75630,75903.9,99.64,-0.39,0.6767,sf_decay_boundary.csv,sf,0.41359999999999997,50.0,0.9931,50.0
1,2,0.15,203,187.8,108.09,1.07,0.2992,222,187.7,118.25,2.32,0.0266,sf_m_class_decay_boundary.csv,sf,0.45333333333333337,50.0,0.9745744680851064,50.0
2,4,0.3,394,375.0,105.06,0.89,0.3872,418,375.3,111.38,1.95,0.0576,sf_m_class_decay_boundary.csv,sf,0.55,50.0,0.9745744680851064,50.0
3,6,0.45,611,563.4,108.45,1.77,0.0804,594,562.7,105.57,1.12,0.2654,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
4,8,0.61,794,750.2,105.83,1.37,0.1734,790,752.2,105.02,1.15,0.2576,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
5,10,0.76,974,938.3,103.81,0.96,0.339,988,938.6,105.26,1.3,0.192,sf_m_class_decay_boundary.csv,sf,0.49852941176470594,50.0,0.9745744680851064,50.0
6,12,0.91,1162,1126.5,103.16,0.84,0.396,1167,1125.4,103.69,1.0,0.3168,sf_m_class_decay_boundary.csv,sf,0.55,50.0,0.9745744680851064,50.0
7,14,1.06,1338,1314.1,101.82,0.51,0.6205,1355,1313.9,103.13,0.88,0.3858,sf_m_class_decay_boundary.csv,sf,0.6559375000000001,50.0,0.9745744680851064,50.0
8,16,1.21,1532,1502.5,101.96,0.57,0.5759,1546,1501.8,102.94,0.87,0.4006,sf_m_class_decay_boundary.csv,sf,0.6559375000000001,50.0,0.9745744680851064,50.0
9,18,1.36,1721,1689.8,101.85,0.56,0.5837,1721,1689.1,101.89,0.57,0.5823,sf_m_class_decay_boundary.csv,sf,0.6559375000000001,50.0,0.9745744680851064,50.0
10,20,1.52,1926,1878.7,102.52,0.79,0.4442,1912,1877.1,101.86,0.58,0.5733,sf_m_class_decay_boundary.csv,sf,0.5694871794871795,50.0,0.9745744680851064,50.0
11,22,1.67,2118,2065.4,102.55,0.82,0.4234,2098,2064.8,101.61,0.52,0.6125,sf_m_class_decay_boundary.csv,sf,0.5694871794871795,50.0,0.9745744680851064,50.0
12,24,1.82,2301,2252.8,102.14,0.71,0.4952,2280,2253.4,101.18,0.4,0.6971,sf_m_class_decay_boundary.csv,sf,0.619,50.0,0.9745744680851064,50.0
13,26,1.97,2479,2441.3,101.54,0.52,0.6055,2454,2440.2,100.57,0.19,0.8411,sf_m_class_decay_boundary.csv,sf,0.6559375000000001,50.0,0.9745744680851064,50.0
14,28,2.12,2669,2628.4,101.55,0.54,0.5851,2632,2628.6,100.13,0.05,0.9621,sf_m_class_decay_boundary.csv,sf,0.6559375000000001,50.0,0.9811,50.0
15,30,2.27,2864,2815.7,101.72,0.61,0.5459,2833,2816.0,100.6,0.22,0.8303,sf_m_class_decay_boundary.csv,sf,0.6559375000000001,50.0,0.9745744680851064,50.0
16,32,2.42,3046,3004.4,101.39,0.5,0.6135,3016,3004.2,100.39,0.15,0.8945,sf_m_class_decay_boundary.csv,sf,0.6559375000000001,50.0,0.9745744680851064,50.0
17,34,2.58,3223,3192.1,100.97,0.36,0.7177,3207,3190.9,100.51,0.19,0.8597,sf_m_class_decay_boundary.csv,sf,0.7177,50.0,0.9745744680851064,50.0
18,36,2.73,3418,3380.6,101.11,0.41,0.6673,3401,3378.3,100.67,0.25,0.8133,sf_m_class_decay_boundary.csv,sf,0.6809183673469388,50.0,0.9745744680851064,50.0
19,38,2.88,3610,3565.8,101.24,0.47,0.6297,3570,3566.6,100.1,0.04,0.9811,sf_m_class_decay_boundary.csv,sf,0.6559375000000001,50.0,0.9811,50.0
20,40,3.03,3830,3755.2,101.99,0.77,0.4388,3759,3754.7,100.12,0.05,0.9799,sf_m_class_decay_boundary.csv,sf,0.5694871794871795,50.0,0.9811,50.0
21,42,3.18,4053,3942.9,102.79,1.11,0.274,3931,3941.2,99.74,-0.1,0.9161,sf_m_class_decay_boundary.csv,sf,0.42812500000000003,50.0,0.9745744680851064,50.0
22,44,3.33,4249,4131.2,102.85,1.17,0.2478,4097,4130.2,99.2,-0.32,0.7393,sf_m_class_decay_boundary.csv,sf,0.3996774193548387,50.0,0.9745744680851064,50.0
23,46,3.48,4455,4318.9,103.15,1.29,0.2064,4295,4315.4,99.53,-0.2,0.8439,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
24,48,3.64,4637,4505.4,102.92,1.23,0.2212,4483,4507.2,99.46,-0.22,0.8241,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
25,50,3.79,4849,4694.0,103.3,1.4,0.1744,4671,4692.4,99.54,-0.19,0.8331,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
26,52,3.94,5035,4882.8,103.12,1.35,0.1844,4864,4880.8,99.66,-0.14,0.8727,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
27,54,4.09,5218,5070.2,102.92,1.26,0.214,5025,5068.5,99.14,-0.37,0.7135,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
28,56,4.24,5418,5257.0,103.06,1.37,0.1774,5227,5258.3,99.4,-0.26,0.7915,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
29,58,4.39,5634,5444.9,103.47,1.56,0.1228,5426,5443.5,99.68,-0.14,0.8809,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
30,60,4.55,5806,5633.2,103.07,1.39,0.1792,5616,5632.1,99.71,-0.12,0.8977,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
31,62,4.7,6002,5820.2,103.12,1.45,0.1576,5769,5819.8,99.13,-0.38,0.6933,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
32,64,4.85,6198,6008.5,103.15,1.47,0.1444,5949,6007.6,99.02,-0.44,0.6547,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
33,66,5.0,6380,6195.0,102.99,1.41,0.1622,6133,6192.8,99.03,-0.43,0.6603,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
34,68,5.15,6567,6383.0,102.88,1.37,0.1782,6321,6384.7,99.0,-0.45,0.6577,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
35,70,5.3,6763,6570.9,102.92,1.43,0.1574,6528,6572.2,99.33,-0.31,0.7451,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
36,72,5.45,6972,6759.4,103.15,1.54,0.1336,6700,6756.0,99.17,-0.38,0.6983,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
37,74,5.61,7164,6946.7,103.13,1.54,0.1298,6865,6948.9,98.79,-0.56,0.5767,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
38,76,5.76,7331,7135.6,102.74,1.38,0.179,7059,7133.5,98.95,-0.5,0.6285,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
39,78,5.91,7509,7321.4,102.56,1.3,0.2106,7232,7320.6,98.79,-0.58,0.5675,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
40,80,6.06,7721,7509.3,102.82,1.45,0.1526,7397,7508.6,98.51,-0.71,0.4718,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
41,82,6.21,7906,7699.4,102.68,1.41,0.1688,7590,7698.0,98.6,-0.68,0.4938,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
42,84,6.36,8107,7883.5,102.83,1.5,0.139,7789,7884.8,98.79,-0.61,0.5389,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
43,86,6.52,8297,8070.4,102.81,1.51,0.135,7974,8069.3,98.82,-0.6,0.5481,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
44,88,6.67,8469,8263.1,102.49,1.34,0.1906,8144,8260.6,98.59,-0.71,0.477,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
45,90,6.82,8672,8447.0,102.66,1.44,0.1558,8332,8445.1,98.66,-0.68,0.5069,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
46,92,6.97,8862,8635.0,102.63,1.46,0.1506,8542,8636.8,98.9,-0.57,0.5615,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
47,94,7.12,9032,8822.2,102.38,1.32,0.2014,8743,8821.6,99.11,-0.47,0.6337,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
48,96,7.27,9241,9007.1,102.6,1.48,0.1456,8931,9013.2,99.09,-0.48,0.6295,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
49,98,7.42,9416,9198.9,102.36,1.34,0.1938,9114,9198.0,99.09,-0.49,0.6159,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
50,100,7.58,9602,9383.5,102.33,1.35,0.1938,9310,9385.8,99.19,-0.43,0.6573,sf_m_class_decay_boundary.csv,sf,0.3686666666666667,50.0,0.9745744680851064,50.0
1,2,0.15,17,16.7,102.04,0.08,1.0,17,16.7,102.05,0.08,1.0,sf_x_class_decay_boundary.csv,sf,1.0,50.0,1.0,50.0
2,4,0.3,36,33.3,108.03,0.46,0.6909,25,33.4,74.83,-1.42,0.1654,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
3,6,0.45,54,49.9,108.16,0.55,0.6253,48,50.1,95.81,-0.31,0.8365,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9505681818181819,50.0
4,8,0.61,68,66.6,102.16,0.17,0.8949,68,66.8,101.77,0.15,0.9221,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9721875,50.0
5,10,0.76,85,83.3,102.05,0.17,0.8757,83,83.5,99.46,-0.05,0.9943,sf_x_class_decay_boundary.csv,sf,1.0,50.0,1.0,50.0
6,12,0.91,104,99.9,104.08,0.37,0.7211,103,100.5,102.53,0.26,0.8277,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9505681818181819,50.0
7,14,1.06,119,116.8,101.84,0.18,0.8685,122,116.6,104.64,0.52,0.6389,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
8,16,1.21,138,133.3,103.55,0.36,0.7351,132,133.4,98.96,-0.12,0.9333,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9721875,50.0
9,18,1.36,149,149.9,99.39,-0.07,1.0,143,150.0,95.34,-0.61,0.5755,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
10,20,1.52,164,166.6,98.44,-0.17,0.9019,159,167.1,95.14,-0.66,0.5401,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
11,22,1.67,183,183.1,99.93,-0.01,1.0,181,183.6,98.58,-0.2,0.8661,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9623333333333334,50.0
12,24,1.82,200,199.7,100.14,0.02,0.9883,196,200.4,97.79,-0.32,0.7695,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9160714285714286,50.0
13,26,1.97,217,217.0,99.98,-0.0,0.9981,215,217.0,99.07,-0.14,0.9141,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9721875,50.0
14,28,2.12,236,233.1,101.23,0.16,0.8789,222,233.7,94.99,-0.79,0.4454,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
15,30,2.27,249,250.1,99.57,-0.06,0.9943,240,250.5,95.8,-0.67,0.5253,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
16,32,2.42,261,266.9,97.78,-0.31,0.7935,253,267.3,94.67,-0.88,0.3852,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
17,34,2.58,279,283.5,98.42,-0.22,0.8579,272,283.6,95.9,-0.69,0.5081,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
18,36,2.73,290,299.8,96.72,-0.47,0.6613,288,300.5,95.84,-0.71,0.4954,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
19,38,2.88,306,316.6,96.66,-0.49,0.6381,301,316.9,94.99,-0.86,0.4042,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
20,40,3.03,320,333.3,96.01,-0.6,0.5565,311,334.1,93.09,-1.22,0.2332,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
21,42,3.18,337,350.0,96.28,-0.56,0.5943,325,350.4,92.75,-1.33,0.1924,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
22,44,3.33,355,366.8,96.78,-0.5,0.6375,341,366.8,92.96,-1.32,0.197,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
23,46,3.48,368,383.5,95.97,-0.64,0.5427,354,383.4,92.34,-1.46,0.144,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
24,48,3.64,385,400.5,96.13,-0.63,0.5489,378,400.4,94.4,-1.06,0.299,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
25,50,3.79,398,416.7,95.51,-0.73,0.472,390,417.2,93.49,-1.27,0.2178,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
26,52,3.94,414,433.7,95.45,-0.76,0.4594,412,433.8,94.98,-0.98,0.3416,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
27,54,4.09,435,450.8,96.5,-0.58,0.5857,429,450.4,95.25,-0.94,0.3694,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
28,56,4.24,451,466.6,96.65,-0.57,0.5851,441,467.3,94.37,-1.14,0.2698,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
29,58,4.39,477,483.7,98.61,-0.24,0.8649,465,483.9,96.09,-0.8,0.4412,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
30,60,4.55,493,499.9,98.62,-0.24,0.8495,480,500.6,95.89,-0.85,0.4198,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
31,62,4.7,509,516.8,98.5,-0.26,0.8243,496,517.4,95.86,-0.87,0.409,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
32,64,4.85,521,534.2,97.52,-0.44,0.6927,509,534.2,95.28,-0.99,0.3424,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
33,66,5.0,534,550.2,97.06,-0.53,0.6149,524,550.7,95.15,-1.04,0.3176,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
34,68,5.15,554,566.7,97.76,-0.4,0.7093,541,567.6,95.31,-1.03,0.3268,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
35,70,5.3,576,584.0,98.64,-0.25,0.8339,567,584.2,97.06,-0.65,0.5435,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
36,72,5.45,600,600.5,99.92,-0.01,1.0,587,600.6,97.73,-0.5,0.6283,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
37,74,5.61,612,617.6,99.09,-0.17,0.8985,605,616.9,98.08,-0.44,0.6771,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
38,76,5.76,633,634.0,99.84,-0.03,0.9975,625,634.2,98.55,-0.33,0.7487,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9147560975609756,50.0
39,78,5.91,647,650.1,99.52,-0.09,0.9447,641,650.7,98.51,-0.35,0.7331,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9147560975609756,50.0
40,80,6.06,667,667.4,99.94,-0.01,1.0,655,667.5,98.13,-0.44,0.6651,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
41,82,6.21,689,684.0,100.73,0.15,0.8923,670,684.7,97.86,-0.51,0.6195,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
42,84,6.36,703,700.1,100.42,0.08,0.9371,688,700.5,98.22,-0.43,0.6757,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
43,86,6.52,711,717.1,99.15,-0.17,0.8779,697,717.5,97.14,-0.69,0.5063,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
44,88,6.67,726,734.0,98.91,-0.23,0.8319,709,734.0,96.6,-0.84,0.4114,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
45,90,6.82,742,749.9,98.94,-0.22,0.8507,723,751.1,96.26,-0.93,0.3784,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
46,92,6.97,760,767.1,99.07,-0.2,0.8591,740,767.3,96.45,-0.9,0.393,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
47,94,7.12,787,784.5,100.32,0.07,0.9607,773,783.8,98.63,-0.35,0.7501,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9147560975609756,50.0
48,96,7.27,808,800.5,100.94,0.2,0.8405,783,801.3,97.72,-0.59,0.5641,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
49,98,7.42,820,817.8,100.26,0.06,0.9623,798,817.5,97.62,-0.63,0.5391,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
50,100,7.58,835,834.5,100.06,0.01,0.9929,821,834.2,98.42,-0.42,0.6949,sf_x_class_decay_boundary.csv,sf,1.0,50.0,0.9143421052631578,50.0
1,2,0.15,10000,9991.7,100.08,0.08,0.9415,10028,9982.8,100.45,0.44,0.6655,sg_decay_boundary.csv,sg,0.9911,10.0,0.6655,10.0
2,4,0.3,19999,19983.4,100.08,0.1,0.9243,20280,19966.3,101.57,2.05,0.042,sg_decay_boundary.csv,sg,0.9911,10.0,0.42000000000000004,10.0
3,6,0.45,30012,29973.2,100.13,0.19,0.8305,30219,29954.2,100.88,1.33,0.1818,sg_decay_boundary.csv,sg,0.9911,10.0,0.6363333333333334,10.0
4,8,0.61,40015,39963.1,100.13,0.22,0.8077,40153,39934.5,100.55,0.93,0.3534,sg_decay_boundary.csv,sg,0.9911,10.0,0.6363333333333334,10.0
5,10,0.76,49890,49958.2,99.86,-0.25,0.8209,50162,49918.0,100.49,0.91,0.3504,sg_decay_boundary.csv,sg,0.9911,10.0,0.6363333333333334,10.0
6,12,0.91,60000,59951.7,100.08,0.16,0.8719,60205,59902.2,100.51,0.99,0.3114,sg_decay_boundary.csv,sg,0.9911,10.0,0.6363333333333334,10.0
7,14,1.06,69925,69936.5,99.98,-0.03,0.9911,70106,69879.5,100.32,0.64,0.5113,sg_decay_boundary.csv,sg,0.9911,10.0,0.6363333333333334,10.0
8,16,1.21,79939,79931.3,100.01,0.02,0.9861,80120,79875.5,100.31,0.61,0.5447,sg_decay_boundary.csv,sg,0.9911,10.0,0.6363333333333334,10.0
9,18,1.36,90013,89923.9,100.1,0.21,0.8255,90097,89851.6,100.27,0.55,0.5727,sg_decay_boundary.csv,sg,0.9911,10.0,0.6363333333333334,10.0
10,20,1.52,99993,99920.7,100.07,0.15,0.8965,100146,99836.8,100.31,0.64,0.5167,sg_decay_boundary.csv,sg,0.9911,10.0,0.6363333333333334,10.0
1,2,0.15,720,704.3,102.23,0.59,0.5699,700,703.8,99.45,-0.14,0.9065,sg_large_500-2000_decay_boundary.csv,sg,0.9929,10.0,0.9949,10.0
2,4,0.3,1470,1408.9,104.34,1.6,0.1118,1467,1408.5,104.15,1.53,0.1352,sg_large_500-2000_decay_boundary.csv,sg,0.935,10.0,0.9949,10.0
3,6,0.45,2145,2113.8,101.48,0.66,0.5145,2155,2112.3,102.02,0.91,0.3668,sg_large_500-2000_decay_boundary.csv,sg,0.9929,10.0,0.9949,10.0
4,8,0.61,2891,2817.5,102.61,1.32,0.187,2861,2815.3,101.62,0.83,0.4172,sg_large_500-2000_decay_boundary.csv,sg,0.935,10.0,0.9949,10.0
5,10,0.76,3538,3521.7,100.46,0.25,0.8195,3551,3519.3,100.9,0.5,0.6279,sg_large_500-2000_decay_boundary.csv,sg,0.9929,10.0,0.9949,10.0
6,12,0.91,4226,4225.7,100.01,0.0,0.9749,4254,4224.5,100.7,0.42,0.6719,sg_large_500-2000_decay_boundary.csv,sg,0.9929,10.0,0.9949,10.0
7,14,1.06,4960,4931.7,100.57,0.35,0.7585,4962,4930.4,100.64,0.4,0.7123,sg_large_500-2000_decay_boundary.csv,sg,0.9929,10.0,0.9949,10.0
8,16,1.21,5632,5634.5,99.96,-0.03,0.9511,5634,5632.6,100.02,0.02,0.9949,sg_large_500-2000_decay_boundary.csv,sg,0.9929,10.0,0.9949,10.0
9,18,1.36,6344,6339.8,100.07,0.04,0.9907,6346,6336.7,100.15,0.09,0.9577,sg_large_500-2000_decay_boundary.csv,sg,0.9929,10.0,0.9949,10.0
10,20,1.52,7048,7044.2,100.05,0.03,0.9929,7003,7040.3,99.47,-0.34,0.7255,sg_large_500-2000_decay_boundary.csv,sg,0.9929,10.0,0.9949,10.0
1,2,0.15,3332,3378.7,98.62,-0.79,0.4318,3431,3380.3,101.5,0.85,0.398,sg_medium_100-500_decay_boundary.csv,sg,0.926375,10.0,0.9131666666666668,10.0
2,4,0.3,6752,6759.8,99.89,-0.09,0.9487,6880,6756.7,101.83,1.45,0.15,sg_medium_100-500_decay_boundary.csv,sg,0.9487,10.0,0.9131666666666668,10.0
3,6,0.45,10151,10140.5,100.1,0.1,0.9119,10202,10136.0,100.65,0.64,0.5341,sg_medium_100-500_decay_boundary.csv,sg,0.9487,10.0,0.9131666666666668,10.0
4,8,0.61,13561,13519.5,100.31,0.35,0.7411,13586,13514.5,100.53,0.61,0.5479,sg_medium_100-500_decay_boundary.csv,sg,0.926375,10.0,0.9131666666666668,10.0
5,10,0.76,16949,16898.6,100.3,0.37,0.7185,16896,16895.6,100.0,0.0,0.9887,sg_medium_100-500_decay_boundary.csv,sg,0.926375,10.0,0.9887,10.0
6,12,0.91,20401,20278.2,100.61,0.83,0.403,20327,20270.5,100.28,0.38,0.7079,sg_medium_100-500_decay_boundary.csv,sg,0.926375,10.0,0.9483750000000001,10.0
7,14,1.06,23757,23657.8,100.42,0.59,0.5635,23627,23649.4,99.91,-0.13,0.9117,sg_medium_100-500_decay_boundary.csv,sg,0.926375,10.0,0.9887,10.0
8,16,1.21,27197,27041.1,100.58,0.83,0.3966,26893,27028.1,99.5,-0.72,0.4758,sg_medium_100-500_decay_boundary.csv,sg,0.926375,10.0,0.9131666666666668,10.0
9,18,1.36,30587,30416.8,100.56,0.82,0.4026,30276,30406.9,99.57,-0.61,0.5283,sg_medium_100-500_decay_boundary.csv,sg,0.926375,10.0,0.9131666666666668,10.0
10,20,1.52,33965,33800.1,100.49,0.72,0.473,33710,33787.8,99.77,-0.33,0.7587,sg_medium_100-500_decay_boundary.csv,sg,0.926375,10.0,0.9483750000000001,10.0
1,2,0.15,5925,5883.9,100.7,0.52,0.5989,5877,5877.2,100.0,-0.0,0.9877,sg_small_lt100_decay_boundary.csv,sg,0.8263333333333334,10.0,0.9877,10.0
2,4,0.3,11726,11764.7,99.67,-0.35,0.7341,11886,11752.4,101.14,1.21,0.231,sg_small_lt100_decay_boundary.csv,sg,0.8263333333333334,10.0,0.34914285714285714,10.0
3,6,0.45,17634,17647.7,99.92,-0.1,0.9325,17795,17626.7,100.95,1.24,0.2212,sg_small_lt100_decay_boundary.csv,sg,0.9324999999999999,10.0,0.34914285714285714,10.0
4,8,0.61,23461,23532.6,99.7,-0.44,0.6879,23621,23502.1,100.51,0.73,0.4652,sg_small_lt100_decay_boundary.csv,sg,0.8263333333333334,10.0,0.516888888888889,10.0
5,10,0.76,29269,29410.7,99.52,-0.77,0.4534,29619,29381.4,100.81,1.3,0.2058,sg_small_lt100_decay_boundary.csv,sg,0.8263333333333334,10.0,0.34914285714285714,10.0
6,12,0.91,35215,35299.1,99.76,-0.41,0.7007,35498,35258.6,100.68,1.17,0.2444,sg_small_lt100_decay_boundary.csv,sg,0.8263333333333334,10.0,0.34914285714285714,10.0
7,14,1.06,41019,41178.8,99.61,-0.71,0.4854,41375,41135.7,100.58,1.04,0.2954,sg_small_lt100_decay_boundary.csv,sg,0.8263333333333334,10.0,0.36924999999999997,10.0
8,16,1.21,46904,47065.6,99.66,-0.63,0.5365,47425,47003.1,100.9,1.66,0.091,sg_small_lt100_decay_boundary.csv,sg,0.8263333333333334,10.0,0.34914285714285714,10.0
9,18,1.36,52850,52949.7,99.81,-0.35,0.7437,53283,52889.7,100.74,1.41,0.145,sg_small_lt100_decay_boundary.csv,sg,0.8263333333333334,10.0,0.34914285714285714,10.0
10,20,1.52,58721,58830.6,99.81,-0.36,0.7355,59219,58763.0,100.78,1.5,0.1284,sg_small_lt100_decay_boundary.csv,sg,0.8263333333333334,10.0,0.34914285714285714,10.0
1,2,0.15,23,24.5,93.89,-0.3,0.8727,20,24.5,81.7,-0.9,0.4348,sg_xlarge_gt2000_decay_boundary.csv,sg,0.8727,10.0,0.52,10.0
2,4,0.3,51,48.9,104.2,0.32,0.8117,47,48.9,96.04,-0.28,0.8395,sg_xlarge_gt2000_decay_boundary.csv,sg,0.8727,10.0,0.8394999999999999,10.0
