Dataset,Window,Phase,N_Simul,Count,Pct,N_Total
SF_C-Class,19,Opposition,4,256,0.9605,26654
SF_C-Class,19,Conjunction,5,19,0.0713,26654
SF_C-Class,19,Opposition,5,19,0.0713,26654
SF_C-Class,19,Conjunction,6,2,0.0075,26654
SF_C-Class,19,Opposition,6,0,0.0,26654
SF_C-Class,19,Conjunction,7,0,0.0,26654
SF_C-Class,19,Opposition,7,0,0.0,26654
SF_C-Class,20,Conjunction,0,12420,46.5971,26654
SF_C-Class,20,Opposition,0,12471,46.7885,26654
SF_C-Class,20,Conjunction,1,9040,33.9161,26654
SF_C-Class,20,Opposition,1,9316,34.9516,26654
SF_C-Class,20,Conjunction,2,3576,13.4164,26654
SF_C-Class,20,Opposition,2,3464,12.9962,26654
SF_C-Class,20,Conjunction,3,1319,4.9486,26654
SF_C-Class,20,Opposition,3,1088,4.0819,26654
SF_C-Class,20,Conjunction,4,274,1.028,26654
SF_C-Class,20,Opposition,4,286,1.073,26654
SF_C-Class,20,Conjunction,5,22,0.0825,26654
SF_C-Class,20,Opposition,5,29,0.1088,26654
SF_C-Class,20,Conjunction,6,3,0.0113,26654
SF_C-Class,20,Opposition,6,0,0.0,26654
SF_C-Class,20,Conjunction,7,0,0.0,26654
SF_C-Class,20,Opposition,7,0,0.0,26654
SF_C-Class,21,Conjunction,0,12001,45.0251,26654
SF_C-Class,21,Opposition,0,12030,45.1339,26654
SF_C-Class,21,Conjunction,1,9098,34.1337,26654
SF_C-Class,21,Opposition,1,9340,35.0416,26654
SF_C-Class,21,Conjunction,2,3763,14.118,26654
SF_C-Class,21,Opposition,2,3712,13.9266,26654
SF_C-Class,21,Conjunction,3,1437,5.3913,26654
SF_C-Class,21,Opposition,3,1217,4.5659,26654
SF_C-Class,21,Conjunction,4,325,1.2193,26654
SF_C-Class,21,Opposition,4,317,1.1893,26654
SF_C-Class,21,Conjunction,5,25,0.0938,26654
SF_C-Class,21,Opposition,5,38,0.1426,26654
SF_C-Class,21,Conjunction,6,5,0.0188,26654
SF_C-Class,21,Opposition,6,0,0.0,26654
SF_C-Class,21,Conjunction,7,0,0.0,26654
SF_C-Class,21,Opposition,7,0,0.0,26654
SF_C-Class,22,Conjunction,0,11590,43.4832,26654
SF_C-Class,22,Opposition,0,11579,43.4419,26654
SF_C-Class,22,Conjunction,1,9152,34.3363,26654
SF_C-Class,22,Opposition,1,9418,35.3343,26654
SF_C-Class,22,Conjunction,2,3914,14.6845,26654
SF_C-Class,22,Opposition,2,3922,14.7145,26654
SF_C-Class,22,Conjunction,3,1591,5.9691,26654
SF_C-Class,22,Opposition,3,1347,5.0537,26654
SF_C-Class,22,Conjunction,4,369,1.3844,26654
SF_C-Class,22,Opposition,4,336,1.2606,26654
SF_C-Class,22,Conjunction,5,33,0.1238,26654
SF_C-Class,22,Opposition,5,52,0.1951,26654
SF_C-Class,22,Conjunction,6,5,0.0188,26654
SF_C-Class,22,Opposition,6,0,0.0,26654
SF_C-Class,22,Conjunction,7,0,0.0,26654
SF_C-Class,22,Opposition,7,0,0.0,26654
SF_C-Class,23,Conjunction,0,11178,41.9374,26654
SF_C-Class,23,Opposition,0,11151,41.8361,26654
SF_C-Class,23,Conjunction,1,9177,34.4301,26654
SF_C-Class,23,Opposition,1,9454,35.4693,26654
SF_C-Class,23,Conjunction,2,4108,15.4123,26654
SF_C-Class,23,Opposition,2,4139,15.5286,26654
SF_C-Class,23,Conjunction,3,1733,6.5018,26654
SF_C-Class,23,Opposition,3,1478,5.5451,26654
SF_C-Class,23,Conjunction,4,408,1.5307,26654
SF_C-Class,23,Opposition,4,370,1.3882,26654
SF_C-Class,23,Conjunction,5,45,0.1688,26654
SF_C-Class,23,Opposition,5,62,0.2326,26654
SF_C-Class,23,Conjunction,6,5,0.0188,26654
SF_C-Class,23,Opposition,6,0,0.0,26654
SF_C-Class,23,Conjunction,7,0,0.0,26654
SF_C-Class,23,Opposition,7,0,0.0,26654
SF_C-Class,24,Conjunction,0,10769,40.4029,26654
SF_C-Class,24,Opposition,0,10712,40.1891,26654
SF_C-Class,24,Conjunction,1,9223,34.6027,26654
SF_C-Class,24,Opposition,1,9486,35.5894,26654
SF_C-Class,24,Conjunction,2,4288,16.0876,26654
SF_C-Class,24,Opposition,2,4353,16.3315,26654
SF_C-Class,24,Conjunction,3,1869,7.0121,26654
SF_C-Class,24,Opposition,3,1620,6.0779,26654
SF_C-Class,24,Conjunction,4,444,1.6658,26654
SF_C-Class,24,Opposition,4,409,1.5345,26654
SF_C-Class,24,Conjunction,5,54,0.2026,26654
SF_C-Class,24,Opposition,5,74,0.2776,26654
SF_C-Class,24,Conjunction,6,7,0.0263,26654
SF_C-Class,24,Opposition,6,0,0.0,26654
SF_C-Class,24,Conjunction,7,0,0.0,26654
SF_C-Class,24,Opposition,7,0,0.0,26654
SF_C-Class,25,Conjunction,0,10366,38.891,26654
SF_C-Class,25,Opposition,0,10322,38.7259,26654
SF_C-Class,25,Conjunction,1,9255,34.7227,26654
SF_C-Class,25,Opposition,1,9503,35.6532,26654
SF_C-Class,25,Conjunction,2,4465,16.7517,26654
SF_C-Class,25,Opposition,2,4555,17.0894,26654
SF_C-Class,25,Conjunction,3,1992,7.4735,26654
SF_C-Class,25,Opposition,3,1744,6.5431,26654
SF_C-Class,25,Conjunction,4,495,1.8571,26654
SF_C-Class,25,Opposition,4,446,1.6733,26654
SF_C-Class,25,Conjunction,5,73,0.2739,26654
SF_C-Class,25,Opposition,5,84,0.3151,26654
SF_C-Class,25,Conjunction,6,8,0.03,26654
SF_C-Class,25,Opposition,6,0,0.0,26654
SF_C-Class,25,Conjunction,7,0,0.0,26654
SF_C-Class,25,Opposition,7,0,0.0,26654
SF_C-Class,26,Conjunction,0,9983,37.454,26654
SF_C-Class,26,Opposition,0,9913,37.1914,26654
SF_C-Class,26,Conjunction,1,9256,34.7265,26654
SF_C-Class,26,Opposition,1,9518,35.7095,26654
SF_C-Class,26,Conjunction,2,4636,17.3933,26654
SF_C-Class,26,Opposition,2,4786,17.956,26654
SF_C-Class,26,Conjunction,3,2135,8.0101,26654
SF_C-Class,26,Opposition,3,1843,6.9145,26654
SF_C-Class,26,Conjunction,4,549,2.0597,26654
SF_C-Class,26,Opposition,4,487,1.8271,26654
SF_C-Class,26,Conjunction,5,81,0.3039,26654
SF_C-Class,26,Opposition,5,107,0.4014,26654
SF_C-Class,26,Conjunction,6,14,0.0525,26654
SF_C-Class,26,Opposition,6,0,0.0,26654
SF_C-Class,26,Conjunction,7,0,0.0,26654
SF_C-Class,26,Opposition,7,0,0.0,26654
SF_C-Class,27,Conjunction,0,9631,36.1334,26654
SF_C-Class,27,Opposition,0,9559,35.8633,26654
SF_C-Class,27,Conjunction,1,9238,34.659,26654
SF_C-Class,27,Opposition,1,9462,35.4994,26654
SF_C-Class,27,Conjunction,2,4820,18.0836,26654
SF_C-Class,27,Opposition,2,4987,18.7101,26654
SF_C-Class,27,Conjunction,3,2246,8.4265,26654
SF_C-Class,27,Opposition,3,1986,7.451,26654
SF_C-Class,27,Conjunction,4,611,2.2923,26654
SF_C-Class,27,Opposition,4,536,2.011,26654
SF_C-Class,27,Conjunction,5,91,0.3414,26654
SF_C-Class,27,Opposition,5,124,0.4652,26654
SF_C-Class,27,Conjunction,6,17,0.0638,26654
SF_C-Class,27,Opposition,6,0,0.0,26654
SF_C-Class,27,Conjunction,7,0,0.0,26654
SF_C-Class,27,Opposition,7,0,0.0,26654
SF_C-Class,28,Conjunction,0,9292,34.8616,26654
SF_C-Class,28,Opposition,0,9209,34.5502,26654
SF_C-Class,28,Conjunction,1,9227,34.6177,26654
SF_C-Class,28,Opposition,1,9441,35.4206,26654
SF_C-Class,28,Conjunction,2,4954,18.5863,26654
SF_C-Class,28,Opposition,2,5121,19.2129,26654
SF_C-Class,28,Conjunction,3,2368,8.8842,26654
SF_C-Class,28,Opposition,3,2146,8.0513,26654
SF_C-Class,28,Conjunction,4,689,2.585,26654
SF_C-Class,28,Opposition,4,605,2.2698,26654
SF_C-Class,28,Conjunction,5,105,0.3939,26654
SF_C-Class,28,Opposition,5,132,0.4952,26654
SF_C-Class,28,Conjunction,6,19,0.0713,26654
SF_C-Class,28,Opposition,6,0,0.0,26654
SF_C-Class,28,Conjunction,7,0,0.0,26654
SF_C-Class,28,Opposition,7,0,0.0,26654
SF_C-Class,29,Conjunction,0,8952,33.586,26654
SF_C-Class,29,Opposition,0,8839,33.162,26654
SF_C-Class,29,Conjunction,1,9224,34.6064,26654
SF_C-Class,29,Opposition,1,9432,35.3868,26654
SF_C-Class,29,Conjunction,2,5073,19.0328,26654
SF_C-Class,29,Opposition,2,5294,19.8619,26654
SF_C-Class,29,Conjunction,3,2492,9.3494,26654
SF_C-Class,29,Opposition,3,2269,8.5128,26654
SF_C-Class,29,Conjunction,4,757,2.8401,26654
SF_C-Class,29,Opposition,4,665,2.4949,26654
SF_C-Class,29,Conjunction,5,133,0.499,26654
SF_C-Class,29,Opposition,5,154,0.5778,26654
SF_C-Class,29,Conjunction,6,23,0.0863,26654
SF_C-Class,29,Opposition,6,1,0.0038,26654
SF_C-Class,29,Conjunction,7,0,0.0,26654
SF_C-Class,29,Opposition,7,0,0.0,26654
SF_C-Class,30,Conjunction,0,8649,32.4492,26654
SF_C-Class,30,Opposition,0,8484,31.8301,26654
SF_C-Class,30,Conjunction,1,9139,34.2875,26654
SF_C-Class,30,Opposition,1,9357,35.1054,26654
SF_C-Class,30,Conjunction,2,5227,19.6106,26654
SF_C-Class,30,Opposition,2,5491,20.601,26654
SF_C-Class,30,Conjunction,3,2642,9.9122,26654
SF_C-Class,30,Opposition,3,2412,9.0493,26654
SF_C-Class,30,Conjunction,4,798,2.9939,26654
SF_C-Class,30,Opposition,4,732,2.7463,26654
SF_C-Class,30,Conjunction,5,172,0.6453,26654
SF_C-Class,30,Opposition,5,176,0.6603,26654
SF_C-Class,30,Conjunction,6,27,0.1013,26654
SF_C-Class,30,Opposition,6,2,0.0075,26654
SF_C-Class,30,Conjunction,7,0,0.0,26654
SF_C-Class,30,Opposition,7,0,0.0,26654
SF_M-Class,1,Conjunction,0,4630,95.9784,4824
SF_M-Class,1,Opposition,0,4602,95.398,4824
SF_M-Class,1,Conjunction,1,185,3.835,4824
SF_M-Class,1,Opposition,1,222,4.602,4824
SF_M-Class,1,Conjunction,2,9,0.1866,4824
SF_M-Class,1,Opposition,2,0,0.0,4824
SF_M-Class,1,Conjunction,3,0,0.0,4824
SF_M-Class,1,Opposition,3,0,0.0,4824
SF_M-Class,1,Conjunction,4,0,0.0,4824
SF_M-Class,1,Opposition,4,0,0.0,4824
SF_M-Class,1,Conjunction,5,0,0.0,4824
SF_M-Class,1,Opposition,5,0,0.0,4824
SF_M-Class,1,Conjunction,6,0,0.0,4824
SF_M-Class,1,Opposition,6,0,0.0,4824
SF_M-Class,1,Conjunction,7,0,0.0,4824
SF_M-Class,1,Opposition,7,0,0.0,4824
SF_M-Class,2,Conjunction,0,4455,92.3507,4824
SF_M-Class,2,Opposition,0,4422,91.6667,4824
SF_M-Class,2,Conjunction,1,344,7.131,4824
SF_M-Class,2,Opposition,1,386,8.0017,4824
SF_M-Class,2,Conjunction,2,25,0.5182,4824
SF_M-Class,2,Opposition,2,16,0.3317,4824
SF_M-Class,2,Conjunction,3,0,0.0,4824
SF_M-Class,2,Opposition,3,0,0.0,4824
SF_M-Class,2,Conjunction,4,0,0.0,4824
SF_M-Class,2,Opposition,4,0,0.0,4824
SF_M-Class,2,Conjunction,5,0,0.0,4824
SF_M-Class,2,Opposition,5,0,0.0,4824
SF_M-Class,2,Conjunction,6,0,0.0,4824
SF_M-Class,2,Opposition,6,0,0.0,4824
SF_M-Class,2,Conjunction,7,0,0.0,4824
SF_M-Class,2,Opposition,7,0,0.0,4824
SF_M-Class,3,Conjunction,0,4258,88.267,4824
SF_M-Class,3,Opposition,0,4265,88.4121,4824
SF_M-Class,3,Conjunction,1,525,10.8831,4824
SF_M-Class,3,Opposition,1,524,10.8624,4824
SF_M-Class,3,Conjunction,2,37,0.767,4824
SF_M-Class,3,Opposition,2,35,0.7255,4824
SF_M-Class,3,Conjunction,3,4,0.0829,4824
SF_M-Class,3,Opposition,3,0,0.0,4824
SF_M-Class,3,Conjunction,4,0,0.0,4824
SF_M-Class,3,Opposition,4,0,0.0,4824
SF_M-Class,3,Conjunction,5,0,0.0,4824
SF_M-Class,3,Opposition,5,0,0.0,4824
SF_M-Class,3,Conjunction,6,0,0.0,4824
SF_M-Class,3,Opposition,6,0,0.0,4824
SF_M-Class,3,Conjunction,7,0,0.0,4824
SF_M-Class,3,Opposition,7,0,0.0,4824
SF_M-Class,4,Conjunction,0,4106,85.1161,4824
SF_M-Class,4,Opposition,0,4106,85.1161,4824
SF_M-Class,4,Conjunction,1,648,13.4328,4824
SF_M-Class,4,Opposition,1,648,13.4328,4824
SF_M-Class,4,Conjunction,2,64,1.3267,4824
SF_M-Class,4,Opposition,2,68,1.4096,4824
SF_M-Class,4,Conjunction,3,6,0.1244,4824
SF_M-Class,4,Opposition,3,2,0.0415,4824
SF_M-Class,4,Conjunction,4,0,0.0,4824
SF_M-Class,4,Opposition,4,0,0.0,4824
SF_M-Class,4,Conjunction,5,0,0.0,4824
SF_M-Class,4,Opposition,5,0,0.0,4824
SF_M-Class,4,Conjunction,6,0,0.0,4824
SF_M-Class,4,Opposition,6,0,0.0,4824
SF_M-Class,4,Conjunction,7,0,0.0,4824
SF_M-Class,4,Opposition,7,0,0.0,4824
SF_M-Class,5,Conjunction,0,3970,82.2968,4824
SF_M-Class,5,Opposition,0,3944,81.7579,4824
SF_M-Class,5,Conjunction,1,744,15.4229,4824
SF_M-Class,5,Opposition,1,779,16.1484,4824
SF_M-Class,5,Conjunction,2,101,2.0937,4824
SF_M-Class,5,Opposition,2,94,1.9486,4824
SF_M-Class,5,Conjunction,3,8,0.1658,4824
SF_M-Class,5,Opposition,3,7,0.1451,4824
SF_M-Class,5,Conjunction,4,1,0.0207,4824
SF_M-Class,5,Opposition,4,0,0.0,4824
SF_M-Class,5,Conjunction,5,0,0.0,4824
SF_M-Class,5,Opposition,5,0,0.0,4824
SF_M-Class,5,Conjunction,6,0,0.0,4824
SF_M-Class,5,Opposition,6,0,0.0,4824
SF_M-Class,5,Conjunction,7,0,0.0,4824
SF_M-Class,5,Opposition,7,0,0.0,4824
SF_M-Class,6,Conjunction,0,3814,79.063,4824
SF_M-Class,6,Opposition,0,3790,78.5655,4824
SF_M-Class,6,Conjunction,1,878,18.2007,4824
SF_M-Class,6,Opposition,1,918,19.0299,4824
SF_M-Class,6,Conjunction,2,114,2.3632,4824
SF_M-Class,6,Opposition,2,100,2.073,4824
SF_M-Class,6,Conjunction,3,16,0.3317,4824
SF_M-Class,6,Opposition,3,15,0.3109,4824
SF_M-Class,6,Conjunction,4,2,0.0415,4824
SF_M-Class,6,Opposition,4,1,0.0207,4824
SF_M-Class,6,Conjunction,5,0,0.0,4824
SF_M-Class,6,Opposition,5,0,0.0,4824
SF_M-Class,6,Conjunction,6,0,0.0,4824
SF_M-Class,6,Opposition,6,0,0.0,4824
SF_M-Class,6,Conjunction,7,0,0.0,4824
SF_M-Class,6,Opposition,7,0,0.0,4824
SF_M-Class,7,Conjunction,0,3674,76.1609,4824
SF_M-Class,7,Opposition,0,3647,75.6012,4824
SF_M-Class,7,Conjunction,1,984,20.398,4824
SF_M-Class,7,Opposition,1,1028,21.3101,4824
SF_M-Class,7,Conjunction,2,146,3.0265,4824
SF_M-Class,7,Opposition,2,123,2.5498,4824
SF_M-Class,7,Conjunction,3,18,0.3731,4824
SF_M-Class,7,Opposition,3,23,0.4768,4824
SF_M-Class,7,Conjunction,4,2,0.0415,4824
SF_M-Class,7,Opposition,4,3,0.0622,4824
SF_M-Class,7,Conjunction,5,0,0.0,4824
SF_M-Class,7,Opposition,5,0,0.0,4824
SF_M-Class,7,Conjunction,6,0,0.0,4824
SF_M-Class,7,Opposition,6,0,0.0,4824
SF_M-Class,7,Conjunction,7,0,0.0,4824
SF_M-Class,7,Opposition,7,0,0.0,4824
SF_M-Class,8,Conjunction,0,3535,73.2794,4824
SF_M-Class,8,Opposition,0,3512,72.8027,4824
SF_M-Class,8,Conjunction,1,1075,22.2844,4824
SF_M-Class,8,Opposition,1,1120,23.2172,4824
SF_M-Class,8,Conjunction,2,187,3.8765,4824
SF_M-Class,8,Opposition,2,155,3.2131,4824
SF_M-Class,8,Conjunction,3,25,0.5182,4824
SF_M-Class,8,Opposition,3,32,0.6633,4824
SF_M-Class,8,Conjunction,4,2,0.0415,4824
SF_M-Class,8,Opposition,4,5,0.1036,4824
SF_M-Class,8,Conjunction,5,0,0.0,4824
SF_M-Class,8,Opposition,5,0,0.0,4824
SF_M-Class,8,Conjunction,6,0,0.0,4824
SF_M-Class,8,Opposition,6,0,0.0,4824
SF_M-Class,8,Conjunction,7,0,0.0,4824
SF_M-Class,8,Opposition,7,0,0.0,4824
SF_M-Class,9,Conjunction,0,3420,70.8955,4824
SF_M-Class,9,Opposition,0,3395,70.3773,4824
SF_M-Class,9,Conjunction,1,1129,23.4038,4824
SF_M-Class,9,Opposition,1,1193,24.7305,4824
SF_M-Class,9,Conjunction,2,236,4.8922,4824
SF_M-Class,9,Opposition,2,190,3.9386,4824
SF_M-Class,9,Conjunction,3,36,0.7463,4824
SF_M-Class,9,Opposition,3,36,0.7463,4824
SF_M-Class,9,Conjunction,4,3,0.0622,4824
SF_M-Class,9,Opposition,4,10,0.2073,4824
SF_M-Class,9,Conjunction,5,0,0.0,4824
SF_M-Class,9,Opposition,5,0,0.0,4824
SF_M-Class,9,Conjunction,6,0,0.0,4824
SF_M-Class,9,Opposition,6,0,0.0,4824
SF_M-Class,9,Conjunction,7,0,0.0,4824
SF_M-Class,9,Opposition,7,0,0.0,4824
SF_M-Class,10,Conjunction,0,3291,68.2214,4824
SF_M-Class,10,Opposition,0,3266,67.7032,4824
SF_M-Class,10,Conjunction,1,1195,24.772,4824
SF_M-Class,10,Opposition,1,1277,26.4718,4824
SF_M-Class,10,Conjunction,2,287,5.9494,4824
SF_M-Class,10,Opposition,2,220,4.5605,4824
SF_M-Class,10,Conjunction,3,47,0.9743,4824
SF_M-Class,10,Opposition,3,49,1.0158,4824
SF_M-Class,10,Conjunction,4,4,0.0829,4824
SF_M-Class,10,Opposition,4,12,0.2488,4824
SF_M-Class,10,Conjunction,5,0,0.0,4824
SF_M-Class,10,Opposition,5,0,0.0,4824
SF_M-Class,10,Conjunction,6,0,0.0,4824
SF_M-Class,10,Opposition,6,0,0.0,4824
SF_M-Class,10,Conjunction,7,0,0.0,4824
SF_M-Class,10,Opposition,7,0,0.0,4824
SF_M-Class,11,Conjunction,0,3176,65.8375,4824
SF_M-Class,11,Opposition,0,3147,65.2363,4824
SF_M-Class,11,Conjunction,1,1247,25.8499,4824
SF_M-Class,11,Opposition,1,1350,27.9851,4824
SF_M-Class,11,Conjunction,2,338,7.0066,4824
SF_M-Class,11,Opposition,2,249,5.1617,4824
SF_M-Class,11,Conjunction,3,57,1.1816,4824
SF_M-Class,11,Opposition,3,62,1.2852,4824
SF_M-Class,11,Conjunction,4,6,0.1244,4824
SF_M-Class,11,Opposition,4,16,0.3317,4824
SF_M-Class,11,Conjunction,5,0,0.0,4824
SF_M-Class,11,Opposition,5,0,0.0,4824
SF_M-Class,11,Conjunction,6,0,0.0,4824
SF_M-Class,11,Opposition,6,0,0.0,4824
SF_M-Class,11,Conjunction,7,0,0.0,4824
SF_M-Class,11,Opposition,7,0,0.0,4824
SF_M-Class,12,Conjunction,0,3071,63.6609,4824
SF_M-Class,12,Opposition,0,3025,62.7073,4824
SF_M-Class,12,Conjunction,1,1297,26.8864,4824
SF_M-Class,12,Opposition,1,1429,29.6227,4824
SF_M-Class,12,Conjunction,2,373,7.7322,4824
SF_M-Class,12,Opposition,2,280,5.8043,4824
SF_M-Class,12,Conjunction,3,74,1.534,4824
SF_M-Class,12,Opposition,3,69,1.4303,4824
SF_M-Class,12,Conjunction,4,9,0.1866,4824
SF_M-Class,12,Opposition,4,21,0.4353,4824
SF_M-Class,12,Conjunction,5,0,0.0,4824
SF_M-Class,12,Opposition,5,0,0.0,4824
SF_M-Class,12,Conjunction,6,0,0.0,4824
SF_M-Class,12,Opposition,6,0,0.0,4824
SF_M-Class,12,Conjunction,7,0,0.0,4824
SF_M-Class,12,Opposition,7,0,0.0,4824
SF_M-Class,13,Conjunction,0,2975,61.6708,4824
SF_M-Class,13,Opposition,0,2929,60.7172,4824
SF_M-Class,13,Conjunction,1,1332,27.6119,4824
SF_M-Class,13,Opposition,1,1469,30.4519,4824
SF_M-Class,13,Conjunction,2,416,8.6235,4824
SF_M-Class,13,Opposition,2,319,6.6128,4824
SF_M-Class,13,Conjunction,3,89,1.8449,4824
SF_M-Class,13,Opposition,3,81,1.6791,4824
SF_M-Class,13,Conjunction,4,12,0.2488,4824
SF_M-Class,13,Opposition,4,26,0.539,4824
SF_M-Class,13,Conjunction,5,0,0.0,4824
SF_M-Class,13,Opposition,5,0,0.0,4824
SF_M-Class,13,Conjunction,6,0,0.0,4824
SF_M-Class,13,Opposition,6,0,0.0,4824
SF_M-Class,13,Conjunction,7,0,0.0,4824
SF_M-Class,13,Opposition,7,0,0.0,4824
SF_M-Class,14,Conjunction,0,2872,59.5357,4824
SF_M-Class,14,Opposition,0,2825,58.5614,4824
SF_M-Class,14,Conjunction,1,1382,28.6484,4824
SF_M-Class,14,Opposition,1,1519,31.4884,4824
SF_M-Class,14,Conjunction,2,437,9.0589,4824
SF_M-Class,14,Opposition,2,356,7.3798,4824
SF_M-Class,14,Conjunction,3,119,2.4668,4824
SF_M-Class,14,Opposition,3,96,1.99,4824
SF_M-Class,14,Conjunction,4,14,0.2902,4824
SF_M-Class,14,Opposition,4,27,0.5597,4824
SF_M-Class,14,Conjunction,5,0,0.0,4824
SF_M-Class,14,Opposition,5,1,0.0207,4824
SF_M-Class,14,Conjunction,6,0,0.0,4824
SF_M-Class,14,Opposition,6,0,0.0,4824
SF_M-Class,14,Conjunction,7,0,0.0,4824
SF_M-Class,14,Opposition,7,0,0.0,4824
SF_M-Class,15,Conjunction,0,2767,57.359,4824
SF_M-Class,15,Opposition,0,2706,56.0945,4824
SF_M-Class,15,Conjunction,1,1430,29.6434,4824
SF_M-Class,15,Opposition,1,1585,32.8566,4824
SF_M-Class,15,Conjunction,2,465,9.6393,4824
SF_M-Class,15,Opposition,2,383,7.9395,4824
SF_M-Class,15,Conjunction,3,144,2.9851,4824
SF_M-Class,15,Opposition,3,119,2.4668,4824
SF_M-Class,15,Conjunction,4,18,0.3731,4824
SF_M-Class,15,Opposition,4,30,0.6219,4824
SF_M-Class,15,Conjunction,5,0,0.0,4824
SF_M-Class,15,Opposition,5,1,0.0207,4824
SF_M-Class,15,Conjunction,6,0,0.0,4824
SF_M-Class,15,Opposition,6,0,0.0,4824
SF_M-Class,15,Conjunction,7,0,0.0,4824
SF_M-Class,15,Opposition,7,0,0.0,4824
SF_M-Class,16,Conjunction,0,2679,55.5348,4824
SF_M-Class,16,Opposition,0,2610,54.1045,4824
SF_M-Class,16,Conjunction,1,1454,30.141,4824
SF_M-Class,16,Opposition,1,1617,33.5199,4824
SF_M-Class,16,Conjunction,2,502,10.4063,4824
SF_M-Class,16,Opposition,2,433,8.976,4824
SF_M-Class,16,Conjunction,3,168,3.4826,4824
SF_M-Class,16,Opposition,3,124,2.5705,4824
SF_M-Class,16,Conjunction,4,21,0.4353,4824
SF_M-Class,16,Opposition,4,39,0.8085,4824
SF_M-Class,16,Conjunction,5,0,0.0,4824
SF_M-Class,16,Opposition,5,1,0.0207,4824
SF_M-Class,16,Conjunction,6,0,0.0,4824
SF_M-Class,16,Opposition,6,0,0.0,4824
SF_M-Class,16,Conjunction,7,0,0.0,4824
SF_M-Class,16,Opposition,7,0,0.0,4824
SF_M-Class,17,Conjunction,0,2603,53.9594,4824
SF_M-Class,17,Opposition,0,2510,52.0315,4824
SF_M-Class,17,Conjunction,1,1464,30.3483,4824
SF_M-Class,17,Opposition,1,1648,34.1625,4824
SF_M-Class,17,Conjunction,2,540,11.194,4824
SF_M-Class,17,Opposition,2,487,10.0954,4824
SF_M-Class,17,Conjunction,3,190,3.9386,4824
SF_M-Class,17,Opposition,3,133,2.757,4824
SF_M-Class,17,Conjunction,4,26,0.539,4824
SF_M-Class,17,Opposition,4,44,0.9121,4824
SF_M-Class,17,Conjunction,5,1,0.0207,4824
SF_M-Class,17,Opposition,5,2,0.0415,4824
SF_M-Class,17,Conjunction,6,0,0.0,4824
SF_M-Class,17,Opposition,6,0,0.0,4824
SF_M-Class,17,Conjunction,7,0,0.0,4824
SF_M-Class,17,Opposition,7,0,0.0,4824
SF_M-Class,18,Conjunction,0,2522,52.2803,4824
SF_M-Class,18,Opposition,0,2421,50.1866,4824
SF_M-Class,18,Conjunction,1,1478,30.6385,4824
SF_M-Class,18,Opposition,1,1669,34.5978,4824
SF_M-Class,18,Conjunction,2,569,11.7952,4824
SF_M-Class,18,Opposition,2,525,10.8831,4824
SF_M-Class,18,Conjunction,3,219,4.5398,4824
SF_M-Class,18,Opposition,3,157,3.2546,4824
SF_M-Class,18,Conjunction,4,35,0.7255,4824
SF_M-Class,18,Opposition,4,49,1.0158,4824
SF_M-Class,18,Conjunction,5,1,0.0207,4824
SF_M-Class,18,Opposition,5,3,0.0622,4824
SF_M-Class,18,Conjunction,6,0,0.0,4824
SF_M-Class,18,Opposition,6,0,0.0,4824
SF_M-Class,18,Conjunction,7,0,0.0,4824
SF_M-Class,18,Opposition,7,0,0.0,4824
SF_M-Class,19,Conjunction,0,2431,50.3939,4824
SF_M-Class,19,Opposition,0,2349,48.694,4824
SF_M-Class,19,Conjunction,1,1505,31.1982,4824
SF_M-Class,19,Opposition,1,1669,34.5978,4824
SF_M-Class,19,Conjunction,2,605,12.5415,4824
SF_M-Class,19,Opposition,2,578,11.9818,4824
SF_M-Class,19,Conjunction,3,238,4.9337,4824
SF_M-Class,19,Opposition,3,170,3.524,4824
SF_M-Class,19,Conjunction,4,44,0.9121,4824
SF_M-Class,19,Opposition,4,55,1.1401,4824
SF_M-Class,19,Conjunction,5,1,0.0207,4824
SF_M-Class,19,Opposition,5,3,0.0622,4824
SF_M-Class,19,Conjunction,6,0,0.0,4824
SF_M-Class,19,Opposition,6,0,0.0,4824
SF_M-Class,19,Conjunction,7,0,0.0,4824
SF_M-Class,19,Opposition,7,0,0.0,4824
SF_M-Class,20,Conjunction,0,2350,48.7148,4824
SF_M-Class,20,Opposition,0,2268,47.0149,4824
SF_M-Class,20,Conjunction,1,1500,31.0945,4824
SF_M-Class,20,Opposition,1,1679,34.8051,4824
SF_M-Class,20,Conjunction,2,645,13.3706,4824
SF_M-Class,20,Opposition,2,619,12.8317,4824
SF_M-Class,20,Conjunction,3,278,5.7629,4824
SF_M-Class,20,Opposition,3,194,4.0216,4824
SF_M-Class,20,Conjunction,4,49,1.0158,4824
SF_M-Class,20,Opposition,4,60,1.2438,4824
SF_M-Class,20,Conjunction,5,2,0.0415,4824
SF_M-Class,20,Opposition,5,4,0.0829,4824
SF_M-Class,20,Conjunction,6,0,0.0,4824
SF_M-Class,20,Opposition,6,0,0.0,4824
SF_M-Class,20,Conjunction,7,0,0.0,4824
SF_M-Class,20,Opposition,7,0,0.0,4824
SF_M-Class,21,Conjunction,0,2259,46.8284,4824
SF_M-Class,21,Opposition,0,2200,45.6053,4824
SF_M-Class,21,Conjunction,1,1514,31.3847,4824
SF_M-Class,21,Opposition,1,1689,35.0124,4824
SF_M-Class,21,Conjunction,2,680,14.0962,4824
SF_M-Class,21,Opposition,2,640,13.267,4824
