Body,Window,Type,k_obs,k_exp,Ratio_Freq,Avg_Area,Ratio_Amp,p_val,Effect,Stage,p_adj_bh,sig_fdr
20000269_lon,5,Conjunction,1173,1079.46,108.67,326.57000732421875,107.56999969482422,0.004541176730252,Enhancement,Flare_All,0.04792782468009205,True
20000270_lon,1,Opposition,218,216.76,100.57,227.97999572753903,75.08999633789062,0.9510016489166924,Enhancement,Flare_All,1.0,False
20000270_lon,1,Conjunction,202,216.61,93.26,300.94000244140625,99.12000274658205,0.336838642117369,Suppression,Flare_All,0.714866792102351,False
20000270_lon,2,Opposition,452,433.52,104.26,335.3500061035156,110.45999908447266,0.384218592100787,Enhancement,Flare_All,0.744818848498519,False
20000270_lon,2,Conjunction,388,433.21,89.56,322.2200012207031,106.12999725341795,0.0284784553108839,Suppression,Flare_All,0.27695754991582183,False
20000270_lon,3,Opposition,661,650.29,101.65,320.57000732421875,105.58999633789062,0.6823822302630383,Enhancement,Flare_All,0.9161038480913944,False
20000270_lon,3,Conjunction,616,649.82,94.8,321.489990234375,105.88999938964844,0.1858552735119021,Suppression,Flare_All,0.46672980261349045,False
20000270_lon,4,Opposition,841,867.05,97.0,304.0799865722656,100.16000366210938,0.3809079844860366,Suppression,Flare_All,0.6791989403735036,False
20000270_lon,4,Conjunction,823,866.42,94.99,302.75,99.72000122070312,0.1385078335971515,Suppression,Flare_All,0.35523254243487873,False
20000270_lon,5,Opposition,1046,1083.81,96.51,279.6600036621094,92.11000061035156,0.2497193051569974,Suppression,Flare_All,0.5065734476041946,False
20000270_lon,5,Conjunction,1033,1083.03,95.38,299.0799865722656,98.51000213623048,0.1252713562538894,Suppression,Flare_All,0.3135799013919475,False
20000271_lon,1,Opposition,177,216.86,81.62,307.4599914550781,101.2699966430664,0.0058484443300985,Suppression,Flare_All,0.16917166747433068,False
20000271_lon,1,Conjunction,202,217.12,93.04,240.7899932861328,79.30999755859375,0.3197535293710722,Suppression,Flare_All,0.6910698828562256,False
20000271_lon,2,Opposition,362,433.72,83.46,302.6199951171875,99.68000030517578,0.0004139228898388,Suppression,Flare_All,0.053533513619997766,False
20000271_lon,2,Conjunction,421,434.24,96.95,230.8300018310547,76.02999877929688,0.5419977841367188,Suppression,Flare_All,0.8140389796361104,False
20000271_lon,3,Opposition,553,650.58,85.0,304.4100036621094,100.2699966430664,8.422134813508041e-05,Suppression,Flare_All,0.00907350053065836,True
20000271_lon,3,Conjunction,630,651.36,96.72,291.7099914550781,96.08999633789062,0.4110223202257355,Suppression,Flare_All,0.7023362216288478,False
20000271_lon,4,Opposition,737,867.45,84.96,313.4599914550781,103.25,4.816828282794675e-06,Suppression,Flare_All,0.0007523885777725283,True
20000271_lon,4,Conjunction,854,868.48,98.33,320.7799987792969,105.66000366210938,0.6345171536921996,Suppression,Flare_All,0.8300802295370318,False
20000271_lon,5,Opposition,919,1084.31,84.75,327.20001220703125,107.77999877929688,1.944410541918008e-07,Suppression,Flare_All,3.7964615830949106e-05,True
20000271_lon,5,Conjunction,1079,1085.59,99.39,312.95001220703125,103.08000183105467,0.8548651050309849,Suppression,Flare_All,0.9323333093647542,False
20000275_lon,1,Opposition,192,216.61,88.64,245.77999877929688,80.95999908447266,0.0962397783018319,Suppression,Flare_All,0.5023491644489614,False
20000275_lon,1,Conjunction,212,216.39,97.97,283.82000732421875,93.48999786376952,0.7988879049306105,Suppression,Flare_All,0.9569500824398877,False
20000275_lon,2,Opposition,385,433.23,88.87,251.7100067138672,82.91000366210938,0.0191908893955353,Suppression,Flare_All,0.20915482479026967,False
20000275_lon,2,Conjunction,407,432.78,94.04,256.7799987792969,84.58000183105469,0.220121580198128,Suppression,Flare_All,0.5273464850758833,False
20000275_lon,3,Opposition,578,649.84,88.94,273.92999267578125,90.2300033569336,0.0041180676530166,Suppression,Flare_All,0.07309570084104465,False
20000275_lon,3,Conjunction,627,649.17,96.58,308.5599975585937,101.63999938964844,0.3919048525936869,Suppression,Flare_All,0.6859201304343528,False
20000275_lon,4,Opposition,769,866.46,88.75,273.5599975585937,90.11000061035156,0.0007009408939399,Suppression,Flare_All,0.020275364376557848,True
20000275_lon,4,Conjunction,845,865.57,97.62,287.4599914550781,94.68000030517578,0.4921858938820155,Suppression,Flare_All,0.7280249680338146,False
20000275_lon,5,Opposition,969,1083.07,89.47,285.20001220703125,93.94000244140624,0.0003749534939976,Suppression,Flare_All,0.0088738993579432,True
20000275_lon,5,Conjunction,1058,1081.96,97.79,286.2099914550781,94.2699966430664,0.4709739272927635,Suppression,Flare_All,0.6799087564060042,False
20000276_lon,1,Opposition,237,216.27,109.59,385.5700073242188,127.0,0.1706638674086286,Enhancement,Flare_All,0.6203827725740138,False
20000276_lon,1,Conjunction,191,217.58,87.78,404.3999938964844,133.1999969482422,0.0720770696834362,Suppression,Flare_All,0.4761976520055888,False
20000276_lon,2,Opposition,477,432.54,110.28,364.1499938964844,119.94000244140624,0.0357898518441183,Enhancement,Flare_All,0.25751136348201314,False
20000276_lon,2,Conjunction,399,435.16,91.69,338.20001220703125,111.4000015258789,0.0827269991294582,Suppression,Flare_All,0.37242697265038105,False
20000276_lon,3,Opposition,702,648.8,108.2,357.5599975585937,117.77999877929688,0.0388595517299292,Enhancement,Flare_All,0.22147907837852346,False
20000276_lon,3,Conjunction,604,652.74,92.53,319.6400146484375,105.27999877929688,0.054678227368135,Suppression,Flare_All,0.2430124587852067,False
20000276_lon,4,Opposition,942,865.07,108.89,343.5400085449219,113.1500015258789,0.0094114407102567,Enhancement,Flare_All,0.07737194941800508,False
20000276_lon,4,Conjunction,792,870.32,91.0,313.07000732421875,103.12000274658205,0.0068816150782388,Suppression,Flare_All,0.07991968444216456,False
20000276_lon,5,Opposition,1173,1081.34,108.48,331.25,109.11000061035156,0.0054504121980907,Enhancement,Flare_All,0.04782889805290828,True
20000276_lon,5,Conjunction,993,1087.9,91.28,289.5199890136719,95.36000061035156,0.0032808884377733,Suppression,Flare_All,0.03942113646001457,True
20000279_lon,1,Opposition,241,216.59,111.27,263.57000732421875,86.80999755859375,0.1069851832842842,Enhancement,Flare_All,0.528831823702696,False
20000279_lon,1,Conjunction,192,216.63,88.63,465.1600036621094,153.2100067138672,0.0960850019990979,Suppression,Flare_All,0.4936999115874701,False
20000279_lon,2,Opposition,431,433.17,99.5,264.3399963378906,87.06999969482422,0.9417473829539996,Suppression,Flare_All,1.0,False
20000279_lon,2,Conjunction,366,433.25,84.48,427.0499877929688,140.66000366210938,0.0009516303278835,Suppression,Flare_All,0.08258036511966817,False
20000279_lon,3,Opposition,648,649.76,99.73,304.1700134277344,100.19000244140624,0.965261054769653,Suppression,Flare_All,1.0,False
20000279_lon,3,Conjunction,574,649.88,88.32,423.6199951171875,139.52999877929688,0.0024065362224399,Suppression,Flare_All,0.06961128850835414,False
20000279_lon,4,Opposition,836,866.35,96.5,305.8399963378906,100.73999786376952,0.3049472428152208,Suppression,Flare_All,0.6014237288855744,False
20000279_lon,4,Conjunction,752,866.5,86.79,392.9800109863281,129.44000244140625,6.336794620570596e-05,Suppression,Flare_All,0.0035350261419040247,True
20000279_lon,5,Opposition,1034,1082.94,95.48,300.5400085449219,98.98999786376952,0.1339138562044375,Suppression,Flare_All,0.35214384409315047,False
20000279_lon,5,Conjunction,960,1083.13,88.63,363.5299987792969,119.73999786376952,0.0001197072991236,Suppression,Flare_All,0.0044519714578824575,True
20000283_lon,1,Opposition,210,217.27,96.66,288.57000732421875,95.0500030517578,0.6517065190803628,Suppression,Flare_All,0.9262823531181807,False
20000283_lon,1,Conjunction,167,216.64,77.08,539.760009765625,177.7899932861328,0.000508935109398,Suppression,Flare_All,0.0993695801099595,False
20000283_lon,2,Opposition,435,434.53,100.11,257.0299987792969,84.66000366210938,0.9949082123344428,Enhancement,Flare_All,1.0,False
20000283_lon,2,Conjunction,372,433.29,85.85,457.1000061035156,150.55999755859375,0.0026924108500905,Suppression,Flare_All,0.13142330462004254,False
20000283_lon,3,Opposition,651,651.8,99.88,302.95001220703125,99.79000091552734,0.995746705150684,Suppression,Flare_All,1.0,False
20000283_lon,3,Conjunction,574,649.93,88.32,372.0400085449219,122.54000091552734,0.0023893729478603,Suppression,Flare_All,0.06961128850835414,False
20000283_lon,4,Opposition,837,869.06,96.31,312.69000244140625,102.98999786376952,0.2784818049783609,Suppression,Flare_All,0.5799847725015996,False
20000283_lon,4,Conjunction,788,866.58,90.93,392.2699890136719,129.2100067138672,0.0065755591705245,Suppression,Flare_All,0.07991968444216456,False
20000283_lon,5,Opposition,1046,1086.33,96.29,290.5799865722656,95.70999908447266,0.2194308717613565,Suppression,Flare_All,0.4708118429824709,False
20000283_lon,5,Conjunction,998,1083.22,92.13,393.3599853515625,129.55999755859375,0.0082924354975321,Suppression,Flare_All,0.0647639212357257,False
20000284_lon,1,Opposition,212,217.12,97.64,304.6199951171875,100.33999633789062,0.7606704031156603,Suppression,Flare_All,0.9518342134748708,False
20000284_lon,1,Conjunction,196,215.81,90.82,386.0700073242188,127.16999816894533,0.1845218792938952,Suppression,Flare_All,0.5979733930644487,False
20000284_lon,2,Opposition,453,434.25,104.32,277.2200012207031,91.30999755859376,0.37749712241086,Enhancement,Flare_All,0.7352250688351163,False
20000284_lon,2,Conjunction,429,431.62,99.39,347.1300048828125,114.33999633789062,0.9245057516411468,Suppression,Flare_All,0.9893116004680822,False
20000284_lon,3,Opposition,673,651.37,103.32,274.6499938964844,90.47000122070312,0.4027718322787781,Enhancement,Flare_All,0.717665048756023,False
20000284_lon,3,Conjunction,647,647.43,99.93,301.5599975585937,99.33000183105467,1.0,Suppression,Flare_All,1.0,False
20000284_lon,4,Opposition,890,868.5,102.48,293.8500061035156,96.79000091552734,0.469498622090471,Enhancement,Flare_All,0.7623252055148813,False
20000284_lon,4,Conjunction,834,863.24,96.61,325.9700012207031,107.37000274658205,0.3226363858886575,Suppression,Flare_All,0.5675203094122556,False
20000284_lon,5,Opposition,1097,1085.62,101.05,301.3299865722656,99.25,0.7345629557402917,Enhancement,Flare_All,0.899206376854495,False
20000284_lon,5,Conjunction,1041,1079.05,96.47,322.8800048828125,106.3499984741211,0.2456724063561147,Suppression,Flare_All,0.4668373463847338,False
20000286_lon,1,Opposition,227,216.29,104.95,321.6300048828125,105.94000244140624,0.4824772714199613,Enhancement,Flare_All,0.890196086262097,False
20000286_lon,1,Conjunction,233,216.67,107.54,253.3500061035156,83.44999694824219,0.2814158009366267,Enhancement,Flare_All,0.6533799531959548,False
20000286_lon,2,Opposition,428,432.57,98.94,303.1300048828125,99.8499984741211,0.8499381523867495,Suppression,Flare_All,0.9854297251746902,False
20000286_lon,2,Conjunction,469,433.33,108.23,279.8099975585937,92.16000366210938,0.0920490205048843,Enhancement,Flare_All,0.3834859863006654,False
20000286_lon,3,Opposition,662,648.86,102.03,295.2300109863281,97.23999786376952,0.6133044578574162,Enhancement,Flare_All,0.8844246179945155,False
20000286_lon,3,Conjunction,664,650.0,102.15,265.8999938964844,87.58000183105469,0.5901353927586641,Enhancement,Flare_All,0.8200215053315083,False
20000286_lon,4,Opposition,865,865.14,99.98,270.42999267578125,89.06999969482422,1.0,Suppression,Flare_All,1.0,False
20000286_lon,4,Conjunction,889,866.66,102.58,243.8600006103516,80.31999969482422,0.4517224872327716,Enhancement,Flare_All,0.6904016879232772,False
20000286_lon,5,Opposition,1089,1081.43,100.7,284.04998779296875,93.55999755859376,0.8236900210734325,Enhancement,Flare_All,0.926680342243055,False
20000286_lon,5,Conjunction,1083,1083.33,99.97,285.57000732421875,94.05999755859376,1.0,Suppression,Flare_All,1.0,False
20000287_lon,1,Opposition,213,217.38,97.99,266.0599975585937,87.62999725341797,0.8000523897710001,Suppression,Flare_All,0.9707238381620417,False
20000287_lon,1,Conjunction,191,216.98,88.03,431.260009765625,142.0500030517578,0.078596127041068,Suppression,Flare_All,0.4817689580792328,False
20000287_lon,2,Opposition,438,434.76,100.75,297.6700134277344,98.0500030517578,0.8885943252984058,Enhancement,Flare_All,0.9989292441825665,False
20000287_lon,2,Conjunction,415,433.97,95.63,320.989990234375,105.7300033569336,0.3735378342354733,Suppression,Flare_All,0.6753079827266312,False
20000287_lon,3,Opposition,654,652.13,100.29,290.8699951171875,95.80999755859376,0.951901710600098,Enhancement,Flare_All,1.0,False
20000287_lon,3,Conjunction,619,650.95,95.09,288.42999267578125,95.0,0.212509251124714,Suppression,Flare_All,0.5075526762336441,False
20000287_lon,4,Opposition,858,869.51,98.68,298.6700134277344,98.37999725341795,0.7091875472605228,Suppression,Flare_All,0.8947907502592379,False
20000287_lon,4,Conjunction,835,867.93,96.21,301.5599975585937,99.33000183105467,0.2649684758619766,Suppression,Flare_All,0.5122641195049691,False
20000287_lon,5,Opposition,1083,1086.89,99.64,281.25,92.63999938964844,0.9207776886006412,Suppression,Flare_All,0.9689489774399633,False
20000287_lon,5,Conjunction,1038,1084.92,95.68,297.1700134277344,97.87999725341795,0.1514570944899849,Suppression,Flare_All,0.3436861208418992,False
20000293_lon,1,Opposition,226,216.57,104.36,283.19000244140625,93.27999877929688,0.5379670139471854,Enhancement,Flare_All,0.8972449914564075,False
20000293_lon,1,Conjunction,221,216.28,102.18,309.32000732421875,101.87999725341795,0.7656126260691044,Enhancement,Flare_All,0.9486054742895006,False
20000293_lon,2,Opposition,442,433.13,102.05,303.2099914550781,99.87000274658205,0.6810981332940934,Enhancement,Flare_All,0.9074076964208904,False
20000293_lon,2,Conjunction,414,432.56,95.71,410.4299926757813,135.19000244140625,0.3836145870965326,Suppression,Flare_All,0.6825035813475899,False
20000293_lon,3,Opposition,656,649.7,100.97,307.29998779296875,101.22000122070312,0.8137024455921714,Enhancement,Flare_All,0.9644606461635635,False
20000293_lon,3,Conjunction,636,648.84,98.02,381.1799926757813,125.5500030517578,0.6287353472266086,Suppression,Flare_All,0.8466246658344505,False
20000293_lon,4,Opposition,873,866.26,100.78,312.1600036621094,102.81999969482422,0.8262050063580697,Enhancement,Flare_All,0.9481335818011081,False
20000293_lon,4,Conjunction,863,865.11,99.76,374.4800109863281,123.3499984741211,0.9600727904985018,Suppression,Flare_All,0.9863924156842412,False
20000293_lon,5,Opposition,1099,1082.83,101.49,299.489990234375,98.6500015258789,0.6264283332637676,Enhancement,Flare_All,0.8377406306147303,False
20000293_lon,5,Conjunction,1073,1081.39,99.22,368.489990234375,121.37000274658205,0.8112111165892003,Suppression,Flare_All,0.9037887047876825,False
20000294_lon,1,Opposition,224,217.13,103.17,210.88999938964844,69.45999908447266,0.6579020229793546,Enhancement,Flare_All,0.9289428839930168,False
20000294_lon,1,Conjunction,244,215.75,113.09,333.1099853515625,109.72000122070312,0.0618703368832135,Enhancement,Flare_All,0.45585597269612965,False
20000294_lon,2,Opposition,452,434.25,104.09,290.3500061035156,95.63999938964844,0.4038764273703473,Enhancement,Flare_All,0.7674634787743096,False
20000294_lon,2,Conjunction,455,431.5,105.45,305.32000732421875,100.56999969482422,0.2662428265256016,Enhancement,Flare_All,0.5896555115607514,False
20000294_lon,3,Opposition,668,651.38,102.55,337.92999267578125,111.30999755859376,0.5217021794025692,Enhancement,Flare_All,0.8198177104897517,False
20000294_lon,3,Conjunction,671,647.25,103.67,313.5299987792969,103.2699966430664,0.3561741391854634,Enhancement,Flare_All,0.6576170276686689,False
20000294_lon,4,Opposition,874,868.51,100.63,309.760009765625,102.02999877929688,0.8597860965223046,Enhancement,Flare_All,0.9634045070070587,False
20000294_lon,4,Conjunction,894,863.0,103.59,322.5799865722656,106.25,0.2939275661707908,Enhancement,Flare_All,0.5388672046464499,False
20000294_lon,5,Opposition,1072,1085.63,98.74,301.4100036621094,99.27999877929688,0.6890059258122397,Suppression,Flare_All,0.8707340259860181,False
20000294_lon,5,Conjunction,1144,1078.74,106.05,311.8599853515625,102.72000122070312,0.0471155901297556,Enhancement,Flare_All,0.1727571638091039,False
20000300_lon,1,Opposition,211,216.49,97.47,299.6199951171875,98.69000244140624,0.7415190814339073,Suppression,Flare_All,0.9439709118305893,False
20000300_lon,1,Conjunction,210,216.64,96.93,370.0,121.87000274658205,0.6824369824822714,Suppression,Flare_All,0.9142080331366277,False
20000300_lon,2,Opposition,437,432.97,100.93,255.8999938964844,84.29000091552734,0.8586139596787412,Enhancement,Flare_All,0.9854297251746902,False
20000300_lon,2,Conjunction,433,433.28,99.93,324.2699890136719,106.80999755859376,1.0,Suppression,Flare_All,1.0,False
20000300_lon,3,Opposition,674,649.46,103.78,237.0,78.05999755859375,0.3410963121785588,Enhancement,Flare_All,0.670543115774949,False
20000300_lon,3,Conjunction,664,649.93,102.17,302.3599853515625,99.58999633789062,0.5881704864791587,Enhancement,Flare_All,0.8193750541584573,False
20000300_lon,4,Opposition,909,865.94,104.97,236.2400054931641,77.80999755859375,0.145273970281716,Enhancement,Flare_All,0.3943964037786999,False
20000300_lon,4,Conjunction,877,866.57,101.2,310.67999267578125,102.33000183105467,0.7293005865756137,Enhancement,Flare_All,0.8826170865400342,False
20000300_lon,5,Opposition,1150,1082.43,106.24,237.7400054931641,78.30999755859375,0.0401664362103232,Enhancement,Flare_All,0.16510519305401275,False
20000300_lon,5,Conjunction,1121,1083.21,103.49,340.3699951171875,112.11000061035156,0.2511291439067578,Enhancement,Flare_All,0.47260689491850083,False
20000301_lon,1,Opposition,241,216.83,111.15,247.13999938964844,81.4000015258789,0.1107418872183684,Enhancement,Flare_All,0.5326912185804948,False
20000301_lon,1,Conjunction,220,216.67,101.54,219.0500030517578,72.1500015258789,0.8388317808343823,Enhancement,Flare_All,0.9639112533974361,False
20000301_lon,2,Opposition,480,433.67,110.68,318.6199951171875,104.9499969482422,0.0289551045720083,Enhancement,Flare_All,0.2439460308486128,False
20000301_lon,2,Conjunction,443,433.35,102.23,233.2700042724609,76.83999633789062,0.6537750239565536,Enhancement,Flare_All,0.8599925663363769,False
20000301_lon,3,Opposition,711,650.5,109.3,315.95001220703125,104.06999969482422,0.0190706520017899,Enhancement,Flare_All,0.1460213648372344,False
20000301_lon,3,Conjunction,650,650.02,100.0,239.42999267578125,78.86000061035156,1.0,Suppression,Flare_All,1.0,False
20000301_lon,4,Opposition,932,867.33,107.46,341.0299987792969,112.33000183105467,0.0290260394317331,Enhancement,Flare_All,0.1682779950917214,False
20000301_lon,4,Conjunction,886,866.69,102.23,288.3299865722656,94.97000122070312,0.5161611570940378,Enhancement,Flare_All,0.745248977161305,False
20000301_lon,5,Opposition,1180,1084.16,108.84,351.3900146484375,115.73999786376952,0.0037206964659478,Enhancement,Flare_All,0.03725466589622092,True
20000301_lon,5,Conjunction,1099,1083.36,101.44,298.510009765625,98.31999969482422,0.6382532872547876,Enhancement,Flare_All,0.8039932537838534,False
20000303_lon,1,Opposition,242,216.69,111.68,420.9500122070313,138.64999389648438,0.0948269819051889,Enhancement,Flare_All,0.5023491644489614,False
20000303_lon,1,Conjunction,204,217.09,93.97,438.3800048828125,144.39999389648438,0.3931442134878044,Suppression,Flare_All,0.7581373598369758,False
20000303_lon,2,Opposition,464,433.38,107.07,334.3099975585937,110.12000274658205,0.148047236860632,Enhancement,Flare_All,0.49624417162297685,False
20000303_lon,2,Conjunction,391,434.18,90.06,430.7699890136719,141.88999938964844,0.0369325584489243,Suppression,Flare_All,0.29818231347067686,False
20000303_lon,3,Opposition,668,650.07,102.76,415.0,136.69000244140625,0.4885210099903175,Enhancement,Flare_All,0.7948643933384125,False
20000303_lon,3,Conjunction,608,651.27,93.36,387.0199890136719,127.4800033569336,0.0887040652036818,Suppression,Flare_All,0.30774716076985476,False
20000303_lon,4,Opposition,867,866.76,100.03,395.2200012207031,130.17999267578125,1.0,Enhancement,Flare_All,1.0,False
20000303_lon,4,Conjunction,810,868.36,93.28,360.8900146484375,118.87000274658205,0.0452586649142187,Suppression,Flare_All,0.18729230601316535,False
20000303_lon,5,Opposition,1086,1083.45,100.24,364.1199951171875,119.93000030517578,0.9458686601243078,Enhancement,Flare_All,0.9824243795220128,False
20000303_lon,5,Conjunction,1026,1085.45,94.52,379.2999877929688,124.93000030517578,0.0678479480062359,Suppression,Flare_All,0.21865427638295235,False
20000304_lon,1,Opposition,218,217.03,100.45,174.72000122070312,57.54999923706055,0.9654446489785604,Enhancement,Flare_All,1.0,False
20000304_lon,1,Conjunction,228,216.02,105.55,163.9499969482422,54.0,0.430701665645766,Enhancement,Flare_All,0.7990646806727505,False
20000304_lon,2,Opposition,469,434.06,108.05,246.6100006103516,81.2300033569336,0.0991026737752858,Enhancement,Flare_All,0.4250442710713967,False
20000304_lon,2,Conjunction,436,432.03,100.92,257.2900085449219,84.75,0.8606673189699825,Enhancement,Flare_All,0.9630102809678458,False
20000304_lon,3,Opposition,691,651.08,106.13,288.7300109863281,95.0999984741211,0.1213853686939194,Enhancement,Flare_All,0.408629193749789,False
20000304_lon,3,Conjunction,660,648.05,101.84,258.45001220703125,85.12999725341797,0.6463675671566419,Enhancement,Flare_All,0.8544470463310646,False
20000304_lon,4,Opposition,944,868.11,108.74,290.5799865722656,95.70999908447266,0.0105387705884667,Enhancement,Flare_All,0.08348508772025769,False
20000304_lon,4,Conjunction,876,864.06,101.38,266.2300109863281,87.69000244140625,0.6904984776541383,Enhancement,Flare_All,0.8600945949726986,False
20000304_lon,5,Opposition,1159,1085.14,106.81,292.1099853515625,96.22000122070312,0.0251360409678938,Enhancement,Flare_All,0.12537779584127337,False
20000304_lon,5,Conjunction,1101,1080.08,101.94,253.50999450683597,83.5,0.5266092269281727,Enhancement,Flare_All,0.7239319197694716,False
20000307_lon,1,Opposition,225,216.74,103.81,319.6000061035156,105.2699966430664,0.5916992938364463,Enhancement,Flare_All,0.9156831821066659,False
20000307_lon,1,Conjunction,237,217.11,109.16,188.8600006103516,62.209999084472656,0.1895141955506886,Enhancement,Flare_All,0.6025260959446097,False
20000307_lon,2,Opposition,462,433.49,106.58,282.1400146484375,92.93000030517578,0.1780732785611154,Enhancement,Flare_All,0.5334996012756392,False
20000307_lon,2,Conjunction,457,434.21,105.25,238.25,78.4800033569336,0.2826676291772565,Enhancement,Flare_All,0.6075770296161251,False
20000307_lon,3,Opposition,661,650.23,101.66,303.69000244140625,100.02999877929688,0.6807862878760732,Enhancement,Flare_All,0.9161038480913944,False
20000307_lon,3,Conjunction,658,651.32,101.03,269.8800048828125,88.88999938964844,0.8025208793687467,Enhancement,Flare_All,0.9086578561575226,False
20000307_lon,4,Opposition,867,866.98,100.0,280.8299865722656,92.5,1.0,Enhancement,Flare_All,1.0,False
20000307_lon,4,Conjunction,873,868.43,100.53,270.2099914550781,89.0,0.8846827250954745,Enhancement,Flare_All,0.9459375659687571,False
20000307_lon,5,Opposition,1084,1083.72,100.03,275.3500061035156,90.6999969482422,1.0,Enhancement,Flare_All,1.0,False
20000307_lon,5,Conjunction,1101,1085.54,101.42,283.1099853515625,93.25,0.6423600186707024,Enhancement,Flare_All,0.8052699431489864,False
20000308_lon,1,Opposition,234,216.85,107.91,275.7699890136719,90.83000183105467,0.2580894241441954,Enhancement,Flare_All,0.7325265670519703,False
20000308_lon,1,Conjunction,195,216.21,90.19,286.9200134277344,94.51000213623048,0.1544334904929231,Suppression,Flare_All,0.555818230760244,False
20000308_lon,2,Opposition,462,433.7,106.53,267.3399963378906,88.05999755859375,0.1814352704171647,Enhancement,Flare_All,0.5334996012756392,False
20000308_lon,2,Conjunction,403,432.41,93.2,296.75,97.73999786376952,0.1597164431509497,Suppression,Flare_All,0.4549992590688628,False
20000308_lon,3,Opposition,689,650.55,105.91,276.6000061035156,91.11000061035156,0.1355039150216983,Enhancement,Flare_All,0.42672805496752575,False
20000308_lon,3,Conjunction,598,648.62,92.2,290.69000244140625,95.75,0.0450739542282069,Suppression,Flare_All,0.2277594694013722,False
20000308_lon,4,Opposition,929,867.4,107.1,280.1000061035156,92.26000213623048,0.0375224593757155,Enhancement,Flare_All,0.1832231424492644,False
20000308_lon,4,Conjunction,846,864.82,97.82,301.6000061035156,99.33999633789062,0.53076553463587,Suppression,Flare_All,0.7581823161299697,False
20000308_lon,5,Opposition,1193,1084.25,110.03,264.010009765625,86.95999908447266,0.0010122032168643,Enhancement,Flare_All,0.01581061424742037,True
20000308_lon,5,Conjunction,1068,1081.03,98.79,293.739990234375,96.75,0.7021844860656955,Suppression,Flare_All,0.8501658781749037,False
20000313_lon,1,Opposition,218,216.16,100.85,334.5,110.18000030517578,0.9181086225467724,Enhancement,Flare_All,1.0,False
20000313_lon,1,Conjunction,209,217.48,96.1,288.17999267578125,94.91999816894533,0.5928857688027949,Suppression,Flare_All,0.8698560762723473,False
20000313_lon,2,Opposition,425,432.31,98.31,330.6099853515625,108.9000015258789,0.7471488478012127,Suppression,Flare_All,0.9411788065040593,False
20000313_lon,2,Conjunction,474,434.96,108.98,260.25,85.72000122070312,0.0657757485368823,Enhancement,Flare_All,0.3422054401392874,False
20000313_lon,3,Opposition,635,648.47,97.92,292.8999938964844,96.4800033569336,0.6108829129724205,Suppression,Flare_All,0.8844246179945155,False
20000313_lon,3,Conjunction,681,652.44,104.38,253.3000030517578,83.43000030517578,0.2684833810451432,Enhancement,Flare_All,0.5591613882566849,False
20000313_lon,4,Opposition,860,864.62,99.47,283.0299987792969,93.2300033569336,0.8914688994686125,Suppression,Flare_All,0.9792365829605997,False
20000313_lon,4,Conjunction,885,869.92,101.73,272.07000732421875,89.61000061035156,0.614184970597474,Enhancement,Flare_All,0.8190807678566671,False
20000313_lon,5,Opposition,1099,1080.78,101.69,263.2099914550781,86.69999694824219,0.5822895154216103,Enhancement,Flare_All,0.8106383449987123,False
20000313_lon,5,Conjunction,1090,1087.4,100.24,283.6300048828125,93.41999816894533,0.9445882466011476,Enhancement,Flare_All,0.9848543975018871,False
20000314_lon,1,Opposition,190,217.31,87.43,382.3200073242188,125.93000030517578,0.0641062010408148,Suppression,Flare_All,0.4582491828062486,False
20000314_lon,1,Conjunction,208,216.89,95.9,362.6400146484375,119.4499969482422,0.5728946886924062,Suppression,Flare_All,0.8645754889747966,False
20000314_lon,2,Opposition,397,434.61,91.35,311.739990234375,102.68000030517578,0.0705440546878216,Suppression,Flare_All,0.3661625601387542,False
20000314_lon,2,Conjunction,404,433.78,93.13,323.0,106.38999938964844,0.1550067110391007,Suppression,Flare_All,0.45224262310277086,False
20000314_lon,3,Opposition,617,651.92,94.64,302.0299987792969,99.4800033569336,0.1722232555212476,Suppression,Flare_All,0.4803798662931942,False
20000314_lon,3,Conjunction,645,650.67,99.13,320.739990234375,105.6500015258789,0.8427046917765469,Suppression,Flare_All,0.9340652639376424,False
20000314_lon,4,Opposition,815,869.23,93.76,294.0199890136719,96.8499984741211,0.0633828947649586,Suppression,Flare_All,0.24875397392679732,False
20000314_lon,4,Conjunction,875,867.57,100.86,321.25,105.80999755859376,0.807810943640083,Enhancement,Flare_All,0.9152649025922082,False
20000314_lon,5,Opposition,1005,1086.53,92.5,282.6000061035156,93.08000183105467,0.0117526158742357,Suppression,Flare_All,0.0758577933700668,False
20000314_lon,5,Conjunction,1076,1084.46,99.22,308.0199890136719,101.45999908447266,0.8099582947288301,Suppression,Flare_All,0.9036820402617375,False
20000316_lon,1,Opposition,225,216.56,103.9,346.3999938964844,114.0999984741211,0.5829509240310933,Enhancement,Flare_All,0.9105693433365677,False
20000316_lon,1,Conjunction,240,216.97,110.62,266.1199951171875,87.66000366210938,0.1286010561724281,Enhancement,Flare_All,0.5148367189096853,False
20000316_lon,2,Opposition,414,433.12,95.59,335.0,110.33999633789062,0.3691204957585432,Suppression,Flare_All,0.7279876444126825,False
20000316_lon,2,Conjunction,472,433.94,108.77,259.0299987792969,85.31999969482422,0.0724772438370188,Enhancement,Flare_All,0.3501193053785393,False
20000316_lon,3,Opposition,648,649.68,99.74,308.6099853515625,101.6500015258789,0.967970411282851,Suppression,Flare_All,1.0,False
